date,USDCHF,USDCAD,GBPCHF,EURCHF,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2021.04.05,80.99999999999774,-60.99999999999994,207.99999999998596,56.000000000011596,48.000000000003595,168.00000000000148,-34.000000000000696,103.999999999985,86.0000000000083,-472.9999999999901,-55.00000000000682,-110.00000000001009,-154.99999999999403,-343.00000000000443,100.99999999999909,79.9999999999983,12.000000000000455,124.99999999999733,202.00000000001327,,39.99999999999605
2021.04.05,104.99999999999955,-77.00000000001594,133.99999999998968,41.000000000002146,29.000000000001247,153.99999999999858,-22.999999999995246,111.99999999999477,47.00000000001925,-364.9999999999931,-43.00000000000637,-144.0000000000108,-141.99999999999767,-229.00000000001253,69.00000000000261,91.99999999999875,31.00000000000591,104.00000000000409,204.00000000000418,,98.99999999998917
2021.04.05,97.9999999999981,-29.00000000001235,197.99999999998707,86.0000000000083,87.00000000000374,174.00000000000747,-41.9999999999976,219.99999999999886,107.00000000001265,-407.0000000000018,-156.99999999998226,-192.00000000001438,-146.99999999998602,-473.0000000000123,171.00000000000648,173.00000000000182,75.00000000000284,172.00000000000549,293.99999999999426,,408.00000000002035
2021.04.05,105.99999999999498,-9.999999999998899,178.99999999999582,95.00000000000064,116.00000000000499,175.00000000000293,-60.00000000000449,235.99999999999,47.00000000001925,-333.9999999999899,-198.99999999998386,-162.00000000001768,-119.99999999998678,-570.0000000000039,213.99999999999864,216.00000000000819,88.99999999999864,178.99999999999582,348.00000000001495,,545.0000000000393
2021.04.05,78.99999999999574,7.999999999985796,133.99999999998968,79.00000000000685,104.00000000000409,196.00000000000728,-80.00000000000229,231.99999999999932,9.000000000014552,-252.99999999999213,-216.99999999998454,-155.00000000001623,-75.99999999998718,-507.9999999999973,233.0000000000041,252.00000000000955,146.0000000000008,200.99999999999562,336.00000000000296,,720.0000000000366
2021.04.05,36.0000000000027,41.99999999998649,150.99999999999002,66.99999999999484,93.00000000000975,221.00000000000452,-55.000000000005045,260.9999999999957,55.000000000005045,-228.99999999999034,-211.9999999999891,-164.00000000000858,-24.999999999986144,-429.00000000001273,228.00000000000864,280.00000000000114,180.00000000000682,236.99999999999832,322.00000000000006,,1059.0000000000123
2021.04.05,68.00000000000139,27.999999999983594,154.99999999999403,87.00000000001484,102.00000000000209,239.0000000000003,-63.00000000000195,192.99999999998363,38.0000000000047,-224.99999999998633,-168.99999999998272,-164.00000000000858,-36.999999999998145,-411.0000000000058,195.0000000000074,246.00000000000932,162.9999999999967,233.00000000000543,304.00000000001535,,982.0000000000352
2021.04.05,60.99999999999994,44.99999999998394,173.00000000000094,68.00000000000139,111.00000000000554,214.00000000000307,-43.999999999999595,171.99999999999704,43.00000000001525,-197.00000000000273,-114.00000000000432,-129.00000000000134,26.999999999999247,-445.0000000000065,182.00000000000216,246.00000000000932,114.99999999999488,248.99999999999923,370.00000000000364,,1147.0000000000014
2021.04.05,20.999999999993246,7.0000000000014495,158.99999999999804,56.99999999999594,54.00000000000959,169.00000000000804,-39.999999999995595,132.000000000005,152.0000000000188,-312.9999999999855,-73.99999999998386,-215.00000000000963,-68.00000000000139,-537.0000000000097,100.00000000000853,168.99999999999693,49.99999999999716,248.99999999999923,364.00000000000875,,436.000000000055
2021.04.05,10.999999999994348,44.99999999998394,204.99999999998852,58.000000000002494,68.00000000000139,219.00000000000253,-14.999999999998348,251.00000000000477,177.00000000000495,-323.99999999999096,-132.99999999998136,-191.00000000000784,-25.999999999992696,-412.9999999999967,155.00000000000114,230.00000000000398,143.00000000000068,256.0000000000007,310.9999999999946,,1027.0000000000161
2021.04.05,63.99999999999739,0.0,258.99999999998704,110.99999999999443,86.0000000000083,259.0000000000092,-21.999999999999797,210.9999999999843,216.00000000001617,-272.99999999998994,-109.99999999998522,-230.00000000001907,12.000000000012001,-398.00000000000944,118.00000000000921,234.99999999999943,132.99999999999557,307.0000000000017,329.00000000000153,,1307.0000000000127
2021.04.05,69.9999999999923,-35.00000000000725,243.99999999999977,97.00000000001374,72.0000000000054,243.00000000000432,-17.999999999995797,165.99999999999682,229.00000000001253,-270.99999999999903,-72.00000000000273,-245.0000000000063,14.000000000002899,-416.00000000001637,81.00000000000307,207.9999999999984,100.99999999999909,312.9999999999966,339.0000000000004,,1119.9999999999977
