date,USDCAD,CHFJPY,NZDCHF,EURGBP,GBPJPY,EURJPY,CADJPY,AUDJPY,NZDJPY,empty,sum
2016.05.09,157.99999999999147,-1.9999999999953388,2.999999999997449,18.999999999991246,114.00000000000432,67.99999999999784,129.99999999999545,13.999999999995794,1.9999999999953388,,505.99999999997357
2016.05.09,143.00000000000423,81.00000000000307,81.9999999999932,34.000000000000696,240.0000000000091,182.00000000000216,237.99999999999955,169.9999999999875,131.00000000000023,,1300.9999999999998
2016.05.09,215.99999999999397,147.00000000000557,142.99999999999312,15.999999999993797,289.0000000000157,188.0000000000024,310.99999999999284,271.0000000000008,240.99999999999966,,1821.9999999999977
2016.05.09,205.99999999999508,173.00000000000182,161.00000000000003,47.9999999999925,418.00000000000637,227.00000000000387,329.9999999999983,286.9999999999919,272.99999999999613,,2122.9999999999854
2016.05.09,191.99999999999218,293.00000000000637,212.00000000000108,62.99999999999084,598.0000000000132,344.99999999999886,399.9999999999915,439.9999999999977,402.9999999999916,,2945.9999999999836
2016.05.09,120.99999999999334,240.0000000000091,202.9999999999976,104.99999999999955,522.9999999999961,225.9999999999991,369.99999999999034,369.99999999999034,361.99999999999477,,2519.99999999997
2016.05.09,48.99999999998794,393.0000000000007,236.99999999999832,73.99999999999629,737.9999999999995,442.99999999999784,491.9999999999902,437.9999999999882,501.99999999999534,,3365.9999999999545
2016.05.09,39.999999999995595,314.00000000000716,165.9999999999995,66.99999999999484,579.0000000000077,325.00000000000284,399.9999999999915,391.9999999999959,367.999999999995,,2650.99999999999
2016.05.09,136.99999999998712,326.9999999999982,169.99999999999238,18.999999999991246,587.9999999999939,409.9999999999966,417.99999999999216,471.9999999999942,388.9999999999958,,2929.9999999999413
2016.05.09,170.99999999998784,253.0000000000001,215.99999999999397,-11.00000000000545,405.00000000000114,313.0000000000024,331.99999999999363,432.9999999999927,382.99999999999557,,2494.999999999962
2016.05.09,59.99999999999339,263.00000000000523,134.0000000000008,-14.999999999998348,401.00000000001046,316.99999999999307,303.99999999998784,340.999999999994,298.9999999999924,,2103.9999999999786
2016.05.09,117.99999999999588,246.00000000000932,135.99999999999167,4.999999999999449,385.9999999999957,275.0000000000057,318.9999999999884,330.99999999998886,287.9999999999967,,2103.999999999972
2016.05.09,153.00000000000313,253.0000000000001,142.99999999999312,26.999999999999247,477.00000000000387,308.9999999999975,365.99999999999966,318.9999999999884,302.99999999999727,,2349.9999999999827
2016.05.09,129.00000000000134,284.000000000006,124.99999999999733,9.999999999998899,486.99999999999477,346.9999999999942,333.999999999989,306.99999999998795,304.00000000000205,,2326.999999999972
2016.05.09,190.00000000000128,353.00000000000864,139.99999999999568,-20.0000000000089,491.9999999999902,396.0000000000008,368.9999999999998,378.9999999999907,365.99999999999966,,2664.9999999999777
2016.05.09,258.99999999998704,501.0000000000048,109.99999999999899,-1.0000000000065512,723.0000000000132,542.0000000000016,476.99999999998965,470.9999999999894,427.99999999999727,,3509.9999999999754
2016.05.09,207.00000000000162,572.0000000000027,106.99999999999044,-9.00000000000345,830.0000000000125,644.0000000000055,563.999999999993,504.99999999999545,475.9999999999991,,3895.9999999999964
2016.05.09,185.99999999999727,567.0000000000073,112.99999999999643,7.9999999999968985,802.9999999999973,597.999999999999,573.9999999999981,509.00000000000034,477.00000000000387,,3834.9999999999964
2016.05.09,339.99999999998477,650.0000000000057,78.00000000000028,79.99999999999119,1003.0000000000143,637.0000000000005,634.9999999999909,486.99999999999477,492.00000000000443,,4401.999999999987
2016.05.09,249.99999999999466,765.0000000000006,-50.0000000000056,-162.0000000000066,719.9999999999989,796.999999999997,608.9999999999947,405.9999999999917,429.9999999999926,,3764.999999999958
2016.05.09,-32.0000000000098,640.0000000000006,-221.99999999999997,-216.0000000000051,144.00000000000546,421.0000000000065,313.99999999999295,80.99999999998886,155.9999999999917,,1285.999999999971
2016.05.09,-12.000000000012001,850.0000000000085,-248.99999999999923,-159.00000000000912,531.0000000000059,644.0000000000055,506.0000000000002,203.99999999999352,265.99999999999113,,2580.9999999999845
2016.05.09,-5.999999999994898,981.0000000000088,-170.99999999999892,42.999999999993044,1020.0000000000102,712.9999999999939,608.9999999999947,381.0000000000002,432.9999999999927,,4002.999999999999
2016.05.09,123.00000000000644,1177.0000000000068,-139.00000000000023,86.99999999999264,1323.0000000000075,884.0000000000003,753.0000000000001,512.999999999991,599.9999999999943,,5320.999999999999
2016.05.09,178.99999999999582,1142.00000000001,-123.00000000000644,135.99999999999167,1423.0000000000018,888.0000000000052,803.9999999999878,537.9999999999967,594.9999999999989,,5581.999999999982
2016.05.09,340.9999999999913,1227.0000000000039,-96.00000000000719,247.99999999999267,1808.9999999999975,1019.0000000000055,908.0000000000013,618.9999999999998,685.0000000000023,,6759.999999999987
2016.05.09,204.99999999998852,1254.000000000005,-114.00000000000298,222.99999999999542,1718.999999999994,984.9999999999994,928.9999999999878,593.9999999999941,679.9999999999926,,6474.9999999999545
2016.05.09,241.00000000000233,1297.0000000000114,-170.99999999999892,173.00000000000094,1641.999999999996,1000.0,943.9999999999884,588.9999999999986,644.999999999996,,6359.9999999999945
2016.05.09,121.99999999999989,1498.0000000000045,-203.00000000000873,132.99999999999423,1966.0000000000082,1317.9999999999977,1106.9999999999993,689.9999999999977,737.9999999999995,,7368.999999999993
2016.05.09,-124.00000000001299,1487.9999999999995,-338.00000000000495,73.00000000000084,1793.0000000000064,1281.9999999999964,955.9999999999889,555.9999999999974,581.0000000000031,,6266.9999999999745
2016.05.09,-121.00000000001555,1545.0000000000018,-574.0000000000078,41.9999999999976,1908.0000000000155,1412.9999999999968,915.9999999999968,541.9999999999874,355.99999999999454,,6026.999999999967
2016.05.09,-278.00000000000045,1622.0,-736.0000000000033,-36.0000000000027,1847.0000000000084,1487.9999999999995,845.9999999999894,518.0000000000007,233.99999999999466,,5504.999999999986
2016.05.09,-361.0000000000113,1647.0000000000055,-706.0000000000066,-1.0000000000065512,1887.0000000000005,1462.9999999999939,841.9999999999987,533.0000000000013,280.9999999999917,,5584.999999999967
2016.05.09,-452.00000000000796,1771.000000000001,-623.0000000000069,-21.999999999999797,2075.9999999999936,1653.9999999999964,954.9999999999983,628.9999999999907,451.9999999999982,,6439.999999999964
2016.05.09,-358.00000000001387,1641.0000000000055,-599.0000000000051,-109.00000000000354,1848.9999999999895,1608.000000000004,850.9999999999991,552.9999999999973,393.99999999999125,,5829.9999999999645
2016.05.09,-283.000000000011,1483.000000000004,-529.0000000000017,-112.000000000001,1637.0000000000005,1442.9999999999977,861.9999999999948,518.9999999999912,369.99999999999034,,5389.9999999999645
2016.05.09,-446.9999999999974,1568.000000000012,-608.0000000000085,-136.99999999999824,1652.0000000000152,1492.999999999995,730.9999999999945,506.0000000000002,335.9999999999985,,5094.000000000011
2016.05.09,-510.99999999999477,1625.0,-613.000000000008,-103.00000000000864,1825.9999999999934,1569.0000000000027,756.9999999999908,567.9999999999978,368.9999999999998,,5486.999999999974
2016.05.09,-446.0000000000131,1652.000000000001,-580.0000000000027,-96.00000000000719,1819.9999999999932,1561.9999999999977,800.9999999999877,592.9999999999893,420.99999999999227,,5726.999999999938
2016.05.09,-565.9999999999999,1582.9999999999984,-605.0,-78.00000000000028,1748.9999999999952,1477.0000000000039,735.99999999999,537.9999999999967,350.9999999999991,,5184.999999999983
2016.05.09,-636.0000000000143,1547.0000000000114,-626.9999999999998,-91.00000000000774,1683.9999999999975,1451.9999999999982,718.9999999999941,498.9999999999952,302.99999999999727,,4849.999999999972
2016.05.09,-536.0000000000032,1509.0000000000005,-572.0000000000058,-51.000000000001044,1676.9999999999925,1382.000000000005,745.9999999999951,506.9999999999908,337.0000000000033,,4998.999999999978
2016.05.09,-326.0000000000041,1588.9999999999986,-514.9999999999987,-4.000000000004,1943.000000000012,1519.999999999996,940.9999999999883,585.9999999999985,451.9999999999982,,6185.9999999999845
2016.05.09,-212.99999999999653,1579.9999999999982,-514.9999999999987,17.999999999995797,1966.0000000000082,1506.0000000000002,1007.9999999999956,604.9999999999898,445.99999999999795,,6400.999999999991
2016.05.09,-238.0000000000049,1564.0000000000073,-555.0000000000055,-4.999999999999449,1894.0000000000055,1483.000000000004,977.9999999999944,542.9999999999922,394.999999999996,,6058.99999999999
2016.05.09,-185.99999999999727,1487.9999999999995,-607.0000000000019,25.999999999992696,1783.9999999999918,1341.9999999999986,960.9999999999985,437.9999999999882,287.9999999999967,,5533.999999999966
2016.05.09,-73.99999999999629,1428.0000000000114,-553.999999999999,46.00000000000159,1808.9999999999975,1334.0000000000032,1004.9999999999955,491.9999999999902,307.9999999999927,,5793.999999999996
2016.05.09,-184.00000000000637,1405.0000000000011,-626.0000000000043,41.9999999999976,1703.000000000003,1269.999999999996,911.0000000000014,451.9999999999982,224.99999999999432,,5197.999999999981
2016.05.10,-181.00000000000892,1474.0000000000036,-672.0000000000059,27.999999999994696,1820.999999999998,1394.0000000000055,967.9999999999893,491.9999999999902,216.99999999999875,,5540.999999999965
2016.05.10,-158.99999999999804,1545.0000000000018,-648.9999999999995,39.00000000000014,1943.9999999999884,1456.9999999999936,1045.9999999999923,549.9999999999972,295.99999999999227,,6068.999999999967
2016.05.10,-124.00000000001299,1434.0000000000118,-592.9999999999991,46.999999999997044,1830.9999999999889,1349.9999999999943,985.99999999999,436.9999999999976,268.99999999999125,,5636.999999999958
2016.05.10,-129.00000000000134,1459.0000000000032,-550.000000000006,41.9999999999976,1842.9999999999893,1370.0000000000045,1000.9999999999906,507.99999999999557,331.00000000000307,,5874.999999999976
2016.05.10,-83.00000000001084,1510.000000000005,-531.0000000000036,46.999999999997044,1920.9999999999923,1424.9999999999973,1051.9999999999925,573.9999999999981,384.00000000000034,,6298.999999999968
2016.05.10,-157.00000000000713,1440.0000000000118,-589.0000000000061,42.999999999993044,1807.9999999999927,1338.9999999999986,960.9999999999985,477.99999999999443,277.000000000001,,5599.999999999977
2016.05.10,-259.9999999999936,1505.0000000000095,-802.0000000000027,41.9999999999976,1885.9999999999957,1403.000000000006,929.9999999999926,402.9999999999916,78.99999999999352,,5185.99999999999
2016.05.10,-314.99999999999864,1575.0000000000027,-869.0000000000086,51.000000000001044,1967.000000000013,1450.9999999999934,922.9999999999876,445.99999999999795,54.000000000002046,,5282.99999999999
2016.05.10,-253.00000000001432,1559.0000000000118,-917.0000000000011,29.999999999996696,1878.0000000000143,1414.0000000000014,900.9999999999962,501.99999999999534,-34.000000000006025,,5079.999999999994
2016.05.10,-245.0000000000063,1760.000000000005,-823.000000000007,29.000000000001247,2203.0000000000027,1668.9999999999968,1140.0000000000005,774.9999999999915,222.99999999999898,,6730.999999999984
2016.05.10,-224.000000000002,1776.0000000000105,-778.0000000000009,27.999999999994696,2263.0000000000055,1715.0000000000034,1190.9999999999882,869.9999999999903,284.9999999999966,,7125.999999999985
2016.05.10,-229.00000000001253,1627.0000000000095,-775.0000000000034,-2.000000000002,1973.0000000000132,1543.0000000000064,1087.9999999999939,815.9999999999883,191.99999999999307,,6232.999999999985
2016.05.10,-75.00000000000284,1687.0000000000118,-706.0000000000066,35.999999999991594,2144.0000000000055,1611.9999999999948,1195.999999999998,891.9999999999959,308.9999999999975,,7094.999999999986
2016.05.10,-181.00000000000892,1775.0000000000057,-750.0000000000063,26.999999999999247,2253.0000000000146,1715.0000000000034,1228.999999999999,896.9999999999914,319.0000000000026,,7284.000000000001
2016.05.10,-182.0000000000155,1800.0000000000114,-813.0000000000082,21.999999999999797,2307.9999999999927,1765.0000000000005,1260.9999999999957,924.9999999999972,265.00000000000057,,7350.999999999974
2016.05.10,-226.99999999999943,1826.9999999999982,-769.0000000000085,25.999999999992696,2378.999999999991,1820.999999999998,1305.9999999999973,1006.0000000000002,328.00000000000296,,7696.999999999972
2016.05.10,-293.0000000000099,1771.000000000001,-804.0000000000047,24.999999999997247,2264.00000000001,1727.0000000000039,1214.999999999989,917.9999999999922,250.0,,7072.999999999978
