date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,GBPCHF,CHFJPY,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURNZD,CADJPY,AUDCAD,empty,sum
2021.09.06,-45.000000000006146,-80.99999999999774,-35.999999999991594,-2.0000000000095497,-22.999999999995246,-218.99999999999142,0.0,0.0,-184.00000000002592,-27.999999999983594,-107.99999999999699,0.0,0.0,-134.0000000000008,,-859.999999999999
2021.09.06,4.999999999999449,-87.99999999999919,-32.999999999994145,30.9999999999917,64.0000000000196,-283.99999999999534,70.00000000000739,0.999999999995449,-265.0000000000148,-56.99999999999594,92.00000000000318,107.99999999999699,57.00000000000216,-134.0000000000008,,-432.99999999998425
2021.09.06,117.99999999999588,-123.99999999999079,-62.99999999999084,45.99999999999227,106.00000000000608,-329.00000000000153,96.00000000000364,48.000000000003595,-259.00000000001455,149.00000000002134,78.00000000000028,200.99999999998454,18.999999999991246,-180.0000000000024,,-94.00000000000122
2021.09.06,156.00000000000057,-78.00000000000028,-48.000000000003595,80.99999999998886,97.9999999999981,-306.00000000000625,183.9999999999975,80.00000000000229,-248.00000000001887,223.00000000001762,427.0000000000218,344.99999999999534,88.99999999999864,-151.00000000000114,,851.9999999999906
2021.09.06,146.99999999999713,-89.99999999999008,-83.9999999999952,88.99999999999864,93.00000000000975,-319.0000000000026,203.00000000000296,76.99999999999375,-248.00000000001887,214.00000000000307,453.0000000000145,383.0,114.99999999999488,-135.99999999999167,,897.000000000016
2021.09.06,142.99999999999312,-79.00000000000685,-93.99999999999409,80.99999999998886,106.00000000000608,-287.9999999999994,212.99999999999386,110.99999999999443,-239.00000000000432,237.00000000002052,502.00000000000244,419.9999999999982,86.99999999998909,-120.99999999999334,,1078.9999999999884
2021.09.06,152.99999999999204,-45.99999999999049,-88.99999999998354,98.99999999998954,158.99999999999804,-303.0000000000088,180.99999999999739,117.00000000000044,-296.0000000000207,248.00000000000378,598.0000000000097,451.99999999998573,49.99999999999716,-81.9999999999932,,1240.9999999999773
2021.09.06,192.99999999999872,-21.00000000000435,-37.99999999998249,137.99999999999102,225.00000000000853,-313.00000000000773,210.99999999999852,112.000000000001,-272.0000000000198,297.0000000000139,724.0000000000135,420.9999999999825,55.999999999997385,-46.999999999997044,,1685.9999999999939
2021.09.06,191.99999999999218,-22.999999999995246,-32.999999999994145,152.00000000000102,214.00000000000307,-293.0000000000099,224.00000000000375,104.00000000000409,-264.00000000001,304.00000000001535,694.0000000000168,492.0000000000035,57.00000000000216,-65.99999999999939,,1754.0000000000334
2021.09.06,196.99999999999162,-51.000000000001044,-24.000000000001798,155.00000000000114,192.00000000001438,-320.9999999999935,224.00000000000375,87.99999999999919,-296.0000000000207,285.00000000000193,653.0000000000147,583.9999999999845,63.00000000000239,-85.00000000000173,,1663.9999999999945
2021.09.06,200.00000000000017,-35.999999999991594,-7.999999999985796,158.00000000000125,191.00000000000784,-340.00000000000693,213.99999999999864,73.00000000000084,-285.000000000025,292.00000000000335,673.0000000000125,536.9999999999875,99.99999999999432,-64.99999999999284,,1704.000000000004
2021.09.06,212.99999999999653,-28.000000000005798,12.000000000012001,115.99999999999966,192.00000000001438,-343.00000000000443,156.99999999999648,73.99999999999629,-274.0000000000009,273.0000000000121,722.0000000000005,523.9999999999911,33.00000000000125,-39.999999999995595,,1631.0000000000134
2021.09.06,219.99999999999798,-11.00000000000545,26.999999999999247,129.99999999999545,223.00000000001762,-337.0000000000095,159.9999999999966,59.99999999999339,-216.00000000000819,303.0000000000088,742.0000000000205,522.0000000000002,51.9999999999925,-29.999999999996696,,1845.0000000000025
