date,USDCHF,EURUSD,GBPCHF,empty,sum
2019.02.18,28.999999999990145,-18.999999999991246,-76.99999999999375,,-66.99999999999486
2019.02.18,-15.00000000000945,-14.000000000002899,-29.999999999996696,,-59.000000000009045
2019.02.18,4.000000000004,-1.0000000000065512,-44.99999999998394,,-41.99999999998649
2019.02.18,-1.0000000000065512,28.000000000005798,-14.999999999987246,,12.000000000012001
2019.02.18,52.99999999999194,96.99999999999153,-86.99999999999264,,62.99999999999082
2019.02.18,86.0000000000083,107.99999999999699,-78.99999999998464,,115.00000000002065
2019.02.18,83.9999999999952,147.00000000000824,-92.99999999998754,,138.00000000001592
2019.02.18,110.99999999999443,175.99999999999838,-96.99999999999153,,190.0000000000013
2019.02.18,147.99999999999258,249.99999999999466,-70.99999999999883,,326.9999999999884
2019.02.18,157.99999999999147,255.99999999998957,-102.00000000000209,,311.9999999999789
2019.02.18,148.99999999999915,270.99999999999903,-76.99999999999375,,343.00000000000443
2019.02.18,120.99999999999334,252.0000000000078,-64.99999999998174,,308.0000000000194
2019.02.18,117.99999999999588,242.00000000000887,-69.9999999999923,,290.0000000000125
2019.02.18,87.99999999999919,198.99999999999363,-29.999999999996696,,256.99999999999613
2019.02.18,79.00000000000685,187.00000000000384,-62.99999999999084,,203.00000000001984
2019.02.18,69.00000000000794,163.00000000000205,-62.99999999999084,,169.00000000001916
2019.02.18,72.0000000000054,163.00000000000205,-52.99999999999194,,182.00000000001552
2019.02.18,69.9999999999923,160.99999999998892,-38.99999999998904,,191.99999999999216
2019.02.18,96.99999999999153,167.00000000000603,-102.00000000000209,,161.99999999999545
2019.02.18,69.9999999999923,151.9999999999966,-60.99999999999994,,160.99999999998894
2019.02.18,34.000000000000696,65.00000000000395,-159.99999999998238,,-60.99999999997773
2019.02.18,80.99999999999774,154.99999999999403,-13.999999999980695,,222.00000000001106
2019.02.18,110.99999999999443,158.99999999999804,-39.999999999995595,,229.9999999999969
2019.02.18,126.0000000000039,235.00000000000742,-80.99999999999774,,280.0000000000136
2019.02.18,139.00000000000023,290.9999999999968,-68.99999999998573,,361.0000000000113
2019.02.18,146.00000000000168,357.00000000000733,113.00000000000753,,616.0000000000165
2019.02.18,150.00000000000568,330.9999999999924,68.00000000000139,,548.9999999999994
2019.02.18,161.99999999999548,383.0,70.99999999999883,,615.9999999999943
2019.02.18,187.00000000000384,367.99999999999056,-35.999999999991594,,519.0000000000028
2019.02.18,192.99999999999872,387.000000000004,9.000000000014552,,589.0000000000173
2019.02.18,153.00000000000313,313.00000000000773,-65.99999999998829,,400.00000000002257
2019.02.18,158.99999999999804,299.99999999998914,-85.00000000000173,,373.99999999998545
