date,USDCHF,EURUSD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.01.14,-10.999999999994348,-47.99999999998139,4.000000000004,-21.999999999999797,-77.00000000001594,31.000000000003247,-150.00000000000568,-58.99999999999794,-31.999999999998696,-71.99999999999429,20.000000000010232,59.99999999999339,-145.99999999997948,45.99999999999227,80.00000000001339,-104.99999999999955,-44.00000000001114,13.00000000000523,39.00000000000014,-6.0000000000060005,-15.999999999993797,,-494.9999999999563
2019.01.14,-41.000000000002146,-73.99999999999629,0.0,-19.999999999997797,-30.0000000000189,22.0000000000109,-192.00000000000728,-85.99999999999719,-59.99999999999339,-24.000000000001798,99.99999999999432,160.00000000000458,-280.9999999999979,82.99999999999841,119.00000000000244,-185.99999999999727,-56.000000000011596,4.0000000000048885,25.00000000000835,-9.00000000000345,-35.999999999991594,,-581.9999999999927
2019.01.14,21.00000000000435,-21.999999999988695,-71.99999999999429,-17.000000000000348,70.99999999999883,46.0000000000127,-72.00000000000273,-109.99999999999899,-8.999999999992347,-0.999999999995449,30.000000000001137,275.000000000003,-500.9999999999959,-59.00000000001171,143.00000000000423,-129.00000000000134,36.99999999999193,-40.99999999999682,-14.999999999998348,46.999999999997044,53.999999999998494,,-323.9999999999653
2019.01.14,21.00000000000435,-23.999999999979593,-81.9999999999932,-54.999999999993946,-64.0000000000196,42.0000000000087,-94.99999999999886,-119.00000000000244,-44.99999999999504,-95.00000000000064,-85.99999999998431,116.99999999998934,-342.9999999999822,-36.000000000001364,159.00000000002024,-228.00000000000597,28.999999999996362,-67.00000000000728,-19.999999999997797,4.999999999999449,8.000000000008,,-977.9999999999359
2019.01.14,16.0000000000049,-68.99999999998573,-20.999999999993246,-7.9999999999968985,-50.0000000000167,82.00000000000429,-90.00000000000341,-61.999999999995396,-2.999999999997449,-112.99999999999643,-72.00000000000273,106.00000000000608,-220.99999999998232,0.0,186.0000000000195,-178.99999999999582,18.000000000000682,-22.00000000000557,39.00000000000014,47.9999999999925,-11.00000000000545,,-425.99999999994907
2019.01.14,18.0000000000069,-53.999999999998494,9.00000000000345,19.999999999997797,-22.0000000000109,70.99999999999883,-85.00000000000796,-31.000000000003247,26.000000000003798,-85.00000000000173,-50.99999999998772,109.00000000000354,-180.99999999998673,-19.000000000005457,137.00000000000932,-93.99999999999409,4.9999999999954525,4.9999999999954525,60.00000000000449,65.99999999999939,-12.999999999996348,,-108.99999999997422
2019.01.14,-3.999999999992898,-122.99999999998423,49.00000000001015,53.00000000000304,-75.00000000000284,112.000000000001,-85.00000000000796,-7.9999999999968985,42.0000000000087,-151.9999999999966,-108.00000000000409,5.000000000010552,-43.999999999999595,25.99999999999625,167.00000000000603,-113.99999999999189,-8.000000000009777,22.999999999996135,76.0000000000094,73.99999999999629,-22.0000000000109,,-115.9999999999601
2019.01.14,-85.99999999999719,-185.99999999999727,6.0000000000060005,7.0000000000014495,-111.00000000001664,79.00000000000685,37.9999999999967,-108.99999999999244,-58.99999999999794,-151.00000000000114,-302.99999999999727,96.00000000000719,-250.99999999997902,-146.0000000000008,248.00000000000378,-326.0000000000041,147.99999999999613,-170.0000000000017,18.0000000000069,12.000000000000899,-29.999999999996696,,-1275.9999999999561
2019.01.14,-93.99999999999409,-187.99999999998818,-18.999999999991246,31.999999999998696,-121.00000000001555,72.0000000000054,15.000000000000568,-139.00000000000023,-39.00000000000014,-153.99999999999858,-281.99999999998226,140.0000000000068,-309.99999999998806,-129.0000000000049,290.00000000001245,-259.0000000000092,159.9999999999966,-132.000000000005,9.00000000000345,69.9999999999923,45.99999999999049,,-1031.999999999971
2019.01.14,-42.999999999993044,-92.99999999998754,-151.9999999999966,-88.99999999999464,-188.00000000001037,40.0000000000178,61.99999999999761,-234.00000000000088,-123.99999999999079,-173.9999999999964,-414.99999999999204,93.99999999999409,-459.99999999999375,-217.00000000001296,286.00000000000847,-424.00000000000216,213.99999999999864,-257.99999999999557,-94.99999999998954,-21.999999999999797,52.99999999999194,,-2238.9999999999477
2019.01.14,-46.999999999997044,-97.9999999999981,-248.99999999999923,-161.99999999999548,-182.99999999999983,39.00000000001125,176.9999999999925,-332.99999999999443,-194.99999999998963,-175.99999999999838,-566.0000000000025,255.99999999998957,-702.9999999999869,-349.00000000000375,426.9999999999996,-601.9999999999915,378.0000000000001,-415.00000000000625,-134.99999999999625,-35.00000000000725,87.99999999999919,,-2882.9999999999745
