date,USDCHF,EURUSD,USDJPY,GBPCHF,CHFJPY,CADCHF,AUDCHF,GBPAUD,EURJPY,EURAUD,EURNZD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2019.04.29,-140.0000000000068,-97.00000000001374,0.0,-104.99999999999955,-80.99999999998886,-111.00000000000554,-92.00000000000318,-87.99999999999919,0.0,-100.0000000000112,-209.9999999999991,-31.999999999996476,-72.00000000000273,0.0,-22.999999999995246,,-1151.0000000000216
2019.04.29,-75.00000000000284,-99.00000000000463,15.000000000000568,-9.999999999998899,-13.999999999995794,-126.99999999999933,-51.99999999999649,-107.99999999999699,121.99999999999989,-165.9999999999995,-109.00000000000354,-18.000000000000682,-97.99999999999898,60.00000000000449,70.0000000000034,,-608.9999999999893
2019.04.29,-59.000000000009045,-116.00000000000499,36.99999999999193,-24.999999999986144,11.00000000000989,-78.00000000000028,9.999999999998899,-93.00000000000975,144.00000000000546,-154.99999999999403,-18.0000000000069,16.000000000005343,-111.99999999999477,96.00000000000719,84.0000000000063,,-257.99999999998084
2019.04.29,-28.000000000005798,-117.00000000001154,54.99999999999261,45.000000000006146,39.00000000000148,-43.999999999999595,36.999999999998145,-18.0000000000069,179.00000000000205,-103.00000000000864,65.99999999998829,60.000000000002274,-82.99999999999841,131.00000000000333,85.99999999999719,,304.9999999999606
2019.04.29,-28.000000000005798,-121.99999999999989,66.99999999999307,48.000000000003595,58.000000000006935,-43.00000000000415,39.00000000000014,-14.000000000002899,192.99999999999784,-90.99999999999665,-5.000000000010552,81.00000000000307,-117.00000000000443,138.00000000000477,126.99999999999933,,330.9999999999844
2019.04.29,-35.00000000000725,-112.000000000001,48.99999999999238,46.0000000000127,55.00000000000682,-46.00000000000159,41.9999999999976,-15.999999999993797,174.0000000000066,-87.00000000001484,-83.00000000001084,72.99999999999329,-147.00000000000557,143.9999999999997,161.99999999999548,,218.99999999996965
2019.04.29,-24.000000000001798,-110.00000000001009,47.99999999998761,35.00000000000725,33.00000000000125,-56.0000000000005,41.000000000002146,-5.999999999994898,161.00000000000136,-82.00000000000429,-209.9999999999991,81.00000000000307,-210.99999999999852,158.99999999999804,206.00000000000617,,64.99999999999773
2019.04.29,-22.0000000000109,-107.00000000001265,67.99999999999784,36.0000000000138,45.000000000001705,-13.00000000000745,80.00000000000229,51.000000000001044,179.00000000000205,-11.00000000000545,-243.99999999999977,115.99999999999966,-234.99999999999943,153.99999999999858,231.0000000000034,,327.9999999999847
2019.04.29,-5.000000000010552,-100.0000000000112,79.9999999999983,74.0000000000185,34.000000000006025,-1.0000000000065512,85.00000000000173,52.99999999999194,179.00000000000205,-17.000000000000348,-346.0000000000019,118.99999999999977,-274.0000000000009,148.99999999999915,234.99999999999633,,264.9999999999824
2019.04.29,-4.000000000004,-100.0000000000112,89.9999999999892,85.00000000000173,32.00000000001069,-19.00000000000235,109.99999999999899,100.99999999999554,168.00000000000637,51.000000000001044,-400.00000000000034,141.9999999999959,-305.9999999999974,192.99999999999872,287.9999999999994,,430.99999999998226
2019.04.29,-59.000000000009045,-162.00000000001768,72.99999999999329,75.00000000000284,67.00000000000728,-36.0000000000027,126.0000000000039,144.0000000000108,210.99999999999852,79.99999999999119,-390.0000000000015,197.00000000000273,-314.9999999999977,253.0000000000032,336.00000000000296,,599.9999999999881
2019.04.29,-87.99999999999919,-186.0000000000195,58.9999999999975,78.00000000000028,85.00000000000796,-51.000000000001044,111.00000000000554,126.0000000000039,228.00000000000864,42.999999999993044,-344.00000000001097,194.99999999999318,-302.99999999999727,255.00000000000523,304.00000000000426,,511.9999999999916
