date,USDCAD,GBPCHF,EURCHF,CHFJPY,AUDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURNZD,AUDCAD,empty,sum
2021.04.12,-157.99999999999147,-235.99999999999176,-193.99999999998306,-216.99999999999875,-138.00000000000477,-217.0000000000005,-68.00000000001205,-97.9999999999981,-438.9999999999894,-162.00000000000614,0.0,0.0,,-1926.9999999999761
2021.04.12,-89.00000000000574,-151.9999999999966,-173.00000000000094,-181.0000000000116,-90.0000000000012,-219.99999999999798,-36.000000000001364,-55.000000000005045,-468.00000000000176,-209.00000000000318,553.9999999999878,-92.99999999999864,,-1212.0000000000364
2021.04.12,-83.9999999999952,-119.99999999998678,-166.99999999998383,1.9999999999953388,-74.00000000000739,-205.99999999999508,74.00000000001228,41.000000000002146,-519.9999999999872,-254.99999999999545,713.9999999999924,-39.999999999995595,,-634.9999999999443
2021.04.12,-56.000000000011596,1.0000000000065512,-163.9999999999864,43.99999999999693,39.00000000000014,-200.00000000000017,187.00000000001182,158.0000000000137,-488.9999999999839,-307.00000000001637,654.9999999999834,41.000000000002146,,-90.99999999998376
2021.04.12,-65.00000000000395,11.00000000000545,-168.99999999999693,85.99999999999852,42.999999999993044,-195.00000000000074,252.00000000000955,175.00000000001404,-492.9999999999879,-313.0000000000166,574.9999999999922,67.00000000000594,,-25.999999999987352
2021.04.12,-65.00000000000395,21.00000000000435,-185.99999999999727,24.00000000000091,87.99999999999919,-192.99999999999872,228.999999999985,205.99999999999508,-451.99999999998573,-292.0000000000016,544.9999999999955,99.00000000000463,,23.999999999997357
2021.04.12,-114.99999999999844,9.999999999998899,-184.99999999999073,6.999999999990791,-13.00000000000745,-197.00000000000273,137.00000000000045,232.99999999999432,-620.9999999999827,-251.00000000000477,594.99999999999,28.000000000005798,,-372.0000000000066
2021.04.12,-80.99999999999774,-2.999999999997449,-207.99999999998596,22.999999999996135,-3.0000000000085514,-197.99999999999818,151.00000000001046,228.00000000000597,-612.9999999999969,-313.0000000000166,764.9999999999934,31.000000000003247,,-220.9999999999922
2021.04.12,-185.99999999999727,42.0000000000087,-209.9999999999991,-11.00000000000989,-37.00000000000925,-185.00000000000182,159.9999999999966,256.99999999999613,-746.0000000000023,-296.0000000000207,748.9999999999997,-6.999999999990347,,-470.00000000002956
2021.04.12,-241.00000000000233,-89.99999999999008,-177.99999999998929,-166.00000000001103,-104.00000000000409,-234.00000000000088,-183.9999999999975,208.00000000000819,-744.9999999999957,-203.00000000000296,807.0000000000022,-39.00000000000014,,-1168.9999999999839
2021.04.12,-279.00000000000705,-146.00000000000168,-132.99999999998312,-246.9999999999999,-148.0000000000037,-270.99999999999903,-366.9999999999902,178.99999999999582,-774.9999999999924,3.9999999999906777,865.999999999989,-88.99999999999464,,-1405.9999999999964
2021.04.12,-300.99999999999574,-126.0000000000039,-146.00000000000168,-221.00000000000364,-119.00000000000244,-256.0000000000007,-312.9999999999882,225.00000000000853,-761.999999999996,60.000000000002274,825.9999999999934,-66.99999999999484,,-1199.9999999999827
2021.04.12,-306.00000000000625,-116.00000000000499,-156.99999999998494,-275.0000000000057,-70.0000000000034,-270.99999999999903,-370.00000000000455,238.0000000000049,-619.9999999999983,62.99999999998818,722.0000000000005,18.0000000000069,,-1144.0000000000068
2021.04.12,-296.0000000000074,-85.00000000000173,-170.00000000000347,-256.0000000000002,-46.00000000000159,-264.999999999993,-308.9999999999975,275.000000000003,-583.0000000000002,25.000000000005684,617.9999999999852,65.00000000000395,,-1027.0000000000073
2021.04.12,-306.00000000000625,-48.99999999998794,-185.99999999999727,-230.00000000000398,-19.00000000000235,-248.99999999999923,-227.00000000000387,293.0000000000099,-601.9999999999915,-2.0000000000095497,614.9999999999877,84.0000000000063,,-877.9999999999981
2021.04.12,-353.0000000000033,-68.00000000000139,-194.99999999998963,-278.0000000000058,-21.999999999999797,-273.9999999999965,-307.9999999999927,282.0000000000045,-612.9999999999969,-1.0000000000047748,631.9999999999882,69.00000000000794,,-1128.99999999999
2021.04.12,-384.00000000000654,-167.00000000000603,-193.99999999998306,-282.0000000000107,-64.0000000000085,-331.999999999999,-397.99999999999613,185.00000000001293,-570.9999999999882,50.99999999998772,652.9999999999925,42.0000000000087,,-1460.9999999999961
