date,EURUSD,USDJPY,USDCAD,AUDUSD,EURCHF,GBPAUD,EURAUD,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2016.06.13,-18.999999999991246,-58.9999999999975,-178.00000000001148,-72.0000000000054,-103.99999999999298,-113.00000000000753,-70.99999999999883,-118.99999999999977,-75.00000000000284,-100.99999999999554,-147.00000000000824,,-1058.0000000000114
2016.06.13,-13.999999999980695,-12.999999999991019,-120.00000000000898,-80.00000000000229,-125.99999999998168,-22.999999999995246,90.99999999999665,-14.999999999986358,-117.00000000000044,21.00000000000435,-104.99999999999955,,-500.9999999999453
2016.06.13,-32.999999999994145,-34.99999999999659,-133.00000000000534,-64.0000000000085,-99.99999999998899,139.00000000000023,78.00000000000028,15.000000000000568,-97.9999999999981,24.999999999997247,-52.000000000007596,,-258.0000000000009
2016.06.13,-21.999999999988695,-49.99999999999716,-139.00000000000023,-21.999999999999797,-36.999999999998145,309.0000000000037,1.0000000000065512,-62.99999999998818,-46.00000000000159,-34.000000000000696,-32.0000000000098,,-134.99999999997405
2016.06.13,-30.999999999981043,35.0000000000108,-171.00000000001003,-14.000000000002899,-7.999999999985796,347.9999999999928,-26.999999999999247,-70.99999999999795,-51.000000000001044,-34.000000000000696,-78.00000000000028,,-101.99999999997542
2016.06.13,-143.99999999998857,165.00000000000625,-153.00000000000313,-95.00000000000064,-4.999999999988347,592.9999999999991,-32.0000000000098,67.00000000000728,-107.00000000000153,2.999999999997449,-53.999999999998494,,238.00000000001958
2016.06.13,-101.99999999997988,160.0000000000108,-142.0000000000199,-43.999999999999595,23.00000000001745,377.9999999999894,-38.99999999998904,96.00000000000364,-53.999999999998494,-17.999999999995797,-59.000000000009045,,199.00000000002962
2016.06.13,-37.99999999998249,184.0000000000117,-88.0000000000214,-95.00000000000064,14.000000000002899,239.99999999999577,72.99999999998974,121.00000000000932,-39.00000000000014,-34.000000000000696,-65.00000000000395,,273.0000000000001
2016.06.13,-161.99999999999548,351.0000000000133,1.999999999990898,-156.00000000000057,31.000000000003247,255.99999999998957,-17.000000000000348,368.0000000000092,-34.99999999999615,-7.9999999999968985,14.000000000002899,,644.0000000000196
2016.06.13,-140.99999999999113,477.00000000000387,95.00000000000064,-86.0000000000083,29.00000000001235,669.9999999999928,-41.000000000002146,449.0000000000123,58.000000000002494,0.0,92.00000000000318,,1602.0000000000261
2016.06.13,-93.99999999999409,514.00000000001,24.999999999986144,-6.0000000000060005,-21.999999999988695,839.9999999999964,-201.00000000000674,430.0000000000068,121.00000000000443,-49.99999999999449,134.99999999999625,,1692.00000000001
2016.06.13,-36.999999999998145,511.0000000000099,56.99999999999594,33.9999999999896,-43.999999999999595,944.9999999999958,-137.00000000000932,378.0000000000001,177.00000000000495,-70.99999999999883,146.00000000000168,,1958.9999999999923
2016.06.13,-57.99999999998029,542.0000000000016,83.9999999999952,-15.00000000000945,-32.999999999994145,845.0000000000068,-143.00000000000423,485.00000000001364,126.99999999999933,-31.000000000003247,197.99999999998707,,2001.0000000000123
2016.06.13,-11.999999999989797,561.000000000007,97.9999999999981,63.99999999999739,-55.99999999998939,866.9999999999956,-126.0000000000039,461.00000000001273,219.00000000000253,-110.99999999999443,177.99999999998929,,2143.000000000025
2016.06.13,11.00000000000545,629.0000000000049,146.99999999998602,17.999999999995797,-43.999999999999595,851.0000000000017,-55.99999999998939,492.00000000000443,192.99999999999872,-100.99999999999554,197.00000000000273,,2337.0000000000155
2016.06.13,-10.999999999983245,730.000000000004,150.99999999999002,-21.00000000000435,-27.999999999983594,822.9999999999959,-11.999999999989797,661.0000000000014,190.99999999999673,-5.999999999994898,243.99999999999977,,2722.000000000032
2016.06.13,-8.999999999992347,841.0000000000082,148.99999999999915,17.000000000000348,-45.99999999999049,926.999999999989,-119.00000000000244,694.0000000000026,214.00000000000307,-73.00000000000084,234.00000000000088,,2829.0000000000173
2016.06.13,-9.999999999998899,819.0000000000026,95.00000000000064,81.9999999999932,-47.99999999998139,930.999999999993,-139.00000000000023,647.0000000000056,258.0000000000027,-73.99999999999629,272.99999999998994,,2834.000000000011
2016.06.13,25.00000000000835,873.0000000000047,9.999999999998899,93.99999999999409,-87.99999999999919,859.0000000000098,-157.00000000000713,677.0000000000067,238.0000000000049,-5.999999999994898,263.99999999999756,,2789.0000000000236
2016.06.13,95.00000000000064,708.0000000000126,-17.000000000000348,142.99999999999312,-112.000000000001,1028.0000000000066,-207.00000000000162,520.0000000000102,255.00000000000523,-29.000000000001247,268.0000000000016,,2652.0000000000255
