,name,direction
0,EURUSD,B
1,USDJPY,S
2,USDCAD,B
3,AUDUSD,B
4,EURCHF,S
5,GBPAUD,S
6,EURAUD,B
7,NZDJPY,S
8,AUDCAD,B
9,NZDCAD,S
10,AUDNZD,B
