date,USDCAD,AUDUSD,NZDUSD,AUDNZD,empty,sum
2019.05.27,-15.999999999993797,-5.999999999994898,-26.000000000003798,-5.999999999994898,,-53.999999999987395
2019.05.27,-5.000000000010552,-4.999999999999449,-29.000000000001247,42.0000000000087,,2.999999999997449
2019.05.27,-25.00000000000835,14.000000000002899,-48.99999999999905,65.00000000000395,,4.999999999999453
2019.05.27,-18.0000000000069,5.999999999994898,-69.00000000000794,76.99999999999375,,-4.000000000026205
2019.05.27,-46.999999999997044,-39.999999999995595,-72.0000000000054,24.000000000001798,,-134.99999999999625
2019.05.27,-45.99999999999049,-32.999999999994145,-67.00000000000594,34.000000000000696,,-111.99999999998987
2019.05.27,-17.000000000000348,17.000000000000348,-28.000000000005798,38.0000000000047,,9.999999999998899
2019.05.27,-43.999999999999595,-36.999999999998145,-45.000000000006146,-9.999999999998899,,-136.00000000000279
2019.05.27,-35.999999999991594,-21.999999999999797,-26.999999999999247,-9.999999999998899,,-94.99999999998954
2019.05.27,-45.000000000006146,-34.000000000000696,-30.000000000007798,-17.000000000000348,,-126.000000000015
2019.05.27,-48.000000000003595,-41.9999999999976,-40.00000000000669,-22.999999999995246,,-153.00000000000315
2019.05.27,5.000000000010552,-24.000000000001798,-19.00000000000235,-21.00000000000435,,-58.99999999999794
2019.05.27,32.0000000000098,-9.999999999998899,-14.000000000002899,-12.999999999996348,,-4.999999999988347
2019.05.27,5.000000000010552,-29.000000000001247,-35.00000000000725,-18.0000000000069,,-77.00000000000483
2019.05.27,11.999999999989797,-36.999999999998145,-47.00000000000814,-14.000000000002899,,-86.00000000001938
2019.05.27,8.999999999992347,-16.0000000000049,-46.00000000000159,11.00000000000545,,-42.00000000000869
2019.05.27,1.0000000000065512,-58.99999999999794,-65.00000000000395,-4.000000000004,,-126.99999999999935
2019.05.27,-34.000000000000696,-63.00000000000195,-73.00000000000084,-5.999999999994898,,-175.99999999999835
2019.05.27,-89.99999999999008,-65.99999999999939,-74.00000000000739,-2.999999999997449,,-232.99999999999432
2019.05.27,-78.00000000000028,-24.999999999997247,-32.0000000000098,-4.000000000004,,-139.00000000001134
2019.05.27,-69.00000000000794,-24.999999999997247,-30.000000000007798,-15.999999999993797,,-140.0000000000068
2019.05.27,-35.00000000000725,7.9999999999968985,2.999999999997449,-8.999999999992347,,-33.000000000005244
2019.05.27,8.000000000008,56.0000000000005,37.99999999999359,2.999999999997449,,104.99999999999955
2019.05.27,48.000000000003595,66.99999999999484,48.99999999999905,5.000000000010552,,169.00000000000804
2019.05.27,55.99999999998939,63.99999999999739,48.99999999999905,1.999999999990898,,170.99999999997675
