date,USDJPY,AUDCHF,NZDCHF,GBPAUD,EURNZD,NZDCAD,AUDNZD,empty,sum
2020.11.16,-199.99999999998863,-31.000000000003247,-126.99999999999933,-551.0000000000126,-225.99999999999287,-152.99999999999204,-1.0000000000065512,,-1288.9999999999955
2020.11.16,-143.00000000000068,48.000000000003595,-96.99999999999153,-629.9999999999973,-4.999999999988347,-164.99999999999292,113.99999999999189,,-877.9999999999753
2020.11.16,-106.99999999999932,58.99999999999794,-137.9999999999937,-656.9999999999965,-34.000000000000696,-161.00000000000003,167.9999999999904,,-870.0000000000018
2020.11.16,-59.99999999998806,153.99999999999858,-284.9999999999908,-506.0000000000064,-456.9999999999963,-378.999999999996,110.00000000001009,,-1422.999999999969
2020.11.16,-73.99999999999807,219.99999999999798,-276.9999999999939,-543.0000000000045,-475.0000000000032,-378.999999999996,100.99999999999554,,-1427.0000000000023
2020.11.16,-58.9999999999975,239.99999999999577,-324.9999999999975,-418.9999999999916,-597.9999999999874,-415.99999999999415,72.0000000000054,,-1504.9999999999668
2020.11.16,-135.99999999999568,246.99999999999721,-361.9999999999957,-432.9999999999945,-717.9999999999964,-459.99999999999375,31.000000000003247,,-1830.9999999999754
2020.11.16,-184.99999999998806,200.00000000000017,-362.99999999999113,-483.99999999999557,-736.9999999999877,-507.0000000000019,-59.000000000009045,,-2134.999999999973
2020.11.16,-217.9999999999893,224.000000000002,-348.9999999999993,-441.0000000000025,-705.0000000000001,-481.9999999999935,-28.999999999990145,,-1999.999999999973
2020.11.16,-208.99999999998897,231.0000000000034,-388.9999999999949,-462.0000000000068,-709.0000000000041,-473.99999999999665,-25.00000000000835,,-2036.9999999999964
2020.11.16,-217.9999999999893,243.99999999999977,-405.9999999999952,-554.9999999999944,-736.0000000000033,-507.0000000000019,-35.00000000000725,,-2212.999999999992
2020.11.16,-212.99999999999386,211.00000000000563,-358.9999999999982,-651.0000000000016,-631.0000000000038,-453.99999999999886,-18.0000000000069,,-2114.9999999999977
2020.11.16,-230.99999999999454,189.00000000000583,-313.99999999999204,-678.0000000000008,-496.99999999999187,-378.999999999996,4.000000000004,,-1905.9999999999654
2020.11.16,-214.9999999999892,194.0000000000053,-298.9999999999937,-669.9999999999928,-438.00000000000506,-368.00000000000165,22.0000000000109,,-1773.9999999999661
2020.11.16,-169.9999999999875,209.9999999999991,-288.9999999999948,-639.9999999999961,-417.99999999998505,-348.9999999999993,51.000000000001044,,-1604.9999999999625
2020.11.16,-154.99999999998693,187.00000000000384,-286.99999999999284,-652.0000000000082,-394.9999999999898,-293.99999999999426,41.000000000002146,,-1554.9999999999661
2020.11.16,-177.99999999999727,194.0000000000053,-286.99999999999284,-646.0000000000132,-417.0000000000007,-282.99999999999994,38.0000000000047,,-1578.9999999999939
2020.11.16,-178.99999999998784,178.00000000000037,-279.99999999999136,-604.0000000000045,-390.0000000000015,-261.0000000000001,28.000000000005798,,-1507.999999999979
2020.11.16,-219.99999999999886,158.0000000000026,-275.99999999999847,-565.9999999999999,-442.9999999999934,-252.99999999999213,38.99999999998904,,-1560.9999999999911
2020.11.16,-275.99999999999625,153.99999999999858,-261.99999999999557,-544.0000000000111,-429.99999999999704,-290.00000000000136,43.999999999999595,,-1604.0000000000032
2020.11.16,-313.99999999999295,151.9999999999966,-309.99999999999915,-517.9999999999962,-621.9999999999892,-390.0000000000015,60.99999999999994,,-1940.9999999999823
2020.11.16,-353.9999999999992,150.00000000000568,-266.999999999995,-249.00000000001032,-595.9999999999966,-395.0000000000009,15.999999999993797,,-1695.0000000000025
2020.11.16,-334.99999999999375,148.0000000000037,-363.99999999999767,-151.00000000001222,-744.9999999999957,-442.9999999999934,-48.000000000003595,,-1937.9999999999927
2020.11.16,-262.00000000000045,143.00000000000423,-306.9999999999906,-89.00000000000574,-692.9999999999881,-437.999999999994,-38.0000000000047,,-1683.9999999999793
2020.11.16,-198.99999999999807,151.9999999999966,-250.9999999999901,-39.999999999995595,-578.9999999999961,-383.0,41.000000000002146,,-1258.9999999999811
2020.11.16,-144.99999999999602,163.00000000000205,-214.99999999999852,-140.0000000000068,-409.99999999999926,-307.99999999999716,150.00000000000568,,-904.9999999999902
2020.11.16,-111.99999999999477,180.99999999999784,-282.99999999999994,-164.00000000000858,-418.9999999999916,-278.9999999999959,153.00000000000313,,-922.9999999999898
2020.11.16,-119.99999999999034,305.99999999999517,-467.9999999999906,-147.99999999999258,-809.9999999999997,-295.99999999999625,163.00000000000205,,-1372.9999999999725
2020.11.16,136.0000000000099,365.99999999999966,-461.0000000000003,-90.00000000001229,-649.999999999995,-239.0000000000003,182.99999999999983,,-754.9999999999986
2020.11.16,147.00000000000557,414.9999999999987,-424.9999999999976,143.00000000000423,-695.0000000000011,-134.99999999999625,215.99999999999397,,-333.9999999999925
2020.11.16,181.0000000000116,407.0000000000018,-428.9999999999905,90.99999999999665,-733.9999999999902,-130.99999999999224,191.99999999999218,,-422.9999999999708
2020.11.16,97.00000000000841,431.99999999999903,-473.99999999999665,160.00000000000458,-855.0000000000058,-176.99999999999383,160.00000000000458,,-656.9999999999797
2020.11.16,2.0000000000095497,412.9999999999967,-493.99999999999443,89.00000000000574,-946.0000000000024,-261.99999999999557,96.99999999999153,,-1100.9999999999889
2020.11.16,-180.99999999999739,341.99999999999784,-485.99999999999756,73.99999999999629,-993.9999999999837,-307.99999999999716,72.99999999998974,,-1479.999999999992
2020.11.16,-200.9999999999934,383.99999999999545,-481.9999999999935,146.00000000000168,-1053.9999999999993,-347.9999999999928,65.00000000000395,,-1489.999999999978
2020.11.16,-165.99999999999682,390.99999999999693,-539.999999999996,295.0000000000008,-1219.9999999999989,-347.9999999999928,51.000000000001044,,-1536.9999999999857
2020.11.16,-186.9999999999976,527.9999999999951,-530.9999999999926,564.9999999999933,-1190.0000000000023,-383.0,181.9999999999933,,-1016.0000000000108
