names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,50,"['EURNZD', 'USDCHF', 'EURJPY', 'EURUSD', 'GBPUSD']",80.0,0.581139138639139,B
GBPUSD,10,"['EURNZD', 'AUDCHF']",100.0,-0.82,S
NZDUSD,10,['EURNZD'],80.0,-0.3971904761904762,S
EURCHF,10,"['EURNZD', 'USDCHF', 'EURUSD', 'EURJPY', 'GBPCHF']",80.0,-0.14,S
GBPJPY,10,"['EURNZD', 'AUDCHF']",100.0,-0.9,S
GBPAUD,30,"['EURGBP', 'GBPCHF', 'CHFJPY', 'GBPAUD', 'AUDJPY', 'AUDCAD']",80.0,-0.03378787878787879,S
EURJPY,10,"['EURNZD', 'EURJPY']",80.0,-0.8966666666666667,S
EURCAD,10,"['EURJPY', 'USDJPY', 'AUDJPY', 'CHFJPY', 'EURNZD', 'GBPUSD', 'GBPJPY']",80.0,-0.5,S
EURAUD,10,"['GBPCHF', 'GBPCAD']",80.0,-1.0,S
EURNZD,50,"['EURNZD', 'AUDCHF', 'NZDCAD', 'AUDCAD', 'AUDUSD']",80.0,0.4556445279866333,B
