date,GBPUSD,EURUSD,USDJPY,empty,sum
2015.06.08,-38.99999999998904,12.000000000012001,21.000000000000796,,-5.999999999976247
2015.06.08,-80.99999999999774,-35.999999999991594,16.999999999995907,,-99.99999999999343
2015.06.08,-22.999999999995246,48.000000000003595,-31.00000000000591,,-5.999999999997563
2015.06.08,-19.999999999997797,56.99999999999594,-69.00000000000261,,-32.00000000000447
2015.06.08,-15.999999999993797,55.000000000005045,-61.99999999999761,,-22.999999999986365
2015.06.08,-72.0000000000054,1.0000000000065512,-34.000000000006025,,-105.00000000000487
2015.06.08,15.00000000000945,60.99999999999994,45.000000000001705,,121.0000000000111
2015.06.08,-165.9999999999995,-174.99999999999181,1.9999999999953388,,-338.99999999999596
2015.06.08,1.999999999990898,-51.000000000001044,117.999999999995,,68.99999999998485
2015.06.08,-58.000000000002494,-45.99999999999049,222.99999999999898,,119.000000000006
2015.06.08,-26.999999999999247,-38.0000000000047,213.99999999999864,,148.99999999999469
2015.06.08,-65.99999999998829,-15.999999999993797,143.00000000000068,,61.00000000001859
2015.06.08,-62.000000000006494,-17.000000000000348,147.00000000000557,,67.99999999999872
2015.06.08,-43.999999999999595,19.999999999997797,144.00000000000546,,120.00000000000367
2015.06.08,-75.00000000000284,-60.99999999999994,129.99999999999545,,-6.000000000007333
2015.06.08,-43.999999999999595,31.000000000003247,115.99999999999966,,103.00000000000331
2015.06.08,-8.999999999992347,151.9999999999966,115.99999999999966,,259.00000000000387
2015.06.08,14.000000000002899,197.00000000000273,117.00000000000443,,328.00000000001006
2015.06.08,-22.999999999995246,-49.99999999999449,37.9999999999967,,-34.99999999999304
2015.06.08,211.00000000000563,289.0000000000059,414.99999999999204,,915.0000000000036
2015.06.08,255.00000000000523,587.0000000000042,362.99999999999955,,1205.000000000009
2015.06.08,59.99999999999339,643.0000000000158,371.9999999999999,,1075.000000000009
2015.06.08,-168.99999999999693,388.0000000000106,150.99999999999625,,370.0000000000099
2015.06.08,-392.9999999999989,182.0000000000155,215.0000000000034,,4.0000000000199805
2015.06.08,-279.99999999999136,392.00000000001455,275.99999999999625,,388.00000000001944
2015.06.08,-394.9999999999898,261.0000000000001,322.00000000000273,,188.00000000001302
2015.06.08,-383.0,171.00000000001003,292.99999999999216,,81.00000000000219
2015.06.08,-334.9999999999964,289.0000000000059,265.00000000000057,,219.00000000001006
2015.06.08,-201.00000000000674,415.0000000000098,283.00000000000125,,497.0000000000043
2015.06.08,-147.00000000000824,548.0000000000151,298.9999999999924,,699.9999999999993
2015.06.08,-1.0000000000065512,818.0000000000076,332.9999999999984,,1149.9999999999995
2015.06.08,34.000000000000696,795.9999999999967,474.00000000000375,,1304.0000000000011
2015.06.08,137.9999999999937,991.0000000000085,465.0000000000034,,1594.0000000000057
2015.06.08,164.99999999999292,1012.9999999999973,483.0000000000041,,1660.9999999999943
2015.06.08,68.00000000000139,1036.0000000000148,411.9999999999919,,1516.0000000000082
2015.06.08,46.999999999997044,1039.9999999999966,250.0,,1336.9999999999936
2015.06.08,35.00000000000725,1048.0000000000045,375.0,,1458.0000000000118
2015.06.08,93.00000000000975,1285.0000000000027,501.99999999999534,,1880.0000000000077
2015.06.08,245.0000000000063,1290.9999999999977,457.9999999999984,,1994.0000000000025
2015.06.08,370.00000000000364,1306.000000000007,530.9999999999917,,2207.0000000000023
2015.06.08,563.0000000000024,1509.0000000000048,733.9999999999947,,2806.000000000002
2015.06.08,621.0000000000049,1622.0000000000123,841.9999999999987,,3085.000000000016
2015.06.08,710.0000000000106,1778.000000000013,950.9999999999934,,3439.0000000000173
2015.06.08,639.9999999999961,1733.0000000000068,983.0000000000041,,3356.000000000007
2015.06.08,712.0000000000015,1785.9999999999986,1149.9999999999914,,3647.9999999999914
2015.06.08,734.9999999999968,1842.9999999999945,1179.000000000002,,3756.9999999999936
2015.06.08,754.0000000000102,1854.0,1141.0000000000055,,3749.0000000000155
2015.06.08,780.000000000003,1890.0000000000139,1114.999999999995,,3785.000000000012
2015.06.09,773.0000000000015,1865.0000000000055,1072.0000000000027,,3710.0000000000095
2015.06.09,714.999999999999,1771.0000000000114,1000.0,,3486.0000000000105
2015.06.09,705.0000000000001,1807.000000000003,1024.000000000001,,3536.000000000004
2015.06.09,719.000000000003,1783.0000000000014,974.0000000000038,,3476.000000000008
2015.06.09,723.0000000000069,1768.9999999999984,971.0000000000036,,3463.000000000009
2015.06.09,726.0000000000044,1780.0000000000039,1010.9999999999957,,3517.0000000000036
2015.06.09,655.0000000000056,1739.0000000000016,873.0000000000047,,3267.000000000012
2015.06.09,683.9999999999957,1781.0000000000105,977.9999999999944,,3443.000000000001
