date,GBPUSD,EURUSD,USDJPY,empty,sum
2015.06.08,-55.99999999998939,-34.99999999998504,0.0,,-90.99999999997443
2015.06.08,-97.9999999999981,-78.99999999998464,-27.000000000001023,,-203.99999999998374
2015.06.08,-83.9999999999952,-36.999999999998145,-88.99999999999864,,-209.99999999999199
2015.06.08,-35.00000000000725,22.0000000000109,-72.00000000000273,,-84.99999999999908
2015.06.08,-46.999999999997044,42.0000000000087,-76.99999999999818,,-81.99999999998653
2015.06.08,-76.0000000000094,-14.999999999987246,-73.99999999999807,,-164.9999999999947
2015.06.08,-75.00000000000284,-24.000000000001798,-37.00000000000614,,-136.00000000001077
2015.06.08,-167.9999999999904,-180.99999999998673,1.9999999999953388,,-346.9999999999818
2015.06.08,-167.9999999999904,-174.99999999999181,1.9999999999953388,,-340.99999999998687
2015.06.08,-79.00000000000685,-65.99999999998829,117.00000000000443,,-27.999999999990706
2015.06.08,-104.99999999999955,-126.99999999998823,176.9999999999925,,-54.99999999999528
2015.06.08,-65.99999999998829,-63.99999999999739,143.00000000000068,,13.000000000015007
2015.06.08,-85.00000000000173,-51.000000000001044,131.00000000000023,,-5.000000000002558
2015.06.08,-79.00000000000685,-21.00000000000435,132.99999999999557,,32.99999999998437
2015.06.08,-99.00000000000463,-61.99999999998429,120.00000000000455,,-40.99999999998437
2015.06.08,-76.99999999999375,-60.99999999999994,97.99999999999898,,-39.999999999994714
2015.06.08,-48.000000000003595,19.999999999997797,96.00000000000364,,67.99999999999784
2015.06.08,-28.999999999990145,56.99999999999594,51.9999999999925,,79.9999999999983
2015.06.08,-119.00000000000244,-151.9999999999966,-6.000000000000227,,-276.99999999999926
2015.06.08,-167.00000000000603,-131.99999999999878,15.000000000000568,,-284.0000000000042
2015.06.08,171.99999999999437,290.9999999999968,317.99999999999784,,780.9999999999891
2015.06.08,21.00000000000435,478.0000000000006,319.9999999999932,,818.9999999999982
2015.06.08,-202.9999999999976,235.00000000000742,36.99999999999193,,69.00000000000173
