date,USDCHF,EURUSD,USDJPY,AUDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,NZDCHF,GBPJPY,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2021.03.15,-19.999999999997797,-68.99999999998573,0.0,-78.00000000000028,-17.000000000000348,-18.999999999991246,-99.99999999999432,-90.0000000000012,-89.00000000000574,-0.9999999999763531,-114.0000000000141,-1.999999999981128,-113.00000000000753,-22.999999999995246,-7.999999999995566,-51.00000000000193,-51.000000000001044,-112.99999999999643,,-957.9999999999459
2021.03.15,4.999999999999449,-21.999999999988695,48.00000000000182,-77.00000000000485,123.99999999999079,-8.000000000008,-112.99999999999955,-67.00000000000594,-95.00000000000064,140.00000000001478,84.99999999997954,58.9999999999975,-94.00000000001629,35.00000000000725,36.000000000001364,3.9999999999906777,-48.000000000003595,-0.999999999995449,,10.99999999996017
2021.03.15,31.999999999998696,-56.99999999999594,78.99999999999352,-39.999999999995595,185.99999999999727,25.00000000000835,-196.99999999998852,60.99999999999994,34.000000000000696,184.00000000002592,17.999999999984695,125.0,-53.999999999998494,-34.000000000000696,90.99999999999397,40.99999999999682,-24.000000000001798,1.0000000000065512,,471.0000000000254
2021.03.15,65.99999999999939,-35.999999999991594,105.99999999999454,24.999999999997247,232.00000000000998,58.000000000002494,-168.99999999999693,83.9999999999952,112.000000000001,248.00000000001887,24.999999999986144,147.00000000001978,-49.00000000001015,-22.0000000000109,120.00000000000455,137.99999999999102,39.00000000000014,63.00000000000195,,1187.000000000013
2021.03.15,-11.00000000000545,-85.99999999998609,28.999999999996362,58.99999999999794,242.00000000000887,35.999999999991594,-183.9999999999975,97.00000000000264,129.00000000000134,266.00000000001955,18.999999999991246,131.00000000000023,-16.000000000016,-106.00000000000608,135.99999999999568,168.99999999999693,26.999999999999247,70.99999999999883,,1007.9999999999893
2021.03.15,-17.999999999995797,-87.99999999999919,-9.000000000000341,58.99999999999794,225.99999999999287,17.000000000000348,-167.0000000000016,68.00000000000139,132.99999999999423,236.00000000001842,-9.000000000014552,94.99999999999886,-22.999999999995246,-218.99999999999142,99.00000000000375,155.00000000000114,32.999999999994145,77.00000000000485,,665.0000000000099
2021.03.15,-109.99999999999899,-177.99999999998929,-67.00000000000728,53.999999999998494,212.99999999999653,8.999999999992347,-210.99999999999852,71.99999999999429,179.99999999999127,258.0000000000098,-10.000000000021103,132.000000000005,-5.000000000010552,-462.0000000000068,128.0000000000001,230.99999999999454,39.00000000000014,182.00000000000438,,454.99999999995435
2021.03.15,-114.00000000000298,-200.99999999998454,-85.00000000000796,14.000000000002899,218.00000000000708,11.999999999989797,-183.9999999999975,68.99999999999685,261.99999999999557,223.0000000000132,5.999999999994898,124.00000000002365,-33.00000000001635,-449.0000000000105,108.00000000000409,295.99999999999227,-56.99999999999594,269.00000000000813,,478.0000000000126
2021.03.15,-36.999999999998145,-141.99999999999767,33.999999999991815,-97.00000000000264,238.0000000000049,55.99999999998939,-215.99999999999397,97.00000000000264,263.99999999999756,299.0000000000066,123.99999999999079,191.0000000000025,-26.0000000000149,-459.0000000000094,170.0000000000017,338.99999999999864,-129.9999999999968,236.00000000000287,,940.9999999999758
2021.03.15,46.999999999997044,-36.999999999998145,118.99999999999977,-109.00000000000354,218.00000000000708,36.999999999998145,-206.99999999999363,68.99999999999685,246.00000000000176,253.00000000001432,237.99999999998266,131.00000000000023,-36.999999999998145,-392.9999999999989,140.00000000000057,316.99999999999307,-124.00000000000189,248.00000000000378,,1156.000000000001
2021.03.15,31.000000000003247,-48.99999999998794,125.99999999999056,-114.99999999999844,195.9999999999962,36.999999999998145,-239.99999999999488,44.99999999999504,217.99999999999596,280.00000000000114,313.99999999999204,187.00000000001182,-89.00000000000574,-324.9999999999975,125.0,301.00000000000193,-102.99999999999754,255.00000000000523,,1194.0000000000095
2021.03.15,24.000000000001798,-68.99999999998573,110.99999999999,-109.00000000000354,192.99999999999872,41.000000000002146,-226.99999999998965,46.00000000000159,213.99999999999199,270.00000000001023,324.9999999999975,182.00000000001637,-109.00000000000354,-261.0000000000001,111.99999999999477,281.9999999999965,-102.99999999999754,251.00000000000122,,1173.0000000000227
2021.03.15,32.999999999994145,-69.9999999999923,118.99999999999977,-95.00000000000064,202.9999999999976,59.000000000009045,-243.99999999999977,51.000000000001044,232.99999999999432,283.00000000001546,297.9999999999983,221.00000000000364,-102.00000000000209,-303.0000000000088,137.99999999999102,313.0000000000024,-90.99999999999665,261.0000000000001,,1307.0000000000064
2021.03.15,34.000000000000696,-58.000000000002494,137.00000000000045,-80.00000000000229,221.00000000000452,45.99999999999049,-233.99999999999466,76.99999999999375,249.99999999999466,330.0000000000125,293.99999999999426,177.00000000002092,-56.000000000011596,-422.9999999999956,174.99999999999716,343.9999999999941,-104.99999999999955,261.0000000000001,,1389.9999999999973
2021.03.15,71.99999999999429,38.0000000000047,158.00000000000125,-155.00000000000514,245.99999999999068,8.999999999992347,-210.99999999999852,92.99999999999864,226.99999999999943,276.00000000001046,280.9999999999979,134.00000000001455,41.99999999998649,-436.9999999999985,161.99999999999193,287.9999999999967,-162.0000000000066,182.00000000000438,,1242.999999999975
