date,USDCAD,GBPCHF,EURCHF,CADCHF,AUDCHF,NZDCHF,GBPCAD,GBPAUD,EURNZD,NZDCAD,empty,sum
2015.04.13,198.00000000000927,34.99999999998504,-15.999999999993797,73.00000000000084,48.000000000003595,60.00000000000449,-173.00000000000094,68.00000000000139,56.99999999999594,-117.99999999999588,,232.00000000000998
2015.04.13,160.00000000000458,-31.000000000003247,43.00000000001525,114.99999999999844,80.00000000000229,107.99999999999699,-148.00000000001478,137.9999999999937,124.99999999999733,-115.99999999999389,,473.9999999999966
2015.04.13,85.00000000000173,59.99999999999339,-45.99999999999049,39.00000000000014,6.0000000000060005,26.999999999999247,-124.00000000001299,109.00000000000354,137.00000000000932,-108.99999999999244,,184.00000000001745
2015.04.13,56.99999999999594,90.99999999999665,-84.99999999997954,37.99999999999359,62.000000000006494,65.00000000000395,-226.00000000001506,310.0000000000103,279.00000000000705,-68.99999999999685,,522.0000000000225
2015.04.13,73.99999999999629,92.00000000000318,-88.99999999998354,44.99999999999504,63.00000000000195,46.00000000000159,-239.99999999999577,303.0000000000088,263.00000000001324,-92.99999999999864,,464.0000000000422
2015.04.13,144.0000000000108,60.99999999999994,-65.99999999998829,59.99999999999339,126.0000000000039,24.999999999997247,-242.00000000000887,429.99999999999704,184.00000000000637,-134.99999999999625,,587.0000000000153
2015.04.13,85.00000000000173,0.0,-31.999999999987594,91.99999999999208,256.0000000000007,106.00000000000608,-228.00000000000597,675.0000000000034,314.00000000001427,-71.99999999999429,,1196.0000000000305
2015.04.13,242.00000000000887,1.999999999990898,-4.999999999988347,175.99999999999838,240.00000000000688,87.00000000000374,-432.0000000000102,642.9999999999936,239.00000000001143,-200.00000000000017,,992.000000000015
2015.04.13,217.0000000000005,-53.999999999998494,28.000000000005798,203.99999999999307,255.00000000000523,109.99999999999899,-419.0000000000138,604.0000000000045,229.99999999999687,-200.99999999999562,,973.999999999997
2015.04.13,290.00000000001245,-12.999999999996348,5.000000000010552,209.9999999999991,177.00000000000495,60.99999999999994,-495.000000000001,438.00000000000506,160.00000000000458,-278.00000000000045,,555.0000000000389
2015.04.13,513.0000000000078,-22.0000000000109,37.00000000002035,226.99999999999943,704.0000000000047,470.9999999999992,-517.9999999999962,1800.0000000000016,916.0000000000057,231.0000000000034,,4359.000000000035
2015.04.13,489.0000000000061,-89.00000000000574,26.999999999999247,268.0000000000016,723.0000000000069,441.99999999999795,-538.0000000000163,1757.0000000000086,862.0000000000072,148.0000000000037,,4089.0000000000095
2015.04.13,527.0000000000108,-95.00000000000064,8.000000000008,293.99999999999426,711.000000000006,497.000000000003,-570.0000000000039,1710.0000000000116,1025.0000000000093,192.99999999999872,,4300.000000000037
2015.04.13,564.000000000009,-95.00000000000064,-1.999999999990898,278.9999999999959,775.0000000000034,673.9999999999968,-557.0000000000075,1876.9999999999955,1331.9999999999998,429.0000000000016,,5276.000000000004
2015.04.13,575.0000000000144,-106.00000000000608,17.000000000000348,269.9999999999925,842.0000000000094,748.0000000000042,-524.0000000000133,2055.000000000007,1461.0000000000011,508.00000000000847,,5846.000000000017
2015.04.13,602.0000000000136,-116.00000000000499,-4.999999999988347,258.0000000000027,807.0000000000022,726.9999999999999,-480.99999999999807,1951.9999999999982,1407.0000000000027,495.000000000001,,5646.000000000028
2015.04.13,585.0000000000133,-198.00000000000927,-4.999999999988347,244.99999999999523,806.0000000000067,689.0000000000063,-350.00000000000585,1841.0000000000036,1391.0000000000089,465.0000000000043,,5469.0000000000355
2015.04.13,548.9999999999995,-331.999999999999,-1.999999999990898,249.99999999999466,733.0000000000059,644.0000000000001,-185.99999999999727,1461.0000000000011,1285.0000000000027,399.0000000000049,,4801.000000000022
2015.04.13,573.0000000000013,-380.00000000000256,46.0000000000127,305.99999999999517,765.0000000000045,680.9999999999983,-260.0000000000158,1486.9999999999939,1290.9999999999977,378.00000000000057,,4886.999999999986
2015.04.13,489.0000000000061,-351.99999999999676,-36.999999999998145,302.0000000000023,722.0000000000005,651.999999999997,-270.99999999999903,1392.9999999999998,1347.0000000000093,346.0000000000019,,4591.000000000023
2015.04.13,487.0000000000152,4.000000000004,-139.00000000000023,215.99999999999397,746.0000000000023,606.0000000000065,-547.0000000000086,1947.999999999994,1395.9999999999973,391.000000000008,,5108.000000000013
2015.04.13,693.9999999999947,258.99999999998704,-48.99999999998794,104.99999999999955,784.0000000000069,597.9999999999985,-601.000000000007,2361.9999999999973,1279.000000000008,519.0000000000028,,5950.0
2015.04.13,722.0000000000005,208.99999999999253,-36.999999999998145,69.9999999999923,783.0000000000003,583.0000000000002,-456.9999999999963,2313.0000000000095,1242.999999999994,539.0000000000006,,5967.999999999995
2015.04.13,731.9999999999993,292.9999999999877,-38.99999999998904,73.99999999999629,833.0000000000059,619.9999999999983,-573.0000000000013,2557.9999999999936,1296.0000000000082,580.0000000000027,,6374.000000000002
2015.04.13,802.0000000000139,292.9999999999877,46.0000000000127,139.00000000000023,812.0000000000016,663.0000000000025,-714.0000000000147,2498.0,1266.999999999996,562.0000000000069,,6368.000000000007
2015.04.13,720.0000000000095,426.9999999999996,-39.999999999995595,-18.0000000000069,554.00000000001,475.99999999999864,-534.0000000000123,2018.0000000000086,1032.0000000000107,504.9999999999999,,5140.000000000023
2015.04.13,829.0000000000131,766.0,24.000000000001798,-57.00000000000705,526.0000000000042,461.0000000000003,-869.0000000000086,2397.0000000000045,907.9999999999977,535.0000000000077,,5520.000000000015
2015.04.13,825.0000000000091,680.9999999999983,2.0000000000131024,-53.999999999998494,529.0000000000017,511.0000000000059,-763.0000000000026,2290.9999999999986,1042.0000000000095,597.9999999999985,,5662.000000000033
2015.04.13,804.0000000000047,607.9999999999864,97.00000000001374,34.99999999999615,709.0000000000041,651.999999999997,-886.000000000009,2662.999999999993,1181.0000000000098,670.000000000004,,6532.999999999999
