date,USDCAD,GBPCHF,EURCHF,CADCHF,AUDCHF,NZDCHF,GBPCAD,GBPAUD,EURNZD,NZDCAD,empty,sum
2015.04.13,0.0,-7.0000000000014495,-73.99999999999629,-21.00000000000435,-72.99999999998974,-41.9999999999976,-178.99999999999582,-116.99999999998934,-26.999999999999247,-140.99999999999113,,-680.9999999999649
2015.04.13,134.00000000001188,-75.00000000000284,-43.999999999999595,42.999999999993044,20.0000000000089,60.00000000000449,-216.00000000001617,28.000000000005798,21.00000000000435,-144.99999999999514,,-173.9999999999853
2015.04.13,66.99999999999484,4.000000000004,-62.99999999999084,24.000000000001798,-43.999999999999595,4.999999999999449,-261.0000000000001,25.00000000000835,-9.999999999998899,-140.99999999999113,,-393.99999999997215
2015.04.13,26.999999999999247,35.999999999991594,-104.99999999999955,20.999999999993246,7.0000000000014495,21.999999999999797,-263.99999999999756,109.00000000000354,100.99999999999554,-140.99999999999113,,-187.00000000000384
2015.04.13,26.0000000000149,38.0000000000047,-112.000000000001,19.00000000000235,45.000000000006146,43.999999999999595,-239.99999999999577,209.9999999999991,262.00000000000665,-92.99999999999864,,199.00000000003803
2015.04.13,69.00000000000794,28.999999999990145,-95.00000000000064,34.99999999999615,64.0000000000085,-22.999999999995246,-266.0000000000107,297.9999999999983,103.00000000000864,-191.99999999999218,,22.000000000010914
2015.04.13,29.999999999996696,-17.000000000000348,-82.99999999998863,17.000000000000348,57.00000000000705,-44.99999999999504,-310.0000000000103,329.00000000000153,141.00000000001333,-186.99999999999272,,-67.99999999996808
2015.04.13,73.00000000001194,-83.9999999999952,-45.99999999999049,90.0000000000012,199.00000000000472,52.000000000007596,-466.00000000001086,476.9999999999941,167.00000000000603,-229.00000000000142,,233.00000000002763
2015.04.13,182.0000000000155,-70.0000000000145,-27.999999999983594,178.00000000000037,216.0000000000051,62.000000000006494,-480.99999999999807,541.9999999999981,195.00000000001182,-252.99999999999213,,543.000000000049
2015.04.13,219.00000000001364,-63.99999999999739,-45.99999999999049,178.99999999999582,134.0000000000008,41.000000000002146,-504.9999999999999,373.00000000000114,148.00000000001478,-300.99999999999574,,178.00000000004485
2015.04.13,292.00000000000335,-29.999999999996696,-49.99999999999449,191.99999999999218,175.00000000000293,58.000000000002494,-666.000000000011,435.0000000000076,148.99999999999915,-288.9999999999948,,266.00000000001063
2015.04.13,456.9999999999963,-104.99999999999955,3.0000000000196536,213.99999999999199,660.000000000005,414.00000000000324,-590.0000000000016,1679.0000000000082,753.0000000000036,137.00000000000932,,3622.0000000000364
2015.04.13,478.0000000000006,-123.00000000000644,-3.999999999981796,259.9999999999936,683.0000000000002,412.9999999999967,-599.0000000000161,1656.000000000013,825.0000000000091,104.99999999999955,,3694.000000000008
2015.04.13,486.00000000000864,-151.00000000001222,-17.999999999984695,270.99999999999903,682.0000000000048,500.00000000000045,-592.9999999999991,1590.0000000000025,1001.0000000000074,192.99999999999872,,3961.000000000025
