date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.02.11,12.999999999996348,-11.00000000000545,-10.999999999983245,-253.00000000001432,60.99999999999994,161.00000000000003,-18.0000000000069,-121.99999999999989,187.00000000000384,95.99999999999609,352.9999999999802,-320.9999999999935,-169.00000000001913,-262.00000000000045,-269.00000000000813,39.999999999995595,338.0000000000161,-109.00000000000887,-280.9999999999917,-411.00000000000136,213.00000000000762,-444.9999999999954,-166.99999999998383,,-1387.0000000000164
2019.02.11,3.999999999992898,4.000000000004,-1.999999999990898,-270.99999999999903,52.000000000007596,158.0000000000026,0.9999999999843467,-99.00000000000463,179.00000000000693,103.99999999999298,324.99999999998863,-338.99999999997823,-118.00000000001809,-296.0000000000065,-296.0000000000074,32.0000000000098,350.00000000000585,-94.0000000000083,-280.9999999999917,-394.00000000000546,248.99999999999923,-436.9999999999985,-177.99999999998929,,-1347.0000000000032
2019.02.11,-7.0000000000014495,-21.00000000000435,-7.999999999985796,-290.00000000001245,53.00000000000304,158.0000000000026,-16.000000000016,-95.99999999999609,180.0000000000024,85.00000000000173,387.9999999999768,-380.9999999999869,-101.00000000001774,-279.0000000000106,-313.00000000000773,35.00000000000725,357.00000000000733,-84.00000000000318,-274.0000000000009,-411.00000000000136,263.0000000000021,-438.9999999999894,-163.00000000000205,,-1364.000000000033
2019.02.11,-42.0000000000087,-49.99999999999449,-42.999999999993044,-283.000000000011,36.0000000000027,155.00000000000514,-19.999999999997797,-75.00000000000284,173.9999999999964,76.99999999999375,377.9999999999859,-401.99999999999125,-65.00000000000395,-314.00000000000716,-340.00000000000693,-7.999999999985796,331.999999999999,-82.00000000000784,-269.999999999996,-402.000000000001,238.0000000000049,-437.999999999994,-178.99999999999582,,-1623.00000000001
2019.02.11,-27.00000000001035,-62.000000000006494,-69.9999999999923,-253.99999999999866,78.00000000000028,195.9999999999962,-25.00000000000835,-146.00000000000168,197.00000000000273,95.99999999999609,393.99999999997704,-398.9999999999938,-260.0000000000158,-319.0000000000026,-334.9999999999964,23.00000000001745,367.0000000000062,-140.00000000000057,-334.99999999999375,-471.00000000000364,260.00000000000466,-461.99999999999574,-173.00000000000094,,-1867.0000000000202
2019.02.11,-26.000000000003798,-102.00000000000209,-99.99999999998899,-124.99999999999733,137.00000000000932,258.9999999999981,-111.00000000001664,-209.9999999999991,261.0000000000001,85.99999999999719,414.99999999999204,-270.99999999999903,-309.0000000000037,-353.00000000000864,-245.0000000000063,124.99999999999733,487.0000000000152,-171.99999999999704,-381.9999999999908,-522.0000000000056,263.0000000000021,-473.99999999999665,-224.99999999998633,,-1593.999999999991
2019.02.11,-6.0000000000060005,-93.99999999999409,-75.99999999998718,-202.00000000001327,102.00000000000209,236.99999999999832,-134.99999999999625,-221.00000000000452,265.0000000000041,76.99999999999375,436.9999999999834,-361.9999999999957,-326.0000000000041,-347.0000000000084,-293.0000000000099,107.00000000001265,474.0000000000189,-174.99999999999716,-396.0000000000008,-524.0000000000009,263.0000000000021,-473.99999999999665,-198.99999999999363,,-1867.9999999999932
2019.02.11,14.000000000002899,-85.00000000000173,-60.99999999999994,-219.00000000001364,66.00000000001049,168.99999999999693,-107.99999999999699,-170.99999999999892,212.00000000000108,90.0000000000012,179.9999999999784,-358.9999999999982,-451.0000000000014,-316.0000000000025,-297.0000000000139,77.00000000001594,368.00000000001273,-146.0000000000008,-325.9999999999934,-456.00000000000307,235.00000000000742,-470.9999999999992,-190.99999999998562,,-2245.999999999982
2019.02.11,39.999999999995595,70.99999999999883,-24.000000000001798,-239.00000000001143,38.0000000000047,156.00000000000057,-2.999999999997449,-185.99999999999727,221.99999999999997,100.99999999999554,176.9999999999925,-111.99999999997878,-468.00000000000176,-296.0000000000065,-262.00000000000665,79.00000000000685,380.00000000000256,-186.9999999999976,-334.99999999999375,-453.00000000000296,168.00000000000148,-418.9999999999916,-180.0000000000024,,-1731.9999999999914
2019.02.11,43.999999999999595,39.999999999995595,9.999999999998899,-171.99999999999437,0.0,99.00000000000463,-50.0000000000167,-136.99999999999824,175.00000000000293,90.99999999999665,269.9999999999818,-77.99999999997809,-304.00000000001535,-315.00000000001194,-102.00000000000209,56.99999999999594,340.00000000000693,-248.00000000000466,-304.00000000000205,-408.00000000000125,102.00000000000209,-308.9999999999926,-136.00000000000279,,-1335.000000000035
