date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2019.04.01,-4.000000000004,-41.000000000002146,-38.0000000000047,-60.000000000002274,-14.000000000002899,-48.99999999999905,-160.00000000000458,-33.00000000001635,-42.00000000000159,-39.999999999995595,-29.000000000001247,-60.000000000002274,-83.00000000001084,-197.00000000000273,-15.000000000000568,-175.99999999999838,-270.99999999999903,-49.000000000006594,-10.99999999999568,-39.00000000000148,-78.00000000000028,-2.999999999997449,,-1492.0000000000496
2019.04.01,-12.999999999996348,39.999999999995595,-51.000000000001044,-46.999999999997044,-45.99999999999049,-65.99999999999939,-45.000000000006146,-46.999999999997044,-21.99999999999136,-75.00000000000284,76.99999999999375,34.000000000020236,28.000000000005798,-190.99999999998562,-0.999999999990564,-275.000000000003,-333.9999999999899,-121.00000000000932,20.000000000010232,12.000000000000455,-100.99999999999554,12.999999999996348,,-1210.9999999999332
2019.04.01,19.00000000000235,24.999999999986144,-19.999999999997797,19.99999999999602,-22.999999999995246,-92.99999999999864,-52.000000000007596,-17.000000000000348,-7.999999999995566,-70.99999999999883,53.999999999998494,112.00000000002319,18.999999999991246,-263.99999999999756,74.00000000001228,-276.00000000000955,-285.00000000000193,-85.00000000000796,100.00000000000853,25.99999999999625,-139.99999999999568,7.0000000000014495,,-877.9999999999907
2019.04.01,39.00000000000014,137.9999999999937,5.999999999994898,9.000000000000341,-42.999999999993044,-114.00000000000298,29.999999999996696,9.999999999998899,-7.999999999995566,-82.99999999999974,116.99999999998934,231.99999999999932,185.99999999999727,-184.99999999999073,86.00000000001273,-289.0000000000059,-289.9999999999903,-60.000000000002274,100.00000000000853,61.99999999999761,-154.99999999999403,68.00000000000139,,-143.99999999998366
2019.04.01,48.99999999999905,156.99999999998494,28.999999999990145,21.000000000000796,17.000000000000348,-124.99999999999733,58.99999999998684,17.000000000000348,4.0000000000048885,-99.00000000000463,124.99999999999733,269.00000000000546,174.99999999999181,-183.99999999998417,121.99999999999989,-319.0000000000026,-270.99999999999903,-72.00000000000273,128.0000000000001,51.00000000000193,-153.00000000000313,-4.000000000004,,-4.000000000033786
2019.04.01,33.000000000005244,120.99999999999334,11.999999999989797,-1.9999999999953388,12.999999999996348,-77.00000000000485,39.999999999995595,-5.000000000010552,-12.999999999991019,-58.99999999999794,112.99999999999643,213.99999999999864,119.00000000000244,-99.99999999998899,81.00000000000307,-226.99999999999943,-158.99999999999804,-100.00000000000853,45.000000000001705,-46.999999999997044,-95.99999999999609,-95.00000000000064,,-189.00000000000585
2019.04.01,55.000000000005045,170.99999999998784,9.999999999998899,-46.999999999997044,4.000000000004,-65.99999999999939,56.99999999999594,-59.000000000009045,-37.9999999999967,-19.00000000000235,142.99999999999312,209.00000000000318,188.00000000001037,1.0000000000065512,15.000000000000568,-212.00000000001216,-242.99999999999324,-19.000000000005457,24.00000000000091,-46.00000000000648,-71.99999999999429,-55.000000000005045,,0.9999999999852633
2019.04.01,78.00000000000028,200.99999999998454,-19.999999999997797,-87.0000000000033,41.000000000002146,-75.9999999999983,38.99999999998904,-70.0000000000145,-73.99999999999807,-7.9999999999968985,179.99999999999127,147.99999999999613,160.00000000000458,12.999999999996348,-59.99999999998806,-222.00000000001108,-234.99999999998522,-7.000000000005002,-58.9999999999975,-97.00000000000841,-80.99999999999774,-94.00000000000519,,-330.00000000004263
2019.04.01,73.00000000000084,102.00000000000209,-28.000000000005798,-132.99999999999557,28.000000000005798,-2.000000000002,-75.00000000000284,-112.000000000001,-95.99999999998943,58.000000000002494,130.99999999999224,22.00000000001978,76.99999999999375,92.00000000000318,-94.99999999999886,-96.00000000000719,-190.99999999998562,18.000000000000682,-126.99999999999534,-168.99999999999693,19.999999999997797,-131.00000000000333,,-633.9999999999653
2019.04.01,109.99999999999899,112.000000000001,-34.000000000000696,-183.00000000000693,-1.999999999990898,41.9999999999976,-85.00000000000173,-128.000000000017,-106.99999999999932,110.99999999999443,141.99999999999767,-36.99999999997772,79.99999999999119,173.00000000000094,-167.99999999999216,-23.00000000001745,-106.99999999999044,0.999999999990564,-184.99999999998806,-216.00000000000819,75.9999999999983,-136.99999999999824,,-565.0000000000182
