,name,direction
0,USDCHF,B
1,EURUSD,S
2,USDJPY,B
3,GBPCHF,B
4,CHFJPY,B
5,CADCHF,B
6,AUDCHF,B
7,NZDCHF,B
8,EURGBP,S
9,GBPJPY,B
10,EURJPY,B
11,EURNZD,S
12,CADJPY,B
13,AUDJPY,B
14,NZDJPY,B
