date,GBPUSD,USDCAD,EURCHF,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPJPY,EURAUD,CADJPY,AUDCAD,empty,sum
2021.08.30,-19.999999999997797,-85.00000000000173,-41.000000000002146,37.9999999999967,1.0000000000065512,-85.99999999999719,-118.00000000000699,-21.000000000015007,-56.99999999999594,32.00000000001069,-68.99999999999685,,-425.9999999999998
2021.08.30,5.000000000010552,-103.99999999999298,-56.000000000011596,92.99999999998931,-85.99999999999719,-186.99999999999272,-117.00000000000044,-7.000000000005002,-147.99999999999258,46.00000000000648,-140.99999999999113,,-701.9999999999774
2021.08.30,110.99999999999443,11.00000000000545,-21.00000000000435,134.9999999999909,-100.99999999999554,-159.9999999999935,-90.0000000000012,88.99999999999864,-96.00000000000719,143.00000000000068,-146.99999999999713,,-126.00000000000878
2021.08.30,127.00000000001043,-29.999999999996696,-39.999999999995595,173.00000000000182,-63.99999999999739,-170.99999999999892,-85.00000000000173,162.9999999999825,0.0,140.00000000000057,-120.99999999999334,,92.00000000001164
2021.08.30,114.99999999999844,-22.0000000000109,-49.99999999999449,146.99999999999136,-112.000000000001,-207.00000000000162,-82.99999999999974,144.00000000000546,-12.999999999996348,152.00000000000102,-123.99999999999079,,-52.99999999999862
2021.08.30,112.000000000001,-28.000000000005798,-59.000000000009045,159.9999999999966,-146.00000000000168,-209.9999999999991,-104.99999999999955,147.99999999999613,-79.00000000000685,158.00000000000125,-174.99999999999181,,-224.00000000001884
2021.08.30,130.99999999999224,-46.999999999997044,-49.00000000001015,109.99999999999943,-119.99999999999788,-180.99999999999784,-104.99999999999955,60.000000000002274,-29.999999999996696,80.0000000000125,-184.99999999999073,,-335.99999999998346
2021.08.30,117.00000000001154,-76.99999999999375,-26.999999999999247,116.99999999999022,-59.99999999999339,-109.99999999999899,-147.00000000000824,-34.99999999999659,70.99999999999883,12.000000000000455,-180.99999999999784,,-319.99999999998704
2021.08.30,174.99999999999181,-26.999999999999247,-38.0000000000047,146.0000000000008,-100.00000000000009,-168.99999999999693,-131.99999999999878,49.000000000006594,2.999999999997449,59.00000000001171,-207.99999999999707,,-241.99999999998846
2021.08.30,146.00000000000168,-127.00000000001043,-28.999999999990145,171.99999999999704,-12.999999999996348,-80.99999999999774,-143.00000000000423,51.9999999999925,188.9999999999947,13.00000000000523,-154.99999999999403,,23.999999999998238
2021.08.30,177.00000000000495,-79.00000000000685,-31.000000000003247,200.9999999999934,-20.999999999993246,-82.99999999999974,-136.00000000000279,103.999999999985,173.99999999998528,52.00000000000671,-147.99999999999258,,209.99999999997695
