date,EURUSD,NZDUSD,EURGBP,empty,sum
2015.05.11,-6.000000000017103,-273.9999999999965,-17.999999999995797,,-298.0000000000094
2015.05.11,-9.000000000014552,-297.9999999999983,-31.999999999998696,,-339.00000000001154
2015.05.11,-27.00000000002145,-218.99999999999142,-22.999999999995246,,-269.00000000000813
2015.05.11,-74.0000000000185,-391.9999999999924,2.000000000002,,-464.0000000000089
2015.05.11,-86.0000000000083,-394.9999999999898,3.0000000000085514,,-477.9999999999896
2015.05.11,-86.0000000000083,-378.999999999996,9.999999999998899,,-455.0000000000054
2015.05.11,-63.000000000013046,-370.9999999999991,-10.999999999994348,,-445.00000000000654
2015.05.11,-352.000000000019,-512.9999999999968,-100.00000000000009,,-965.0000000000159
2015.05.11,-484.00000000001774,-512.9999999999968,-165.9999999999995,,-1163.000000000014
2015.05.11,-484.00000000001774,-524.9999999999977,-183.99999999999528,,-1193.0000000000107
2015.05.11,-445.0000000000065,-568.9999999999973,-171.99999999999437,,-1185.9999999999982
2015.05.11,-487.0000000000152,-690.9999999999972,-181.9999999999933,,-1360.0000000000055
2015.05.11,-637.0000000000209,-769.999999999993,-217.0000000000005,,-1624.0000000000143
2015.05.11,-673.0000000000125,-791.9999999999927,-234.99999999999633,,-1700.0000000000016
2015.05.11,-597.0000000000031,-724.9999999999978,-229.00000000000142,,-1551.0000000000023
2015.05.11,-568.000000000013,-693.9999999999947,-217.0000000000005,,-1479.0000000000082
2015.05.11,-626.0000000000155,-712.9999999999969,-239.0000000000003,,-1578.0000000000125
2015.05.11,-656.0000000000122,-822.9999999999959,-237.99999999999378,,-1717.000000000002
2015.05.11,-596.0000000000188,-774.9999999999924,-207.00000000000162,,-1578.0000000000127
2015.05.11,-443.0000000000156,-640.9999999999916,-143.9999999999997,,-1228.000000000007
2015.05.11,-385.00000000001313,-717.9999999999964,-65.99999999999939,,-1169.0000000000089
2015.05.11,-482.00000000000466,-781.9999999999939,-180.0000000000024,,-1444.000000000001
2015.05.11,-443.99999999999994,-781.9999999999939,-183.99999999999528,,-1409.999999999989
2015.05.11,-468.00000000000176,-751.9999999999972,-137.9999999999937,,-1357.9999999999925
2015.05.11,-447.0000000000196,-730.9999999999927,-131.99999999999878,,-1310.0000000000111
2015.05.11,-531.0000000000148,-751.9999999999972,-242.99999999999324,,-1526.000000000005
2015.05.11,-475.0000000000032,-770.9999999999994,-318.99999999999153,,-1564.9999999999943
2015.05.11,-504.9999999999999,-716.9999999999899,-486.999999999993,,-1708.9999999999827
2015.05.11,-592.0000000000148,-744.9999999999957,-483.0000000000001,,-1820.0000000000105
2015.05.11,-617.0000000000009,-734.9999999999968,-534.0000000000011,,-1885.9999999999989
2015.05.11,-652.0000000000082,-836.9999999999989,-629.9999999999973,,-2119.0000000000045
2015.05.11,-655.0000000000056,-790.9999999999973,-685.9999999999977,,-2132.0000000000005
2015.05.11,-626.9999999999998,-841.9999999999983,-707.9999999999975,,-2176.9999999999955
2015.05.11,-607.0000000000019,-969.9999999999931,-793.9999999999947,,-2370.9999999999895
2015.05.11,-548.0000000000151,-1030.999999999993,-864.9999999999935,,-2444.000000000002
2015.05.11,-546.000000000002,-1041.9999999999984,-868.9999999999975,,-2456.999999999998
2015.05.11,-544.0000000000111,-989.9999999999909,-962.9999999999916,,-2496.9999999999936
2015.05.11,-695.0000000000011,-1060.9999999999898,-1084.9999999999916,,-2840.9999999999827
2015.05.11,-676.0000000000099,-1132.9999999999952,-1086.9999999999936,,-2895.9999999999986
2015.05.11,-568.000000000013,-1092.9999999999995,-1000.9999999999964,,-2662.000000000009
2015.05.11,-546.000000000002,-1040.999999999992,-1036.999999999999,,-2623.999999999993
2015.05.11,-499.000000000005,-995.9999999999969,-1031.9999999999995,,-2527.0000000000014
2015.05.11,-458.00000000000284,-1007.9999999999978,-951.9999999999973,,-2417.999999999998
2015.05.11,-526.0000000000042,-1027.9999999999957,-949.9999999999953,,-2503.9999999999955
2015.05.11,-494.00000000001666,-1095.999999999997,-986.9999999999934,,-2577.0000000000073
2015.05.11,-501.0000000000181,-1177.9999999999902,-973.999999999997,,-2653.0000000000055
2015.05.11,-504.9999999999999,-1170.9999999999998,-968.9999999999976,,-2644.9999999999973
2015.05.11,-485.0000000000021,-1207.999999999998,-934.9999999999969,,-2627.999999999997
2015.05.12,-461.0000000000003,-1201.999999999992,-940.9999999999918,,-2603.999999999984
2015.05.12,-494.00000000001666,-1109.9999999999998,-959.9999999999942,,-2564.0000000000105
2015.05.12,-497.0000000000141,-1140.999999999992,-962.9999999999916,,-2600.9999999999977
2015.05.12,-521.0000000000159,-1188.0000000000002,-942.9999999999939,,-2652.00000000001
2015.05.12,-549.0000000000217,-1196.9999999999925,-944.9999999999958,,-2691.00000000001
2015.05.12,-617.0000000000009,-1206.9999999999914,-969.9999999999931,,-2793.9999999999854
2015.05.12,-569.0000000000194,-1179.9999999999923,-962.9999999999916,,-2712.0000000000036
2015.05.12,-663.0000000000135,-1246.9999999999982,-968.9999999999976,,-2879.0000000000095
2015.05.12,-643.0000000000158,-1235.9999999999927,-966.0000000000002,,-2845.000000000009
2015.05.12,-639.0000000000118,-1150.999999999991,-966.0000000000002,,-2756.0000000000027
2015.05.12,-552.0000000000191,-1073.9999999999973,-923.9999999999915,,-2550.0000000000077
2015.05.12,-522.0000000000002,-962.9999999999916,-901.9999999999917,,-2386.9999999999836
2015.05.12,-433.0000000000167,-1029.9999999999975,-861.0000000000007,,-2324.0000000000146
2015.05.12,-474.0000000000189,-1078.9999999999966,-857.9999999999922,,-2411.0000000000077
2015.05.12,-455.0000000000054,-1040.999999999992,-852.9999999999926,,-2348.99999999999
2015.05.12,-395.000000000012,-947.9999999999933,-819.9999999999985,,-2163.0000000000036
2015.05.12,-295.0000000000008,-949.9999999999953,-783.0000000000003,,-2027.9999999999964
2015.05.12,-287.000000000015,-968.9999999999976,-761.999999999996,,-2018.0000000000086
2015.05.12,-337.0000000000095,-978.9999999999966,-776.9999999999943,,-2093.0000000000005
2015.05.12,-186.0000000000195,-957.9999999999922,-717.9999999999964,,-1862.000000000008
2015.05.12,-243.99999999999977,-973.999999999997,-739.9999999999962,,-1957.9999999999932
2015.05.12,127.99999999999478,-918.999999999992,-546.9999999999975,,-1337.9999999999948
2015.05.12,253.99999999999866,-988.9999999999955,-344.99999999999534,,-1079.9999999999923
2015.05.12,415.99999999999415,-971.9999999999951,-583.0000000000002,,-1139.0000000000011
2015.05.12,485.99999999998647,-896.9999999999923,-692.9999999999992,,-1104.000000000005
2015.05.12,614.9999999999877,-934.9999999999969,-669.9999999999928,,-990.000000000002
2015.05.12,563.9999999999867,-766.0,-713.9999999999924,,-916.0000000000057
2015.05.12,504.9999999999999,-707.9999999999975,-792.9999999999993,,-995.9999999999969
2015.05.12,375.9999999999986,-737.9999999999942,-801.9999999999916,,-1163.9999999999873
2015.05.12,323.99999999999096,-776.9999999999943,-887.9999999999999,,-1341.0000000000032
2015.05.12,303.9999999999932,-827.0,-892.9999999999993,,-1416.0000000000061
2015.05.12,261.0000000000001,-906.9999999999911,-836.9999999999989,,-1482.99999999999
2015.05.12,217.99999999998488,-988.0,-763.9999999999981,,-1534.0000000000132
2015.05.12,285.99999999998624,-991.9999999999928,-759.999999999994,,-1466.0000000000005
2015.05.12,451.99999999998573,-989.9999999999909,-713.9999999999924,,-1251.9999999999977
2015.05.12,356.9999999999851,-1046.999999999998,-709.9999999999995,,-1400.0000000000123
2015.05.12,302.9999999999866,-959.9999999999942,-827.0,,-1484.0000000000077
2015.05.12,264.9999999999819,-855.9999999999901,-836.9999999999989,,-1428.000000000007
2015.05.12,372.9999999999789,-855.9999999999901,-846.9999999999977,,-1330.0000000000089
2015.05.12,333.9999999999899,-909.9999999999997,-946.9999999999978,,-1523.0000000000077
2015.05.12,294.9999999999786,-889.9999999999908,-942.9999999999939,,-1538.000000000006
2015.05.12,161.99999999999548,-919.9999999999986,-939.9999999999964,,-1697.9999999999995
2015.05.12,140.99999999999113,-867.999999999991,-968.9999999999976,,-1695.9999999999975
2015.05.12,121.99999999999989,-867.999999999991,-962.9999999999916,,-1708.9999999999827
2015.05.12,148.99999999999915,-878.9999999999965,-948.9999999999999,,-1678.9999999999973
2015.05.12,99.99999999998899,-875.999999999999,-961.0000000000008,,-1737.000000000011
2015.05.12,51.99999999998539,-1005.0000000000003,-975.9999999999991,,-1929.000000000014
2015.05.12,50.99999999997884,-1085.9999999999982,-973.999999999997,,-2009.0000000000164
2015.05.13,66.99999999999484,-1352.9999999999932,-971.9999999999951,,-2257.9999999999936
2015.05.13,133.99999999998968,-892.9999999999993,-961.9999999999961,,-1721.000000000006
2015.05.13,141.99999999999767,-691.9999999999926,-959.9999999999942,,-1509.999999999989
2015.05.13,142.99999999998204,-708.999999999993,-922.0000000000006,,-1488.0000000000114
2015.05.13,147.99999999999258,-703.9999999999935,-920.9999999999941,,-1476.999999999995
2015.05.13,152.99999999998093,-613.9999999999924,-912.9999999999972,,-1374.0000000000086
2015.05.13,136.99999999998712,-523.9999999999911,-912.9999999999972,,-1300.0000000000011
2015.05.13,256.99999999999613,-583.9999999999957,-875.999999999999,,-1202.9999999999986
2015.05.13,151.9999999999966,-629.9999999999973,-895.0000000000014,,-1373.000000000002
2015.05.13,121.99999999999989,-894.9999999999902,-895.9999999999968,,-1668.9999999999873
2015.05.13,185.99999999999727,-916.99999999999,-861.0000000000007,,-1591.9999999999934
2015.05.13,261.0000000000001,-876.9999999999944,-835.9999999999923,,-1451.9999999999866
2015.05.13,339.0000000000004,-686.9999999999932,-825.9999999999934,,-1173.9999999999861
2015.05.13,370.999999999988,-733.9999999999902,-803.9999999999936,,-1166.999999999996
2015.05.13,371.99999999999454,-708.999999999993,-815.9999999999945,,-1152.999999999993
2015.05.13,469.99999999999267,-669.9999999999928,-785.0000000000024,,-985.0000000000025
2015.05.13,428.9999999999905,-650.9999999999905,-807.0000000000022,,-1029.000000000002
2015.05.13,358.9999999999982,-698.9999999999941,-829.0000000000019,,-1168.9999999999977
2015.05.13,230.9999999999812,-693.9999999999947,-898.9999999999942,,-1362.0000000000077
2015.05.13,451.99999999998573,-601.9999999999915,-717.9999999999964,,-868.000000000002
2015.05.13,363.9999999999866,-625.9999999999932,-819.9999999999985,,-1082.000000000005
2015.05.13,366.999999999984,-463.9999999999977,-874.9999999999925,,-972.0000000000061
2015.05.13,194.99999999998963,-359.99999999999363,-973.0000000000016,,-1138.0000000000057
2015.05.13,192.99999999999872,-344.99999999999534,-1193.999999999995,,-1345.9999999999916
2015.05.13,18.999999999991246,-325.99999999999295,-1263.9999999999984,,-1571.0
2015.05.13,223.99999999997976,-208.99999999999253,-1135.9999999999925,,-1121.0000000000052
2015.05.13,113.99999999999189,-193.99999999999417,-868.000000000002,,-948.0000000000043
2015.05.13,185.99999999999727,-182.99999999999983,-923.9999999999915,,-920.9999999999941
2015.05.13,188.9999999999947,-139.99999999999568,-951.0000000000018,,-902.0000000000027
2015.05.13,291.9999999999812,-91.99999999999208,-785.0000000000024,,-585.0000000000133
2015.05.13,183.99999999998417,-59.99999999999339,-776.9999999999943,,-653.0000000000035
2015.05.13,597.9999999999874,-21.999999999999797,-662.9999999999914,,-87.00000000000375
2015.05.13,1033.9999999999793,239.0000000000003,-478.0000000000006,,794.9999999999789
2015.05.13,1074.9999999999816,154.0000000000097,-405.9999999999952,,822.9999999999961
2015.05.13,1301.999999999981,260.00000000000466,-346.9999999999973,,1214.9999999999882
2015.05.13,1292.9999999999886,197.00000000000273,-352.9999999999922,,1136.999999999999
2015.05.13,1445.9999999999918,197.00000000000273,-332.99999999999443,,1310.0
2015.05.13,1561.9999999999968,252.0000000000078,-320.9999999999935,,1493.000000000011
2015.05.13,1632.9999999999955,265.0000000000041,-326.9999999999995,,1571.0
2015.05.13,1569.9999999999825,220.00000000000907,-332.99999999999443,,1456.9999999999973
2015.05.13,1613.999999999982,257.0000000000072,-312.9999999999966,,1557.9999999999927
2015.05.13,1561.9999999999968,240.00000000000688,-342.9999999999933,,1459.0000000000105
2015.05.13,1501.9999999999811,221.99999999999997,-383.0,,1340.9999999999811
2015.05.13,1502.9999999999877,162.0000000000066,-376.99999999999403,,1288.0000000000002
2015.05.13,1454.999999999984,143.9999999999997,-395.99999999999636,,1202.9999999999875
2015.05.13,1393.999999999984,129.00000000000134,-431.99999999999903,,1090.9999999999864
2015.05.13,1401.999999999992,203.00000000000873,-429.0000000000016,,1175.999999999999
2015.05.13,1459.9999999999945,232.00000000000998,-392.9999999999989,,1299.0000000000057
2015.05.14,1471.0,223.00000000000654,-417.0000000000007,,1277.000000000006
2015.05.14,1483.9999999999964,282.0000000000045,-404.99999999999983,,1361.0000000000011
2015.05.14,1476.999999999995,390.0000000000015,-398.9999999999938,,1468.0000000000025
2015.05.14,1516.9999999999907,590.0000000000016,-383.99999999999545,,1722.9999999999968
2015.05.14,1457.9999999999816,776.00000000001,-398.9999999999938,,1834.999999999998
2015.05.14,1437.9999999999836,728.0000000000064,-400.9999999999958,,1764.999999999994
2015.05.14,1441.9999999999877,697.0000000000032,-398.9999999999938,,1739.999999999997
2015.05.14,1401.999999999992,751.0000000000017,-403.99999999999324,,1749.0000000000005
2015.05.14,1474.9999999999818,887.0000000000044,-391.9999999999924,,1969.999999999994
2015.05.14,1494.9999999999798,889.0000000000065,-404.99999999999983,,1978.9999999999866
2015.05.14,1573.9999999999866,858.0000000000032,-361.0000000000002,,2070.99999999999
2015.05.14,1455.9999999999907,741.0000000000027,-405.9999999999952,,1790.9999999999984
2015.05.14,1455.9999999999907,734.0000000000014,-392.9999999999989,,1796.999999999993
2015.05.14,1540.9999999999923,745.0000000000068,-385.99999999999744,,1900.0000000000016
2015.05.14,1636.9999999999995,800.0000000000007,-347.9999999999928,,2089.0000000000073
2015.05.14,1645.9999999999918,772.000000000006,-371.99999999999454,,2046.0000000000032
2015.05.14,1596.9999999999818,759.0000000000097,-351.0000000000013,,2004.99999999999
2015.05.14,1595.9999999999975,715.0000000000101,-348.9999999999993,,1962.0000000000084
2015.05.14,1623.999999999981,696.0000000000077,-329.999999999997,,1989.9999999999916
2015.05.14,1720.9999999999948,793.0000000000103,-281.99999999999335,,2232.000000000012
2015.05.14,2014.999999999989,735.0000000000078,-151.00000000000114,,2598.9999999999955
2015.05.14,1743.99999999999,394.00000000000546,-271.9999999999945,,1866.000000000001
2015.05.14,1782.999999999979,319.0000000000026,-274.9999999999919,,1826.99999999999
2015.05.14,1894.99999999998,274.00000000000756,-229.00000000000142,,1939.9999999999864
2015.05.14,1979.9999999999818,357.00000000000733,-215.99999999999397,,2120.999999999995
2015.05.14,2054.9999999999845,330.0000000000081,-221.99999999999997,,2162.9999999999927
2015.05.14,2102.999999999988,422.00000000000017,-200.00000000000017,,2324.999999999988
2015.05.14,2202.9999999999995,345.0000000000064,-135.99999999999167,,2412.000000000014
2015.05.14,2155.99999999998,363.0000000000022,-261.99999999999557,,2256.999999999987
2015.05.14,2050.9999999999804,506.0000000000064,-276.9999999999939,,2279.9999999999927
2015.05.14,1962.9999999999814,530.0000000000082,-307.0000000000017,,2185.9999999999877
2015.05.14,1952.9999999999825,471.0000000000103,-274.9999999999919,,2149.000000000001
2015.05.14,1932.0000000000005,687.0000000000043,-291.99999999999227,,2327.0000000000123
2015.05.14,1892.999999999989,797.0000000000033,-381.99999999999346,,2307.9999999999986
2015.05.14,1862.9999999999925,577.0000000000052,-327.99999999999494,,2112.0000000000027
2015.05.14,1657.9999999999818,574.0000000000078,-366.9999999999951,,1864.9999999999945
2015.05.14,1427.9999999999848,402.00000000000233,-448.9999999999994,,1380.9999999999877
2015.05.14,1455.9999999999907,357.00000000000733,-439.0000000000005,,1373.9999999999975
2015.05.14,1615.9999999999952,376.00000000000966,-415.99999999999415,,1576.000000000011
2015.05.14,1716.9999999999907,451.0000000000014,-330.9999999999924,,1837.0
2015.05.14,1660.999999999979,393.00000000001,-334.00000000000097,,1719.9999999999882
2015.05.14,1732.0000000000002,404.99999999999983,-304.9999999999997,,1832.0000000000002
2015.05.14,1764.9999999999943,349.0000000000104,-288.9999999999948,,1825.0000000000098
2015.05.14,1905.9999999999854,343.00000000000443,-234.99999999999633,,2013.9999999999936
2015.05.14,1950.9999999999916,409.0000000000038,-239.99999999999577,,2119.9999999999995
2015.05.14,1995.9999999999977,436.00000000000307,-224.9999999999974,,2207.0000000000036
2015.05.14,2040.9999999999818,477.0000000000052,-198.99999999999363,,2318.999999999993
2015.05.14,2051.9999999999873,394.00000000000546,-187.9999999999993,,2257.9999999999936
2015.05.15,2074.9999999999823,389.000000000006,-202.9999999999976,,2260.9999999999905
2015.05.15,2005.9999999999966,363.0000000000022,-217.0000000000005,,2151.999999999998
2015.05.15,2042.9999999999948,383.0,-202.9999999999976,,2222.999999999997
2015.05.15,2017.9999999999864,388.0000000000106,-222.99999999999542,,2183.0000000000014
2015.05.15,1979.9999999999818,337.0000000000095,-234.00000000000088,,2082.9999999999905
2015.05.15,1973.9999999999868,312.00000000000114,-241.00000000000233,,2044.999999999986
2015.05.15,2005.9999999999966,335.0000000000075,-208.99999999999253,,2132.0000000000114
2015.05.15,1954.9999999999957,-1.999999999990898,-209.9999999999991,,1743.0000000000057
2015.05.15,1926.9999999999898,1.0000000000065512,-204.99999999999963,,1722.9999999999968
2015.05.15,1934.9999999999977,50.0000000000056,-217.0000000000005,,1768.000000000003
2015.05.15,2056.9999999999977,182.00000000000438,-163.00000000000205,,2076.0
2015.05.15,2025.9999999999945,130.0000000000079,-187.9999999999993,,1968.000000000003
2015.05.15,2024.999999999988,149.00000000001023,-202.0000000000022,,1971.999999999996
2015.05.15,2030.9999999999827,160.00000000000458,-195.9999999999962,,1994.9999999999911
2015.05.15,2054.9999999999845,166.00000000001057,-178.00000000000037,,2042.9999999999945
2015.05.15,2063.999999999999,179.00000000000693,-169.99999999999238,,2073.0000000000136
2015.05.15,1993.9999999999848,49.00000000001015,-203.99999999999307,,1839.0000000000018
2015.05.15,1793.9999999999845,-33.9999999999896,-307.99999999999716,,1451.9999999999977
2015.05.15,1705.9999999999852,-14.999999999998348,-413.99999999999216,,1276.9999999999945
2015.05.15,1727.9999999999961,60.00000000000449,-407.0000000000018,,1380.9999999999989
2015.05.15,1803.9999999999834,30.000000000007798,-234.99999999999633,,1598.9999999999948
2015.05.15,1751.999999999998,-1.999999999990898,-282.99999999999994,,1467.000000000007
2015.05.15,1763.9999999999877,-7.9999999999968985,-325.99999999999295,,1429.999999999998
2015.05.15,1514.9999999999998,-82.99999999999974,-383.0,,1049.0
2015.05.15,1451.9999999999866,-128.99999999999022,-379.9999999999915,,943.0000000000049
2015.05.15,1483.9999999999964,-127.99999999999478,-366.9999999999951,,989.0000000000065
2015.05.15,1493.9999999999952,-154.99999999999403,-343.9999999999999,,995.0000000000013
2015.05.15,1511.99999999998,-179.99999999999127,-300.0000000000003,,1031.9999999999884
2015.05.15,1495.9999999999861,-182.99999999999983,-282.99999999999994,,1029.9999999999864
2015.05.15,1277.999999999979,-181.9999999999933,-363.99999999999767,,731.9999999999882
2015.05.15,1232.9999999999952,-217.99999999999596,-398.9999999999938,,616.0000000000055
2015.05.15,1235.9999999999927,-235.99999999999176,-427.99999999999505,,572.0000000000059
