date,USDCHF,GBPUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,CHFJPY,CADCHF,GBPJPY,GBPAUD,EURCAD,EURAUD,CADJPY,empty,sum
2018.11.19,-29.000000000001247,35.00000000000725,75.00000000000284,-26.999999999999247,-3.999999999992898,-17.000000000000348,153.0000000000058,20.999999999993246,183.9999999999975,129.00000000000134,53.999999999998494,84.99999999997954,-45.000000000001705,,613.9999999999906
2018.11.19,-53.00000000000304,4.000000000004,39.00000000000148,-4.999999999988347,-19.00000000000235,-17.000000000000348,99.99999999999432,-41.9999999999976,60.99999999997863,131.99999999999878,31.000000000003247,129.99999999998568,-36.99999999999193,,323.9999999999825
2018.11.19,-53.999999999998494,90.00000000001229,-108.99999999999466,114.99999999999844,104.00000000000409,-103.00000000000864,22.999999999996135,-117.00000000000044,-27.000000000015234,-55.000000000005045,-75.00000000000284,-95.00000000000064,-9.999999999990905,,-313.00000000000597
2018.11.19,-30.000000000007798,23.00000000001745,-40.99999999999682,62.000000000006494,33.000000000005244,-1.999999999990898,120.00000000000455,-67.00000000000594,-11.000000000024102,28.000000000005798,-83.9999999999952,-12.000000000012001,-27.000000000001023,,-7.9999999999942375
2018.11.19,-42.0000000000087,39.00000000001125,18.000000000000682,0.0,48.99999999999905,-38.99999999998904,170.99999999999227,-40.00000000000669,79.99999999998408,15.00000000000945,-48.000000000003595,-80.00000000001339,-33.00000000000125,,89.99999999997411
2018.11.19,-53.999999999998494,29.999999999996696,-45.000000000001705,-69.00000000000794,53.999999999998494,-41.000000000002146,93.00000000000352,-9.00000000000345,-10.000000000019327,-15.999999999993797,22.0000000000109,-103.00000000000864,60.000000000002274,,-88.00000000002359
2018.11.19,-63.00000000000195,33.00000000001635,-52.99999999999727,-32.999999999994145,77.00000000000485,-55.99999999998939,75.00000000000284,-38.0000000000047,-19.000000000005457,-65.00000000000395,16.000000000016,-114.0000000000141,40.99999999999682,,-198.99999999997408
2018.11.19,-63.00000000000195,49.00000000001015,-70.99999999999795,-24.000000000001798,92.99999999999864,-70.99999999999883,57.00000000000216,-41.9999999999976,-28.00000000002001,-80.99999999999774,-14.999999999987246,-167.00000000000603,49.99999999999716,,-313.000000000001
2018.11.19,-65.00000000000395,26.0000000000149,-99.99999999999432,-41.99999999998649,58.99999999999794,-49.99999999999449,27.000000000001023,-33.000000000005244,-86.00000000001273,-28.999999999990145,-7.999999999985796,-113.00000000000753,85.00000000000796,,-328.99999999995896
2018.11.19,-70.0000000000034,35.00000000000725,-81.99999999999363,-80.99999999999774,31.999999999998696,-69.00000000000794,36.000000000001364,-17.000000000000348,-52.00000000002092,48.000000000003595,7.0000000000014495,-83.00000000001084,94.0000000000083,,-202.00000000001415
2018.11.19,-75.9999999999983,60.99999999999994,-114.00000000000432,-79.00000000000685,4.999999999999449,-104.99999999999955,-4.0000000000048885,-21.999999999999797,-64.00000000002137,151.9999999999966,8.000000000008,-21.00000000000435,118.99999999999977,,-140.00000000003558
2018.11.19,-103.00000000000864,48.000000000003595,-40.99999999999682,-99.00000000000463,-24.999999999997247,-123.99999999999079,43.99999999999693,-29.000000000001247,14.999999999986358,202.9999999999976,-5.999999999994898,2.999999999997449,75.00000000000284,,-39.00000000000949
2018.11.19,-104.99999999999955,-17.999999999984695,-19.000000000005457,-82.99999999998863,-70.99999999999883,-58.99999999998684,60.000000000002274,-41.9999999999976,-32.00000000001069,225.00000000000853,-95.00000000000064,27.999999999983594,48.00000000000182,,-162.99999999997667
