date,USDCAD,EURCAD,empty,sum
2016.01.18,-157.00000000000713,-42.0000000000087,,-199.00000000001583
2016.01.18,56.99999999999594,185.99999999999727,,242.9999999999932
2016.01.18,79.99999999999119,211.00000000000563,,290.9999999999968
2016.01.18,66.99999999999484,190.00000000000128,,256.99999999999613
2016.01.18,97.9999999999981,195.9999999999962,,293.9999999999943
2016.01.18,87.99999999999919,177.00000000000495,,265.00000000000415
2016.01.18,158.99999999999804,407.0000000000018,,565.9999999999999
2016.01.18,377.9999999999894,702.9999999999869,,1080.9999999999764
2016.01.18,436.9999999999985,855.9999999999901,,1292.9999999999886
2016.01.18,481.99999999998244,814.0000000000036,,1295.9999999999861
2016.01.18,651.9999999999859,1143.0000000000052,,1794.9999999999911
2016.01.18,695.9999999999856,1245.9999999999916,,1941.9999999999773
2016.01.18,732.9999999999836,1286.9999999999936,,2019.9999999999773
2016.01.18,687.9999999999998,1231.9999999999886,,1919.9999999999884
2016.01.18,702.9999999999869,1239.9999999999966,,1942.9999999999836
2016.01.18,559.9999999999827,1099.9999999999898,,1659.9999999999725
2016.01.18,434.9999999999854,852.9999999999926,,1287.999999999978
2016.01.18,397.0000000000029,875.999999999988,,1272.999999999991
2016.01.18,437.99999999998283,1100.9999999999964,,1538.999999999979
2016.01.18,323.99999999999096,919.0000000000032,,1242.999999999994
2016.01.18,456.9999999999963,1035.0000000000082,,1492.0000000000045
2016.01.18,720.9999999999939,1320.9999999999943,,2041.9999999999882
2016.01.18,674.9999999999811,1190.9999999999866,,1865.9999999999677
2016.01.18,638.9999999999895,981.999999999994,,1620.9999999999836
2016.01.18,630.9999999999816,1072.0000000000064,,1702.999999999988
2016.01.18,729.9999999999862,1312.9999999999864,,2042.9999999999727
2016.01.18,829.9999999999974,1378.9999999999968,,2208.999999999994
2016.01.18,812.999999999997,1292.0000000000043,,2105.0000000000014
2016.01.18,829.9999999999974,1424.9999999999875,,2254.999999999985
2016.01.18,820.9999999999828,1397.9999999999882,,2218.999999999971
2016.01.18,820.9999999999828,1368.999999999998,,2189.999999999981
2016.01.18,664.9999999999823,1194.0000000000061,,1858.9999999999884
2016.01.18,564.9999999999933,1095.0000000000016,,1659.999999999995
2016.01.18,645.999999999991,1144.999999999996,,1790.9999999999868
2016.01.18,644.0000000000001,1188.9999999999957,,1832.999999999996
2016.01.18,705.0000000000001,1442.9999999999943,,2147.9999999999945
2016.01.18,664.9999999999823,1337.9999999999948,,2002.999999999977
2016.01.18,642.9999999999936,1314.9999999999995,,1957.9999999999932
2016.01.18,725.9999999999823,1346.0000000000027,,2071.999999999985
2016.01.18,513.9999999999923,1056.9999999999968,,1570.999999999989
2016.01.18,383.0,887.9999999999999,,1271.0
2016.01.18,381.99999999999346,914.9999999999991,,1296.9999999999925
2016.01.18,380.9999999999869,885.9999999999868,,1266.9999999999736
2016.01.18,385.99999999999744,910.9999999999951,,1296.9999999999925
2016.01.18,350.9999999999902,825.9999999999934,,1176.9999999999836
2016.01.18,66.99999999999484,540.0000000000072,,607.000000000002
2016.01.18,281.99999999998226,754.9999999999945,,1036.9999999999768
2016.01.18,283.99999999999534,795.9999999999967,,1079.999999999992
2016.01.19,329.00000000000153,899.9999999999897,,1228.9999999999911
2016.01.19,307.99999999999716,902.0000000000028,,1210.0
2016.01.19,402.9999999999978,987.9999999999889,,1390.9999999999866
2016.01.19,437.99999999998283,994.000000000006,,1431.9999999999889
2016.01.19,354.9999999999942,905.0000000000002,,1259.9999999999945
2016.01.19,535.9999999999809,1214.0000000000039,,1749.9999999999848
2016.01.19,536.9999999999875,1167.0000000000068,,1703.9999999999943
2016.01.19,597.9999999999874,1202.9999999999984,,1800.999999999986
2016.01.19,412.9999999999967,900.9999999999962,,1313.999999999993
2016.01.19,434.000000000001,841.9999999999872,,1275.9999999999882
2016.01.19,537.9999999999941,956.0000000000013,,1493.9999999999955
2016.01.19,634.0000000000013,1200.0000000000011,,1834.0000000000023
2016.01.19,720.9999999999939,1354.999999999995,,2075.999999999989
2016.01.19,824.0000000000025,1488.0000000000005,,2312.0000000000027
2016.01.19,874.9999999999814,1546.000000000003,,2420.9999999999845
2016.01.19,993.9999999999837,1749.0000000000005,,2742.999999999984
2016.01.19,1086.9999999999936,1807.000000000003,,2893.9999999999964
2016.01.19,1082.9999999999895,1915.0,,2997.9999999999895
2016.01.19,1234.9999999999861,2159.0,,3393.9999999999864
2016.01.19,1234.0000000000018,2173.0000000000027,,3407.0000000000045
2016.01.19,1288.0000000000002,2117.9999999999977,,3405.999999999998
