date,USDCAD,EURCAD,empty,sum
2016.01.18,56.99999999999594,191.00000000000784,,248.00000000000378
2016.01.18,243.99999999999977,543.999999999989,,787.9999999999887
2016.01.18,83.9999999999952,214.00000000000307,,297.9999999999983
2016.01.18,100.99999999999554,253.99999999999866,,354.9999999999942
2016.01.18,146.00000000000168,245.99999999999068,,391.9999999999924
2016.01.18,195.9999999999962,441.99999999998687,,637.9999999999831
2016.01.18,478.0000000000006,846.9999999999977,,1324.9999999999984
2016.01.18,604.9999999999889,1099.0000000000055,,1703.9999999999943
2016.01.18,524.9999999999977,926.0000000000045,,1451.0000000000023
2016.01.18,737.9999999999942,1290.9999999999977,,2028.9999999999918
2016.01.18,695.9999999999856,1245.9999999999916,,1941.9999999999773
2016.01.18,737.9999999999942,1300.9999999999966,,2038.999999999991
2016.01.18,809.9999999999997,1405.9999999999961,,2215.999999999996
2016.01.18,705.0000000000001,1239.9999999999966,,1944.9999999999968
2016.01.18,773.0000000000015,1380.9999999999877,,2153.999999999989
2016.01.18,612.9999999999969,1133.9999999999907,,1746.9999999999877
2016.01.18,512.9999999999857,1056.9999999999968,,1569.9999999999825
2016.01.18,502.9999999999868,1102.000000000003,,1604.9999999999898
2016.01.18,489.99999999999045,1151.9999999999975,,1641.999999999988
2016.01.18,495.99999999998533,1061.000000000001,,1556.9999999999864
2016.01.18,967.9999999999911,1807.000000000003,,2774.999999999994
2016.01.18,813.9999999999814,1453.9999999999998,,2267.999999999981
2016.01.18,712.9999999999859,1261.000000000001,,1973.9999999999868
2016.01.18,775.9999999999989,1265.9999999999893,,2041.9999999999882
2016.01.18,775.9999999999989,1384.9999999999918,,2160.999999999991
2016.01.18,1015.9999999999947,1665.0000000000055,,2681.0
2016.01.18,858.9999999999875,1402.9999999999986,,2261.9999999999864
2016.01.18,936.9999999999878,1533.0000000000066,,2469.9999999999945
2016.01.18,834.9999999999858,1431.0000000000045,,2265.9999999999905
2016.01.18,946.0000000000024,1502.9999999999877,,2448.99999999999
2016.01.18,854.9999999999835,1439.9999999999968,,2294.9999999999804
2016.01.18,744.9999999999957,1319.999999999988,,2064.9999999999836
2016.01.18,669.9999999999928,1183.0000000000007,,1852.9999999999936
2016.01.18,695.0000000000011,1197.0000000000036,,1892.0000000000048
2016.01.18,878.9999999999853,1492.9999999999889,,2371.999999999974
2016.01.18,769.9999999999818,1646.9999999999984,,2416.99999999998
2016.01.18,686.9999999999932,1390.0000000000023,,2076.9999999999955
2016.01.18,831.9999999999883,1540.000000000008,,2371.9999999999964
2016.01.18,726.9999999999887,1366.0000000000005,,2092.999999999989
2016.01.18,548.9999999999995,1139.0000000000011,,1688.0000000000007
2016.01.18,403.99999999998215,919.0000000000032,,1322.9999999999854
2016.01.18,502.00000000000244,1017.0000000000013,,1519.0000000000036
2016.01.18,417.0000000000007,940.9999999999918,,1357.9999999999925
2016.01.18,385.99999999999744,961.9999999999961,,1347.9999999999936
2016.01.18,363.9999999999866,841.0000000000028,,1204.9999999999895
2016.01.18,332.9999999999833,794.9999999999901,,1127.9999999999734
