date,USDCHF,GBPUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,CHFJPY,CADCHF,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURAUD,CADJPY,NZDJPY,empty,sum
2018.11.19,-68.00000000000139,-14.000000000002899,-16.000000000005343,-38.99999999998904,-48.99999999999905,-113.00000000000753,-1.9999999999953388,-14.999999999998348,0.0,0.0,-55.000000000005045,0.0,-9.000000000014552,-63.00000000000239,-125.99999999999056,,-569.0000000000115
2018.11.19,-80.00000000000229,-72.99999999998974,36.000000000001364,-28.999999999990145,-19.00000000000235,-82.00000000000429,61.99999999999761,-48.000000000003595,-30.000000000001137,-105.99999999998388,-21.999999999988695,29.00000000001235,42.999999999993044,-52.99999999999727,-125.0,,-496.9999999999591
2018.11.19,-73.00000000000084,-12.999999999996348,-114.00000000000432,-7.0000000000014495,-19.00000000000235,-116.00000000000499,10.000000000005116,-129.00000000000134,-56.000000000011596,-68.00000000000139,-103.99999999999298,-86.99999999999264,-111.00000000001664,-55.999999999997385,-68.9999999999884,,-1012.0000000000074
2018.11.19,-91.00000000000774,2.0000000000131024,-159.00000000000603,29.999999999996696,-7.0000000000014495,-103.00000000000864,-28.999999999996362,-118.00000000000699,-134.00000000001455,-72.99999999998974,-63.99999999999739,-173.00000000000094,-132.00000000002098,-36.000000000001364,-28.999999999996362,,-1116.0000000000389
2018.11.19,-68.00000000000139,-18.999999999991246,-49.000000000006594,-43.999999999999595,23.00000000000635,-65.99999999998829,105.00000000000398,-75.9999999999983,-29.000000000024784,-69.9999999999923,-92.99999999998754,-136.99999999998712,-115.00000000002063,-66.0000000000025,-39.99999999999204,,-743.999999999982
2018.11.19,-80.99999999999774,-70.99999999999883,-57.00000000000216,-78.00000000000028,26.999999999999247,-49.99999999999449,69.99999999999318,-50.0000000000056,-109.00000000000887,-9.999999999998899,-121.99999999999989,-75.00000000000284,-119.00000000000244,-33.999999999991815,-41.99999999998738,,-800.9999999999987
2018.11.19,-77.00000000000485,-5.999999999994898,-93.00000000000352,-112.000000000001,-7.9999999999968985,-76.99999999999375,37.9999999999967,-39.00000000000014,-74.00000000001228,68.00000000000139,-106.99999999999044,2.999999999997449,-152.0000000000188,28.999999999996362,-48.99999999999238,,-656.000000000017
2018.11.19,-92.00000000000318,5.000000000010552,-108.99999999999466,-68.00000000000139,43.999999999999595,-89.00000000000574,13.999999999995794,-60.99999999999994,-90.00000000000341,60.99999999999994,-106.99999999999044,-41.000000000002146,-189.00000000001694,8.000000000009777,-57.999999999992724,,-771.9999999999949
2018.11.19,-77.00000000000485,25.00000000000835,-135.99999999999568,-58.000000000002494,55.000000000005045,-80.99999999999774,3.0000000000001137,-52.000000000007596,-115.0000000000091,73.00000000001194,-116.99999999998934,-45.99999999999049,-207.00000000000162,37.9999999999967,-24.999999999991473,,-719.9999999999682
2018.11.19,-73.00000000000084,-14.000000000002899,-115.99999999999966,-96.99999999999153,23.00000000000635,-72.0000000000054,3.0000000000001137,-36.0000000000027,-148.00000000002456,66.00000000001049,-25.00000000000835,-14.999999999987246,-115.00000000002063,78.00000000000296,40.00000000000625,,-501.00000000001774
