date,EURNZD,AUDCAD,empty,sum
2018.05.14,-401.99999999999125,64.0000000000085,,-337.9999999999827
2018.05.14,-333.9999999999899,158.0000000000026,,-175.9999999999873
2018.05.14,-306.9999999999906,187.00000000000384,,-119.99999999998678
2018.05.14,-356.00000000000074,178.00000000000037,,-178.00000000000037
2018.05.14,-297.9999999999983,196.00000000000728,,-101.99999999999102
2018.05.14,-285.00000000000193,186.00000000000838,,-98.99999999999355
2018.05.14,-293.99999999999426,236.00000000000287,,-57.99999999999139
2018.05.14,-304.9999999999997,294.00000000000534,,-10.999999999994373
2018.05.14,-347.9999999999928,289.0000000000059,,-58.99999999998687
2018.05.14,-360.9999999999891,289.0000000000059,,-71.99999999998317
2018.05.14,-520.0000000000093,247.00000000000833,,-273.000000000001
2018.05.14,-503.000000000009,309.99999999999915,,-193.00000000000983
2018.05.14,-503.99999999999335,289.0000000000059,,-214.99999999998744
2018.05.14,-513.0000000000078,285.00000000000193,,-228.0000000000059
2018.05.14,-443.99999999999994,256.0000000000007,,-187.99999999999926
2018.05.14,-483.99999999999557,248.00000000000378,,-235.9999999999918
2018.05.14,-723.9999999999914,208.00000000000819,,-515.9999999999832
2018.05.14,-814.0000000000036,192.00000000000327,,-622.0000000000003
2018.05.14,-873.999999999997,152.00000000000767,,-721.9999999999893
2018.05.14,-886.000000000009,187.00000000000384,,-699.0000000000051
2018.05.14,-913.9999999999926,163.00000000000205,,-750.9999999999906
2018.05.14,-970.0000000000042,163.00000000000205,,-807.0000000000022
2018.05.14,-987.9999999999889,100.00000000000009,,-887.9999999999887
2018.05.14,-1153.9999999999884,92.00000000000318,,-1061.9999999999852
2018.05.14,-1102.000000000003,109.99999999999899,,-992.000000000004
2018.05.14,-1017.0000000000013,65.99999999999939,,-951.0000000000018
2018.05.14,-1194.9999999999905,70.0000000000034,,-1124.999999999987
2018.05.14,-1144.999999999996,93.00000000000975,,-1051.9999999999861
2018.05.14,-1242.0000000000098,65.99999999999939,,-1176.0000000000105
2018.05.14,-1154.999999999995,91.00000000000774,,-1063.9999999999873
2018.05.14,-1268.0000000000025,136.00000000000279,,-1131.9999999999998
2018.05.14,-1408.0000000000093,113.00000000000753,,-1295.0000000000018
2018.05.14,-1373.000000000002,114.00000000000298,,-1258.999999999999
2018.05.14,-1503.9999999999943,111.00000000000554,,-1392.9999999999889
2018.05.14,-1334.9999999999973,112.000000000001,,-1222.9999999999964
2018.05.14,-1293.9999999999952,129.00000000000134,,-1164.9999999999939
2018.05.14,-1465.9999999999895,54.00000000000959,,-1411.99999999998
