date,EURNZD,AUDCAD,empty,sum
2018.05.14,-490.999999999997,-54.999999999993946,,-545.9999999999909
2018.05.14,-465.0000000000043,52.000000000007596,,-412.9999999999967
2018.05.14,-358.9999999999982,130.0000000000079,,-228.99999999999028
2018.05.14,-387.99999999998835,145.00000000000622,,-242.99999999998212
2018.05.14,-391.000000000008,165.00000000000404,,-226.00000000000398
2018.05.14,-333.9999999999899,173.00000000000094,,-160.99999999998894
2018.05.14,-331.999999999999,184.00000000000637,,-147.9999999999926
2018.05.14,-374.0000000000077,231.99999999999886,,-142.0000000000088
2018.05.14,-401.99999999999125,253.0000000000032,,-148.99999999998803
2018.05.14,-459.99999999999375,246.00000000000176,,-213.99999999999199
2018.05.14,-534.9999999999966,229.00000000000142,,-305.99999999999517
2018.05.14,-547.999999999993,240.00000000000688,,-307.9999999999861
2018.05.14,-534.9999999999966,280.00000000000244,,-254.99999999999415
2018.05.14,-520.9999999999936,273.000000000001,,-247.9999999999926
2018.05.14,-531.9999999999991,242.00000000000887,,-289.9999999999902
2018.05.14,-486.999999999993,243.00000000000432,,-243.9999999999887
2018.05.14,-783.0000000000003,195.00000000000074,,-587.9999999999995
2018.05.14,-832.9999999999949,178.00000000000037,,-654.9999999999945
2018.05.14,-997.9999999999878,139.00000000000023,,-858.9999999999876
2018.05.14,-939.0000000000009,147.00000000000824,,-791.9999999999927
2018.05.14,-953.9999999999882,143.9999999999997,,-809.9999999999885
2018.05.14,-1069.9999999999932,126.99999999999933,,-942.9999999999939
2018.05.14,-1083.9999999999961,91.00000000000774,,-992.9999999999884
2018.05.14,-1167.0000000000068,60.99999999999994,,-1106.0000000000068
2018.05.14,-1191.0000000000086,90.0000000000012,,-1101.0000000000075
2018.05.14,-1116.9999999999902,50.0000000000056,,-1066.9999999999845
2018.05.14,-1211.0000000000066,31.000000000003247,,-1180.0000000000034
2018.05.14,-1275.0000000000039,42.0000000000087,,-1232.9999999999952
2018.05.14,-1302.0000000000032,43.00000000000415,,-1258.999999999999
2018.05.14,-1282.9999999999898,36.0000000000027,,-1246.999999999987
2018.05.14,-1275.0000000000039,77.00000000000485,,-1197.999999999999
2018.05.14,-1479.0000000000082,92.00000000000318,,-1387.000000000005
2018.05.14,-1465.0000000000052,59.000000000009045,,-1405.9999999999961
2018.05.14,-1522.0000000000011,74.00000000000739,,-1447.9999999999936
2018.05.14,-1524.9999999999986,50.0000000000056,,-1474.999999999993
2018.05.14,-1417.0000000000016,69.00000000000794,,-1347.9999999999936
2018.05.14,-1505.0000000000007,45.000000000006146,,-1459.9999999999945
2018.05.14,-1523.999999999992,36.0000000000027,,-1487.9999999999893
2018.05.14,-1482.0000000000055,60.00000000000449,,-1422.000000000001
2018.05.14,-1513.0000000000089,50.0000000000056,,-1463.0000000000032
2018.05.14,-1502.0000000000034,74.00000000000739,,-1427.999999999996
2018.05.14,-1421.99999999999,14.000000000002899,,-1407.999999999987
2018.05.14,-1395.9999999999973,-6.999999999990347,,-1402.9999999999877
2018.05.14,-1452.0000000000089,4.999999999999449,,-1447.0000000000093
2018.05.14,-1486.9999999999939,19.00000000000235,,-1467.9999999999916
2018.05.14,-1514.9999999999998,26.000000000003798,,-1488.999999999996
2018.05.14,-1476.999999999995,53.00000000000304,,-1423.999999999992
2018.05.14,-1419.999999999999,39.00000000000014,,-1380.9999999999989
2018.05.15,-1296.0000000000082,-51.000000000001044,,-1347.0000000000093
2018.05.15,-1275.0000000000039,-21.999999999999797,,-1297.0000000000036
2018.05.15,-1299.0000000000057,9.00000000000345,,-1290.0000000000023
2018.05.15,-1323.0000000000075,31.000000000003247,,-1292.0000000000043
2018.05.15,-1353.000000000004,12.000000000000899,,-1341.0000000000032
2018.05.15,-1326.000000000005,9.999999999998899,,-1316.0000000000061
2018.05.15,-1419.999999999999,4.000000000004,,-1415.999999999995
2018.05.15,-1434.000000000002,13.00000000000745,,-1420.9999999999945
2018.05.15,-1462.0000000000077,50.0000000000056,,-1412.000000000002
2018.05.15,-1536.9999999999884,2.000000000002,,-1534.9999999999864
2018.05.15,-1513.9999999999932,32.0000000000098,,-1481.9999999999834
2018.05.15,-1500.9999999999968,11.00000000000545,,-1489.9999999999914
2018.05.15,-1425.9999999999939,38.0000000000047,,-1387.999999999989
2018.05.15,-1489.9999999999914,20.0000000000089,,-1469.9999999999825
2018.05.15,-1455.9999999999907,-3.999999999992898,,-1459.9999999999836
2018.05.15,-1692.9999999999889,-98.99999999999353,,-1791.9999999999825
2018.05.15,-1602.9999999999989,-65.99999999999939,,-1668.9999999999982
2018.05.15,-1601.9999999999923,-90.99999999999665,,-1692.9999999999889
2018.05.15,-1604.0000000000055,-112.99999999999643,,-1717.0000000000018
2018.05.15,-1560.9999999999902,-120.99999999999334,,-1681.9999999999836
2018.05.15,-1489.9999999999914,-110.99999999999443,,-1600.999999999986
2018.05.15,-1351.9999999999977,-105.99999999999498,,-1457.9999999999927
2018.05.15,-1248.999999999989,-59.99999999999339,,-1308.9999999999825
2018.05.15,-1225.0000000000093,-29.999999999996696,,-1255.000000000006
2018.05.15,-1184.9999999999916,-17.999999999995797,,-1202.9999999999875
2018.05.15,-1139.0000000000011,1.0000000000065512,,-1137.9999999999945
2018.05.15,-1160.9999999999898,-53.999999999998494,,-1214.9999999999882
2018.05.15,-1276.9999999999948,-84.99999999999064,,-1361.9999999999854
2018.05.15,-1269.000000000009,-189.99999999999017,,-1458.9999999999993
2018.05.15,-1168.9999999999977,-191.99999999999218,,-1360.99999999999
2018.05.15,-1082.0000000000052,-265.99999999999955,,-1348.0000000000048
2018.05.15,-1078.0000000000011,-245.99999999999068,,-1323.9999999999918
2018.05.15,-1229.9999999999977,-153.99999999999858,,-1383.9999999999964
2018.05.15,-1293.9999999999952,-76.99999999999375,,-1370.999999999989
2018.05.15,-1330.9999999999934,-46.999999999997044,,-1377.9999999999905
2018.05.15,-1431.0000000000045,-104.99999999999955,,-1536.000000000004
2018.05.15,-1458.9999999999882,-80.99999999999774,,-1539.999999999986
2018.05.15,-1371.9999999999955,-121.99999999999989,,-1493.9999999999955
2018.05.15,-1453.9999999999998,-129.9999999999968,,-1583.9999999999966
2018.05.15,-1541.9999999999989,-146.99999999999713,,-1688.999999999996
2018.05.15,-1539.0000000000014,-151.9999999999966,,-1690.999999999998
