,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCHF,10,"['EURJPY', 'CHFJPY', 'USDCHF', 'EURUSD', 'EURAUD']",80.0,0.9104,B
1,1,GBPUSD,15,['EURCHF'],80.0,0.20215850649350792,B
2,2,EURUSD,10,"['EURJPY', 'CHFJPY', 'USDCHF', 'EURUSD', 'EURAUD']",80.0,-0.9108,S
3,3,USDJPY,10,"['EURJPY', 'CHFJPY']",100.0,0.664570119047619,B
4,4,USDCAD,15,['EURGBP'],80.0,-0.7487765811965552,S
5,5,AUDUSD,20,"['EURGBP', 'EURJPY']",80.0,0.9846314635038167,B
6,6,NZDUSD,10,['GBPUSD'],80.0,1.0,B
7,7,GBPCHF,15,"['USDCHF', 'EURUSD', 'USDCAD']",100.0,-0.5958106493506673,S
8,8,CADCHF,10,['EURJPY'],80.0,0.99961,B
9,9,NZDCHF,15,['GBPAUD'],80.0,-0.001859337606837606,S
10,10,EURGBP,10,"['EURCHF', 'EURCAD']",80.0,0.88,B
11,11,GBPJPY,20,"['NZDCAD', 'NZDCHF', 'GBPCHF', 'EURNZD', 'AUDCHF']",100.0,0.9001,B
12,12,GBPCAD,20,"['USDCHF', 'EURUSD', 'EURCHF', 'USDCAD']",80.0,-0.9895231349206353,S
13,13,GBPAUD,15,['EURGBP'],80.0,-0.4985115756465676,S
14,14,EURNZD,10,"['USDCHF', 'EURUSD', 'EURAUD', 'EURCAD']",100.0,-0.845,S
15,15,CADJPY,10,"['GBPUSD', 'EURGBP']",100.0,0.9993810714285714,B
16,16,NZDJPY,20,"['GBPUSD', 'GBPCHF', 'GBPCAD', 'GBPJPY', 'EURGBP', 'USDCAD']",100.0,0.9933599999999999,B
17,17,AUDCAD,20,"['EURGBP', 'EURJPY', 'CHFJPY']",100.0,0.49087934056956967,B
18,18,NZDCAD,20,"['GBPAUD', 'USDCAD', 'CADJPY']",100.0,-0.2513722609579993,S
