date,USDCAD,NZDUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURNZD,AUDCAD,empty,sum
2021.04.12,32.0000000000098,-73.00000000000084,24.999999999986144,99.00000000000463,115.0000000000091,54.999999999993946,15.00000000001478,-194.0000000000053,201.99999999999108,129.0000000000191,-702.0000000000026,-40.00000000000669,,-336.99999999998687
2021.04.12,-1.0000000000065512,-88.99999999999464,62.99999999999084,90.99999999999665,1.0000000000047748,-45.000000000006146,-99.99999999999432,-43.999999999999595,351.99999999999676,201.99999999999818,-707.9999999999975,26.999999999999247,,-251.00000000001228
2021.04.12,31.000000000003247,-119.99999999999788,-19.00000000001345,156.00000000000057,-63.00000000000239,46.999999999997044,-216.00000000000819,-205.99999999999508,466.9999999999952,254.99999999999545,-747.9999999999931,-62.000000000006494,,-478.000000000025
2021.04.12,52.99999999999194,-147.99999999999258,-28.000000000005798,151.9999999999966,-104.99999999998977,69.9999999999923,-276.9999999999868,-222.99999999999542,429.99999999999704,290.9999999999968,-665.0000000000044,-99.00000000000463,,-549.0000000000048
2021.04.12,26.999999999999247,-183.99999999999528,-41.000000000002146,165.9999999999995,-95.99999999998943,88.99999999999464,-280.00000000000114,-224.000000000002,404.9999999999887,287.00000000000614,-608.9999999999928,-113.00000000000753,,-573.0000000000022
2021.04.12,59.000000000009045,-154.99999999999403,-87.00000000001484,177.99999999998929,-24.00000000000091,97.9999999999981,-245.00000000000455,-246.00000000001288,451.0000000000014,224.00000000001796,-614.0000000000034,-99.00000000000463,,-460.00000000001944
2021.04.12,79.99999999999119,-90.0000000000012,-14.000000000002899,158.99999999999804,-22.999999999996135,3.999999999992898,-151.00000000001046,-279.00000000000705,584.9999999999911,199.00000000001228,-836.9999999999989,-43.999999999999595,,-411.00000000003064
2021.04.12,65.00000000000395,-95.99999999999609,-117.99999999999588,207.00000000000162,-57.00000000000216,57.99999999999139,-316.0000000000025,-275.000000000003,587.9999999999885,293.00000000000637,-773.0000000000015,-45.000000000006146,,-469.00000000001546
2021.04.12,173.00000000000094,-21.999999999999797,-46.999999999997044,164.99999999999292,0.0,-25.00000000000835,-167.0000000000016,-309.0000000000037,703.9999999999935,183.00000000002115,-879.9999999999919,1.999999999990898,,-223.00000000000296
2021.04.12,205.00000000001074,18.0000000000069,60.99999999999994,131.99999999999878,136.0000000000099,-65.99999999999939,137.00000000000045,-224.000000000002,656.9999999999965,-4.9999999999954525,-941.9999999999984,21.999999999999797,,131.00000000002777
2021.04.12,245.0000000000063,26.999999999999247,78.99999999998464,117.99999999999588,189.00000000000716,-119.00000000000244,224.99999999999432,-246.99999999999721,763.9999999999869,-75.9999999999934,-942.9999999999827,64.99999999999284,,326.9999999999917
2021.04.12,256.99999999999613,-32.999999999994145,83.9999999999952,137.9999999999937,204.00000000000773,-53.00000000000304,241.99999999999022,-268.0000000000016,598.999999999994,-69.99999999999318,-825.9999999999934,-34.000000000000696,,239.9999999999909
