date,USDCAD,NZDUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURNZD,AUDCAD,empty,sum
2021.04.12,-17.000000000000348,-108.99999999999244,-157.00000000000713,0.0,-46.999999999997044,-138.00000000000477,-250.0,-479.0000000000072,0.0,-9.999999999990905,-739.0000000000008,-138.00000000000477,,-2084.0000000000055
2021.04.12,-34.000000000000696,-109.99999999999899,-5.999999999994898,5.999999999994898,-65.99999999998829,-90.0000000000012,-193.9999999999884,-219.00000000001364,133.99999999998968,68.00000000001205,-800.0000000000007,-104.99999999999955,,-1415.9999999999898
2021.04.12,-18.999999999991246,-124.99999999999733,-36.999999999998145,15.999999999993797,-113.99999999999011,-74.00000000000739,-216.00000000000819,-263.99999999999756,330.9999999999924,169.00000000001114,-801.9999999999916,-86.0000000000083,,-1220.9999999999923
2021.04.12,12.999999999996348,-162.99999999999093,-42.0000000000087,140.99999999999113,-123.99999999999523,39.00000000000014,-299.0000000000066,-236.00000000001398,393.99999999998323,224.99999999999432,-800.0000000000007,-102.00000000000209,,-954.000000000053
2021.04.12,0.0,-201.99999999999108,-49.00000000001015,149.9999999999835,-118.99999999999977,42.999999999993044,-299.0000000000066,-253.00000000001432,365.99999999999966,281.0000000000059,-730.9999999999927,-120.00000000000898,,-933.0000000000415
2021.04.12,5.999999999994898,-218.99999999999142,-96.00000000000719,158.99999999999804,-94.99999999999886,87.99999999999919,-286.00000000000136,-277.00000000001614,359.99999999998255,224.00000000001796,-641.999999999987,-148.99999999999915,,-927.0000000000086
2021.04.12,39.999999999995595,-173.00000000000094,-107.00000000001265,149.9999999999835,-71.99999999998852,-13.00000000000745,-278.99999999999636,-302.0000000000023,427.99999999998397,186.00000000000705,-846.9999999999977,-116.00000000000499,,-1105.0000000000407
2021.04.12,22.999999999995246,-131.99999999999878,-117.99999999999588,139.00000000000023,-89.9999999999892,-3.0000000000085514,-320.99999999999795,-307.99999999999716,502.00000000000244,194.00000000001683,-842.9999999999937,-94.00000000000519,,-1050.9999999999718
2021.04.12,59.99999999999339,-100.00000000000009,-117.99999999999588,156.99999999998494,-68.9999999999884,-37.00000000000925,-317.0000000000073,-343.00000000000443,583.0000000000002,171.0000000000207,-905.0000000000002,-48.99999999999905,,-967.0000000000055
2021.04.12,157.00000000000713,-46.999999999997044,-60.99999999999994,95.00000000000064,-18.000000000000682,-104.00000000000409,-186.00000000000705,-327.99999999999494,625.9999999999932,-66.0000000000025,-970.0000000000042,-23.00000000000635,,-925.0000000000159
2021.04.12,204.00000000000418,-7.9999999999968985,48.000000000003595,100.99999999999554,135.00000000000512,-148.0000000000037,133.00000000000978,-260.0000000000158,632.9999999999947,-144.9999999999818,-1045.9999999999914,4.999999999999449,,-347.9999999999774
2021.04.12,229.99999999999687,-32.999999999994145,63.99999999999739,103.99999999999298,180.00000000000682,-119.00000000000244,219.99999999999886,-304.00000000001535,588.9999999999951,-118.99999999999977,-954.9999999999948,-35.00000000000725,,-178.00000000002566
2021.04.12,259.0000000000092,-90.0000000000012,63.99999999999739,129.00000000000134,197.00000000000273,-70.0000000000034,235.00000000001364,-314.00000000001427,529.0000000000017,-155.00000000000114,-844.9999999999847,-82.00000000000429,,-142.99999999998303
2021.04.12,252.99999999999213,-134.0000000000008,41.99999999998649,146.99999999998602,189.99999999999773,-46.00000000000159,195.99999999999795,-321.0000000000157,506.9999999999908,-108.00000000000409,-733.9999999999902,-108.00000000000809,,-116.00000000006936
2021.04.12,259.9999999999936,-135.99999999999167,-15.00000000000945,163.9999999999864,168.00000000000637,-19.00000000000235,106.99999999999932,-380.00000000000256,509.99999999998823,-57.999999999992724,-747.9999999999931,-109.99999999999899,,-257.0000000000168
2021.04.12,269.00000000000813,-115.99999999999389,-32.0000000000098,168.99999999999693,169.00000000001114,-21.999999999999797,104.99999999998977,-368.9999999999971,520.9999999999936,-96.99999999997999,-698.999999999983,-100.00000000000009,,-201.99999999996393
2021.04.12,340.9999999999913,-83.9999999999952,55.99999999998939,161.99999999999548,222.99999999999898,-64.0000000000085,288.0000000000109,-314.99999999999864,432.9999999999945,-109.99999999998522,-807.0000000000022,-97.00000000000264,,25.999999999988148
2021.04.12,330.9999999999924,-105.99999999999498,-58.000000000002494,170.00000000000347,225.9999999999991,-64.0000000000085,139.00000000001,-476.9999999999941,516.9999999999897,-106.99999999999932,-820.9999999999828,-119.00000000000244,,-368.99999999999005
2021.04.12,279.99999999999136,-139.99999999999568,-124.00000000001299,129.99999999998568,139.00000000001,-36.0000000000027,-72.00000000000273,-617.0000000000009,499.9999999999893,-88.99999999999864,-763.9999999999869,-177.00000000000495,,-970.0000000000291
2021.04.12,275.000000000003,-173.9999999999964,-144.99999999999514,97.9999999999981,143.00000000000068,-4.999999999999449,-74.99999999998863,-690.9999999999972,618.9999999999918,-103.999999999985,-631.9999999999882,-217.0000000000005,,-907.9999999999568
