date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.02.05,-5.999999999994898,1.0000000000065512,-19.00000000001345,-100.99999999999909,-58.000000000002494,17.000000000000348,-69.9999999999923,75.00000000000284,1.999999999990898,-10.999999999994348,-38.0000000000047,-0.999999999995449,-121.99999999998568,113.99999999999189,43.999999999999595,-82.99999999999841,-75.00000000000284,-133.00000000000534,-38.000000000010914,-94.0000000000083,-64.99999999999773,89.99999999999008,-173.00000000000094,-29.999999999996696,,-774.0000000000214
2018.02.05,-27.999999999994696,-75.99999999998718,-32.0000000000098,-95.99999999998943,-112.000000000001,-92.00000000000318,-63.99999999999739,93.00000000000352,27.999999999994696,-112.99999999999643,44.99999999999504,50.0000000000056,-27.999999999991587,100.99999999999554,-100.0000000000112,-67.99999999998363,-119.00000000000244,109.00000000000354,3.9999999999906777,22.999999999996135,39.00000000000148,24.999999999997247,-95.00000000000064,-41.000000000002146,,-546.9999999999872
2018.02.05,-80.99999999999774,-95.999999999985,62.99999999999084,86.00000000001273,8.000000000008,-117.00000000000044,-79.00000000000685,45.000000000001705,22.999999999995246,-202.9999999999976,114.99999999999844,124.00000000000189,251.00000000000477,-65.00000000000395,-147.99999999999258,52.99999999999727,-95.00000000000064,276.9999999999939,55.999999999997385,197.9999999999933,185.00000000000227,-106.00000000000608,5.999999999994898,-26.999999999999247,,473.0000000000025
2018.02.05,-104.00000000000409,82.00000000000429,120.99999999999334,142.00000000001012,9.999999999998899,-78.00000000000028,-52.99999999999194,15.000000000000568,34.000000000000696,-184.99999999999073,125.99999999999278,54.00000000000959,127.00000000000955,153.9999999999875,-282.0000000000045,58.9999999999975,-160.00000000000458,343.00000000000443,94.99999999999886,197.00000000000273,216.00000000000819,-66.00000000001049,-0.999999999995449,-76.0000000000094,,770.0000000000075
2018.02.05,-136.99999999999824,121.00000000001555,173.99999999998528,226.0000000000133,87.99999999999919,-6.0000000000060005,-39.999999999995595,-37.9999999999967,14.999999999998348,-144.99999999999514,34.99999999999615,70.0000000000034,211.00000000001273,92.00000000000318,-171.00000000001003,110.00000000001364,-130.0000000000079,140.99999999999113,114.99999999999488,185.99999999999284,150.00000000000568,-33.000000000005244,-90.0000000000012,8.000000000008,,952.0000000000173
2018.02.05,-187.9999999999993,212.00000000001216,235.99999999999176,339.00000000001285,204.00000000000418,146.99999999999713,-48.99999999998794,-91.99999999999875,-14.000000000002899,-43.999999999999595,-20.0000000000089,55.000000000005045,274.0000000000009,38.0000000000047,62.99999999999084,179.00000000000205,-60.99999999999994,-12.000000000012001,119.99999999999034,108.99999999999466,118.00000000000921,65.99999999999939,-134.0000000000008,-49.99999999999449,,1496.0000000000105
2018.02.05,-95.00000000000064,48.000000000003595,140.99999999999113,264.00000000001,129.00000000000134,56.0000000000005,-21.00000000000435,-128.0000000000001,-43.999999999999595,-52.99999999999194,29.999999999996696,91.00000000000774,347.0000000000084,-63.000000000013046,62.99999999999084,188.99999999999295,-36.0000000000138,144.99999999999514,110.99999999999,152.00000000000102,200.00000000000284,13.999999999991797,-34.000000000000696,-110.99999999999443,,1394.9999999999654
2018.02.05,-138.00000000000477,114.99999999999844,194.99999999998963,264.00000000001,218.00000000000708,192.99999999999872,-25.00000000000835,-73.99999999999807,-62.000000000006494,38.0000000000047,-41.000000000002146,89.00000000000574,274.0000000000009,-99.00000000000463,286.99999999999284,129.0000000000191,2.999999999997449,-35.999999999991594,45.99999999999227,-1.0000000000047748,79.9999999999983,113.99999999999189,-109.00000000000354,-134.00000000001188,,1325.999999999971
2018.02.05,-114.00000000000298,68.00000000000139,180.99999999998673,228.00000000000864,197.00000000000273,136.99999999999824,-7.0000000000014495,-63.99999999999295,-69.00000000000794,6.0000000000060005,53.999999999998494,108.00000000000809,276.00000000001046,-131.99999999999878,215.99999999999397,100.99999999999909,-3.0000000000196536,231.0000000000034,32.99999999998704,30.9999999999917,186.9999999999976,58.99999999999794,29.999999999996696,-239.99999999999577,,1513.9999999999688
2018.02.05,-199.00000000000472,178.00000000001148,267.99999999997937,303.0000000000115,218.99999999999142,109.99999999999899,-34.000000000000696,-37.9999999999967,-16.0000000000049,-87.99999999999919,84.99999999999064,101.00000000000664,259.00000000001455,-25.999999999992696,21.999999999988695,98.00000000001319,-82.00000000000429,272.99999999998994,75.9999999999934,118.99999999999977,206.00000000000307,9.999999999998899,5.999999999994898,-156.00000000000057,,1693.9999999999827
