date,USDCHF,EURUSD,USDJPY,GBPCHF,CHFJPY,CADCHF,AUDCHF,GBPAUD,EURJPY,EURAUD,EURNZD,AUDJPY,NZDJPY,AUDCAD,empty,sum
2019.04.22,-8.999999999992347,-17.000000000000348,-49.000000000006594,52.000000000007596,21.000000000000796,-21.999999999999797,22.999999999995246,-32.0000000000098,0.0,-75.00000000000284,41.99999999998649,0.0,79.00000000000773,48.000000000003595,,60.999999999989726
2019.04.22,-45.99999999999049,-27.999999999983594,1.9999999999953388,6.000000000017103,78.00000000000296,-4.000000000004,-41.000000000002146,-170.00000000000347,60.99999999999284,-228.99999999999034,156.00000000000057,-9.000000000000341,52.99999999999727,-10.999999999994348,,-181.99999999996263
2019.04.22,57.00000000001815,-14.999999999987246,22.999999999996135,185.99999999999727,52.99999999999727,131.99999999999878,63.00000000000195,-232.99999999999432,76.99999999999818,-177.99999999998929,51.99999999998539,47.000000000011255,-28.999999999996362,-25.999999999992696,,209.00000000004448
2019.04.22,40.0000000000178,-24.000000000001798,4.9999999999954525,170.00000000000347,48.00000000000182,121.99999999999989,41.000000000002146,-256.99999999999613,64.99999999999773,-214.00000000000307,72.99999999998974,24.00000000000091,-15.000000000000568,-32.999999999994145,,45.000000000013216
2019.04.22,43.999999999999595,-42.999999999993044,-4.0000000000048885,185.00000000001293,34.000000000006025,132.99999999999423,47.9999999999925,-275.000000000003,73.99999999999807,-238.99999999998923,82.99999999998863,22.00000000000557,-21.000000000000796,-36.999999999998145,,4.000000000008477
2019.04.22,31.000000000003247,-41.000000000002146,6.000000000000227,143.00000000000423,63.00000000000239,113.99999999999189,14.000000000002899,-297.9999999999983,84.99999999999375,-285.00000000000193,149.9999999999835,1.0000000000047748,3.0000000000001137,-59.99999999999339,,-74.00000000000877
2019.04.22,40.0000000000178,-37.99999999998249,48.00000000000182,157.00000000000713,91.99999999999875,146.99999999999713,-7.0000000000014495,-368.9999999999971,126.99999999999534,-343.99999999998875,242.99999999999324,1.0000000000047748,19.000000000005457,-127.99999999999478,,-11.99999999994317
2019.04.22,38.0000000000047,-24.999999999986144,66.99999999999307,107.99999999999699,111.0000000000042,176.99999999999383,22.999999999995246,-229.99999999999687,131.00000000000023,-255.99999999998957,153.9999999999875,47.000000000011255,-22.999999999996135,-129.00000000000134,,193.00000000001697
2019.04.22,52.000000000007596,-8.999999999992347,6.000000000000227,133.00000000000534,37.9999999999967,197.99999999999818,-46.999999999997044,-438.9999999999894,48.99999999999238,-407.0000000000018,276.9999999999939,-81.99999999999363,79.9999999999983,-244.99999999999523,,-395.99999999997686
2019.04.22,56.000000000011596,-5.999999999994898,40.99999999999682,184.00000000000637,69.99999999999318,222.99999999999542,-34.000000000000696,-470.9999999999992,80.99999999998886,-380.9999999999869,255.99999999998957,-47.99999999998761,51.00000000000193,-259.9999999999936,,-237.9999999999791
2019.04.22,58.000000000002494,24.000000000001798,34.99999999999659,173.00000000000094,64.99999999999773,231.99999999999886,-41.000000000002146,-476.9999999999941,42.999999999992156,-356.9999999999851,241.00000000000233,-59.99999999998806,67.00000000000728,-281.99999999999335,,-278.9999999999626
2019.04.22,59.000000000009045,2.0000000000131024,42.999999999992156,215.00000000000963,69.00000000000261,253.99999999999866,-29.000000000001247,-506.9999999999908,75.9999999999934,-363.0000000000022,261.0000000000001,-40.99999999999682,58.000000000006935,-293.99999999999426,,-196.99999999995964
2019.04.22,60.99999999999994,2.999999999997449,25.99999999999625,221.00000000000452,48.00000000000182,268.0000000000016,-40.00000000000669,-543.999999999989,54.99999999999261,-394.9999999999898,339.0000000000004,-67.99999999999784,99.00000000000375,-324.9999999999975,,-251.9999999999825
2019.04.22,74.0000000000185,33.00000000001635,4.0000000000048885,195.9999999999962,13.00000000000523,240.99999999999122,-80.99999999999774,-611.9999999999903,-1.0000000000047748,-461.99999999998465,343.99999999998875,-141.9999999999959,138.00000000000523,-344.99999999999534,,-599.9999999999424
2019.04.22,67.00000000001705,22.0000000000109,15.000000000000568,211.00000000000563,31.999999999996476,251.99999999999667,-58.99999999999794,-574.0000000000078,21.000000000000796,-417.0000000000007,278.00000000000045,-103.9999999999992,97.00000000000841,-329.999999999997,,-488.9999999999657
2019.04.22,68.00000000000139,18.0000000000069,18.000000000000682,212.99999999999653,31.00000000000591,256.99999999999613,-67.00000000000594,-594.0000000000057,28.999999999996362,-439.99999999999596,310.9999999999946,-110.99999999999,106.99999999999932,-346.0000000000019,,-506.00000000000165
2019.04.22,68.00000000000139,-7.0000000000014495,28.000000000005798,228.00000000000597,48.00000000000182,251.99999999999667,-58.99999999999794,-591.0000000000082,68.9999999999884,-452.99999999999227,326.0000000000041,-92.99999999998931,90.00000000000341,-326.9999999999995,,-420.99999999998107
2019.04.22,60.99999999999994,-24.999999999986144,18.000000000000682,195.00000000001182,49.000000000006594,219.99999999999798,-51.000000000001044,-527.0000000000108,78.99999999999352,-446.9999999999974,343.99999999998875,-82.99999999999841,90.00000000000341,-275.99999999999847,,-352.9999999999895
2019.04.22,47.00000000001925,-14.000000000002899,9.000000000000341,206.00000000001728,49.99999999999716,212.99999999999653,-41.9999999999976,-514.9999999999987,55.999999999997385,-397.99999999998727,337.99999999999386,-70.99999999999795,100.99999999999909,-253.99999999999866,,-273.99999999996226
2019.04.22,47.00000000001925,-32.999999999994145,-10.000000000005116,212.00000000001216,28.000000000005798,225.99999999999287,-51.000000000001044,-554.00000000001,54.000000000002046,-442.9999999999934,331.999999999999,-96.9999999999942,100.00000000000853,-288.9999999999948,,-477.9999999999531
2019.04.22,42.0000000000087,-46.999999999997044,-9.000000000000341,163.00000000000205,39.00000000000148,263.0000000000021,-67.00000000000594,-524.9999999999977,70.99999999999795,-487.99999999999955,336.9999999999873,-107.99999999998988,88.00000000000807,-353.99999999999875,,-594.9999999999816
2019.04.22,55.000000000005045,-66.99999999999484,-10.000000000005116,216.00000000001617,22.00000000000557,251.99999999999667,-58.99999999999794,-575.9999999999987,90.99999999999397,-516.9999999999897,334.9999999999964,-109.99999999999943,79.9999999999983,-329.00000000000153,,-616.9999999999751
2019.04.22,80.00000000001339,-43.999999999999595,4.9999999999954525,234.00000000000088,10.99999999999568,259.9999999999936,-62.000000000006494,-607.0000000000019,84.99999999999375,-529.0000000000017,319.999999999987,-120.99999999999511,73.99999999999807,-341.99999999999784,,-636.000000000025
2019.04.22,70.0000000000145,-58.99999999998684,13.00000000000523,177.00000000000495,28.999999999996362,269.9999999999925,-68.00000000000139,-558.9999999999984,111.99999999999477,-550.9999999999903,326.0000000000041,-114.99999999999488,61.00000000000705,-363.99999999999767,,-657.99999999995
2019.04.22,68.00000000000139,-83.9999999999952,7.000000000005002,191.00000000000784,22.999999999996135,254.99999999999412,-80.00000000000229,-595.9999999999966,129.99999999999545,-607.0000000000019,392.9999999999989,-131.00000000000023,81.00000000000307,-359.99999999999363,,-709.999999999988
2019.04.22,59.000000000009045,-88.99999999998354,12.000000000000455,164.00000000000858,40.00000000000625,258.9999999999981,-84.0000000000063,-567.9999999999907,143.99999999999125,-609.9999999999994,387.99999999998835,-125.0,73.0000000000075,-370.9999999999991,,-707.9999999999695
