date,GBPUSD,EURUSD,USDJPY,EURCHF,CADCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURNZD,CADJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.10.26,-5.999999999994898,-2.999999999997449,-4.9999999999954525,-66.00000000001049,-70.99999999999883,-18.0000000000069,-48.00000000000182,-269.9999999999925,-85.99999999998609,-144.99999999999514,-86.0000000000083,-6.999999999990791,-132.99999999999557,-34.99999999999615,-24.000000000001798,-39.00000000001125,,-1041.9999999999834
2020.10.26,-42.0000000000087,77.00000000001594,10.000000000005116,-62.000000000006494,-73.99999999999629,58.99999999999794,-93.00000000001774,-306.00000000000625,297.9999999999983,-202.00000000001327,188.9999999999947,73.0000000000075,-126.99999999999534,17.000000000000348,-32.0000000000098,-112.000000000001,,-327.0000000000351
2020.10.26,58.000000000002494,87.99999999999919,24.00000000000091,-50.0000000000167,-97.00000000000264,41.9999999999976,-22.999999999996135,-255.00000000000523,260.0000000000158,-202.00000000001327,148.99999999999915,69.00000000000261,-118.99999999999977,28.000000000005798,-63.00000000000195,-106.00000000000608,,-197.00000000001825
2020.10.26,-4.000000000004,67.00000000001705,24.00000000000091,-58.000000000002494,-63.00000000000195,26.999999999999247,-63.0000000000166,-231.99999999998778,234.00000000000088,-121.99999999999989,126.0000000000039,48.00000000000182,-81.99999999999363,-12.000000000000899,-37.00000000000925,-38.0000000000047,,-184.99999999999739
2020.10.26,-12.999999999996348,46.999999999997044,24.00000000000091,-58.000000000002494,-56.99999999999594,1.999999999990898,-111.00000000001842,-231.99999999998778,123.00000000000644,-131.99999999999878,21.999999999988695,10.99999999999568,-57.999999999992724,-25.999999999992696,-70.0000000000034,-22.999999999995246,,-551.0000000000042
2020.10.26,7.0000000000014495,69.00000000000794,-3.0000000000001137,-59.000000000009045,-51.000000000001044,-34.000000000000696,-66.0000000000025,-171.99999999999437,104.00000000001519,-95.00000000000064,-76.0000000000094,22.00000000000557,-27.999999999991587,-39.999999999995595,-115.00000000000954,-93.00000000000975,,-629.9999999999942
2020.10.26,-15.00000000000945,60.99999999999994,-13.999999999995794,-67.00000000001705,-48.99999999999905,-60.99999999999994,-129.99999999999545,-180.0000000000024,116.00000000000499,-82.00000000000429,-161.00000000001114,-39.00000000000148,-30.9999999999917,-21.999999999999797,-134.0000000000008,-113.99999999999189,,-922.0000000000153
2020.10.26,68.00000000000139,121.00000000001555,120.00000000000455,-89.00000000000574,-78.99999999999574,-30.000000000007798,-112.99999999999955,-150.00000000000568,189.00000000001694,-103.99999999999298,-90.00000000001229,-54.99999999999261,-4.9999999999954525,39.00000000000014,-93.00000000000975,-160.00000000000458,,-430.99999999998363
2020.10.26,136.00000000000279,117.00000000001154,156.99999999999648,-87.00000000001484,-68.99999999999685,-11.00000000000545,-104.00000000001342,-96.99999999999153,172.0000000000166,-86.0000000000083,-85.00000000000173,-69.00000000000261,36.000000000001364,82.00000000000429,-99.00000000000463,-182.99999999999983,,-190.00000000000614
2020.10.26,140.99999999999113,107.99999999999699,158.00000000000125,-103.00000000000864,-65.00000000000395,-30.000000000007798,-76.99999999999818,-18.999999999991246,151.9999999999966,-76.0000000000094,-113.00000000000753,-57.00000000000216,54.000000000002046,70.99999999999883,-120.00000000000898,-214.00000000000307,,-190.00000000005411
2020.10.26,231.0000000000034,173.00000000000094,153.99999999999636,-121.99999999999989,-68.00000000000139,-29.000000000001247,-19.000000000005457,15.00000000000945,103.00000000000864,-36.999999999998145,-168.0000000000126,-51.00000000000193,72.00000000000273,87.99999999999919,-123.00000000000644,-239.99999999999577,,-21.00000000000213
2020.10.26,252.0000000000078,198.00000000000927,186.9999999999976,-116.00000000000499,-73.00000000000084,-12.000000000000899,-25.000000000005684,17.000000000000348,182.99999999999983,-36.0000000000138,-78.00000000000028,-39.99999999999204,39.00000000000148,119.99999999999788,-84.0000000000063,-229.00000000001253,,302.9999999999769
2020.10.26,251.00000000000122,184.00000000000637,195.99999999999795,-135.00000000001845,-83.9999999999952,-6.0000000000060005,-51.00000000001614,14.000000000002899,239.99999999999577,-56.000000000011596,-85.00000000000173,-51.9999999999925,37.00000000000614,146.99999999999713,-108.00000000000809,-276.00000000000955,,215.99999999994827
2020.10.26,253.99999999999866,182.0000000000155,219.99999999999886,-121.00000000001555,-73.00000000000084,-12.000000000000899,-67.00000000000728,19.00000000001345,239.99999999999577,-56.000000000011596,-97.9999999999981,-70.99999999999795,82.99999999999841,146.99999999999713,-118.00000000000699,-269.9999999999925,,258.99999999998613
2020.10.26,236.99999999999832,185.99999999999727,224.99999999999432,-119.00000000000244,-65.00000000000395,-41.000000000002146,-74.00000000001228,24.000000000001798,158.99999999999804,-31.000000000003247,-190.00000000000128,-75.9999999999934,88.99999999999864,100.00000000000009,-145.00000000000622,-238.0000000000049,,40.99999999995862
2020.10.26,273.9999999999965,194.0000000000053,221.9999999999942,-134.00000000001188,-95.99999999999609,-29.000000000001247,-39.00000000001569,-60.99999999999994,157.00000000000713,-97.9999999999981,-158.99999999999804,-57.00000000000216,70.00000000000739,107.99999999999699,-162.0000000000066,-310.0000000000103,,-120.00000000003246
2020.10.26,253.99999999999866,184.00000000000637,197.9999999999933,-127.00000000001043,-117.00000000000044,-23.00000000000635,-25.000000000005684,-75.99999999998718,242.00000000000887,-154.0000000000097,-168.0000000000126,1.0000000000047748,67.00000000000728,84.0000000000063,-179.00000000000693,-290.00000000001245,,-129.00000000002626
2020.10.26,285.00000000000193,187.00000000000384,203.99999999999352,-103.00000000000864,-122.99999999999534,-21.999999999999797,-33.00000000001546,-109.00000000000354,268.0000000000016,-198.99999999999363,-112.000000000001,13.999999999995794,69.00000000000261,90.99999999999665,-198.00000000000927,-295.0000000000008,,-76.00000000003149
2020.10.26,310.0000000000103,197.00000000000273,210.99999999999852,-116.00000000000499,-153.00000000000313,-15.00000000000945,-13.00000000000523,-96.99999999999153,104.00000000001519,-259.0000000000092,-109.00000000000354,-12.000000000000455,-21.000000000000796,94.00000000000519,-191.00000000000784,-302.0000000000023,,-372.0000000000065
2020.10.26,333.0000000000055,77.00000000001594,126.00000000000477,-111.00000000001664,-168.99999999999693,13.999999999991797,149.0000000000009,-52.000000000007596,95.00000000000064,-343.00000000000443,45.000000000006146,49.99999999999716,-12.000000000000455,35.00000000000725,-193.00000000000983,-280.9999999999979,,-237.00000000000367
2020.10.26,344.99999999999534,191.00000000000784,182.99999999999272,-110.00000000001009,-161.99999999999548,-73.00000000000084,67.99999999998363,-218.99999999999142,-150.99999999999002,-290.00000000001245,-242.99999999999324,82.00000000000784,-18.000000000000682,-58.99999999999794,-231.0000000000034,-246.99999999999721,,-934.0000000000055
2020.10.26,205.99999999999508,297.9999999999983,183.9999999999975,-94.00000000001629,-114.00000000000298,-134.0000000000008,-99.99999999999432,-309.99999999998806,-79.99999999999119,-188.00000000001037,-391.9999999999924,51.00000000000193,21.000000000000796,-124.00000000000189,-247.00000000000833,-168.0000000000126,,-1191.0000000000255
