date,GBPUSD,EURUSD,EURCHF,AUDCHF,EURJPY,EURCAD,EURAUD,empty,sum
2018.02.05,1.0000000000065512,-19.00000000001345,-69.9999999999923,10.999999999994348,82.99999999999841,75.00000000000284,-31.000000000003247,,49.99999999999314
2018.02.05,-75.99999999998718,-32.0000000000098,-63.99999999999739,112.99999999999643,67.99999999998363,119.00000000000244,175.99999999999838,,303.9999999999865
2018.02.05,-95.999999999985,62.99999999999084,-79.00000000000685,202.9999999999976,-52.99999999999727,95.00000000000064,356.00000000000074,,489.00000000000074
2018.02.05,82.00000000000429,120.99999999999334,-52.99999999999194,184.99999999999073,-58.9999999999975,160.00000000000458,350.9999999999902,,786.9999999999937
2018.02.05,121.00000000001555,173.99999999998528,-39.999999999995595,144.99999999999514,-110.00000000001364,130.0000000000079,276.9999999999939,,696.9999999999885
2018.02.05,212.00000000001216,235.99999999999176,-48.99999999998794,43.999999999999595,-179.00000000000205,60.99999999999994,49.99999999999449,,375.00000000000796
2018.02.05,48.000000000003595,140.99999999999113,-21.00000000000435,52.99999999999194,-188.99999999999295,36.0000000000138,113.99999999999189,,181.99999999999505
2018.02.05,114.99999999999844,194.99999999998963,-25.00000000000835,-38.0000000000047,-129.0000000000191,-2.999999999997449,-92.00000000000318,,22.999999999955293
2018.02.05,68.00000000000139,180.99999999998673,-7.0000000000014495,-6.0000000000060005,-100.99999999999909,3.0000000000196536,5.999999999994898,,143.99999999999613
2018.02.05,178.00000000001148,267.99999999997937,-34.000000000000696,87.99999999999919,-98.00000000001319,82.00000000000429,164.00000000000858,,647.9999999999891
2018.02.05,221.00000000000452,285.99999999998624,-63.99999999999739,44.99999999999504,-51.00000000001614,80.00000000001339,35.999999999991594,,552.9999999999773
2018.02.05,117.00000000001154,202.9999999999976,-24.000000000001798,9.999999999998899,-57.00000000001637,57.00000000001815,14.000000000002899,,320.0000000000109
2018.02.05,179.00000000001802,243.99999999999977,-43.999999999999595,9.999999999998899,-28.999999999996362,59.000000000009045,-18.0000000000069,,401.0000000000229
2018.02.05,153.00000000000313,246.99999999999721,-12.999999999996348,19.999999999997797,38.99999999998727,81.00000000001995,49.99999999999449,,577.0000000000035
2018.02.05,165.00000000001512,229.99999999999687,-39.999999999995595,-28.000000000005798,72.00000000000273,79.00000000000685,-93.00000000000975,,385.00000000001035
2018.02.05,213.00000000001873,259.9999999999936,-69.9999999999923,-26.000000000003798,7.999999999981355,66.00000000001049,-127.99999999999478,,323.0000000000133
2018.02.05,163.00000000000205,183.99999999998417,-86.99999999999264,-26.000000000003798,-34.99999999999659,21.00000000000435,-154.0000000000097,,65.99999999998789
2018.02.05,49.00000000001015,184.99999999999073,-65.99999999998829,-11.00000000000545,-4.000000000019099,38.0000000000047,-92.00000000000318,,98.99999999998954
2018.02.05,6.000000000017103,175.99999999999838,-70.99999999999883,0.999999999995449,-94.99999999999886,-7.999999999985796,-65.00000000000395,,-55.9999999999765
2018.02.05,-115.99999999998278,53.999999999998494,-93.99999999999409,13.999999999991797,-277.9999999999916,-66.99999999999484,-76.0000000000094,,-562.9999999999824
2018.02.05,118.00000000001809,181.9999999999933,-215.99999999999397,119.99999999999788,-206.99999999999363,74.0000000000185,-11.00000000000545,,60.00000000003471
2018.02.05,303.0000000000088,278.9999999999848,-143.00000000000423,18.999999999991246,-206.99999999999363,107.00000000001265,-126.0000000000039,,231.99999999999577
2018.02.05,448.000000000004,352.9999999999811,-130.99999999999224,-24.000000000001798,-45.99999999999227,50.0000000000167,-205.99999999999508,,444.00000000002035
2018.02.05,143.00000000000423,261.9999999999845,-72.0000000000054,-117.00000000000044,-80.0000000000125,-38.99999999998904,-320.9999999999935,,-224.00000000001216
2018.02.05,158.0000000000137,325.99999999998187,-4.000000000004,-45.000000000006146,-82.99999999999841,160.00000000000458,-79.99999999999119,,432.0000000000004
2018.02.05,70.0000000000145,278.9999999999848,-15.00000000000945,-50.0000000000056,-110.00000000001364,168.0000000000126,-103.99999999999298,,237.9999999999903
2018.02.05,-27.999999999983594,234.99999999998522,-15.00000000000945,-74.00000000000739,-150.00000000000568,198.00000000000927,-150.99999999999002,,14.999999999998323
2018.02.05,-523.9999999999911,132.99999999998312,8.999999999992347,-119.00000000000244,-385.9999999999957,162.00000000001768,-207.00000000000162,,-931.9999999999977
2018.02.05,-584.9999999999911,106.99999999999044,-4.999999999988347,-95.00000000000064,-444.9999999999932,226.99999999999943,-181.9999999999933,,-977.9999999999767
2018.02.05,-661.9999999999848,62.99999999999084,-36.999999999998145,-121.00000000000443,-385.9999999999957,180.0000000000024,-278.00000000000045,,-1240.9999999999905
2018.02.05,-523.9999999999911,104.99999999999955,89.00000000000574,-303.0000000000088,-275.0000000000057,113.00000000000753,-486.999999999993,,-1281.999999999986
2018.02.05,-597.9999999999874,30.999999999981043,70.99999999999883,-307.0000000000017,-390.0000000000148,185.00000000001293,-527.9999999999951,,-1536.0000000000064
2018.02.05,-733.9999999999902,-158.0000000000137,58.000000000002494,-317.0000000000006,-578.000000000003,192.99999999999872,-564.9999999999933,,-2100.9999999999995
2018.02.05,-1102.000000000003,-270.99999999999903,221.00000000000452,-378.00000000000057,-349.9999999999943,320.00000000000915,-490.999999999997,,-2050.9999999999804
2018.02.05,-781.9999999999939,-103.00000000000864,337.0000000000095,-508.00000000000847,-74.00000000001228,292.00000000000335,-598.999999999994,,-1437.000000000004
2018.02.05,-855.9999999999901,-143.00000000000423,401.99999999999125,-582.0000000000048,-270.00000000001023,242.00000000000887,-666.9999999999953,,-1874.0000000000045
2018.02.05,-905.9999999999845,-192.00000000001438,419.9999999999982,-533.0000000000057,-322.00000000000273,395.000000000012,-531.9999999999991,,-1669.9999999999961
2018.02.05,-815.9999999999945,-181.00000000000892,344.00000000001097,-429.0000000000016,-293.00000000000637,419.9999999999982,-415.99999999999415,,-1370.9999999999964
2018.02.05,-814.999999999988,-172.0000000000166,353.0000000000033,-365.0000000000042,-424.0000000000066,546.000000000002,-269.00000000000813,,-1146.0000000000182
2018.02.05,-697.9999999999986,-57.00000000001815,370.00000000000364,-364.00000000000875,-337.99999999999386,611.000000000006,-243.99999999999977,,-720.0000000000097
2018.02.05,-887.9999999999999,-178.00000000001148,279.00000000000705,-304.9999999999997,-590.0000000000034,631.0000000000038,-241.00000000000233,,-1292.000000000006
2018.02.05,-827.9999999999843,-134.00000000001188,302.0000000000023,-337.0000000000095,-497.0000000000141,600.0000000000006,-282.9999999999888,,-1177.0000000000057
2018.02.05,-939.0000000000009,-224.000000000002,215.99999999999397,-220.00000000000907,-765.9999999999911,602.999999999998,-147.00000000000824,,-1477.0000000000193
2018.02.05,-1008.9999999999932,-356.00000000000074,-1.999999999990898,-92.00000000000318,-996.0000000000093,468.00000000000176,-174.99999999999181,,-2161.9999999999873
2018.02.05,-1068.0000000000023,-252.0000000000078,39.999999999995595,-119.00000000000244,-1097.0000000000084,528.0000000000174,-167.9999999999904,,-2135.9999999999986
2018.02.05,-1369.9999999999823,-463.0000000000134,-200.00000000000017,74.99999999999174,-1691.0000000000025,546.000000000002,-72.0000000000054,,-3175.00000000001
2018.02.05,-1273.9999999999973,-420.00000000002035,-398.9999999999938,282.99999999999994,-1645.0000000000102,531.0000000000148,85.00000000000173,,-2839.0000000000055
2018.02.05,-1448.999999999989,-679.0000000000074,-787.9999999999887,435.9999999999919,-2123.000000000019,426.9999999999996,-194.0000000000053,,-4370.000000000018
2018.02.06,-1359.9999999999834,-556.0000000000009,-612.9999999999969,349.99999999999477,-1902.9999999999916,430.00000000001927,-96.00000000000719,,-3747.9999999999663
2018.02.06,-1344.9999999999961,-591.0000000000082,-665.0000000000044,390.99999999999693,-1962.0000000000175,467.0000000000174,-46.999999999997044,,-3752.000000000009
