date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,CHFJPY,CADCHF,NZDCHF,GBPJPY,EURJPY,AUDJPY,AUDCAD,AUDNZD,empty,sum
2020.08.31,-51.99999999999649,-38.99999999998904,-78.00000000000296,-46.999999999997044,-51.000000000001044,-317.99999999999784,0.0,-16.999999999989246,-131.00000000000023,-28.000000000005798,-97.99999999999898,-102.00000000000209,-57.00000000001815,,-1017.9999999999989
2020.08.31,-95.00000000000064,-60.99999999999994,-55.00000000000682,-70.99999999999883,-53.999999999998494,-367.00000000000443,43.00000000000415,7.0000000000014495,-169.00000000001114,-100.99999999999909,-107.99999999998988,-46.00000000000159,-7.0000000000014495,,-1084.0000000000066
2020.08.31,-51.99999999999649,-97.9999999999981,-64.99999999999773,-102.00000000000209,-102.99999999999754,-635.0000000000051,52.000000000007596,17.000000000000348,-538.9999999999873,-456.00000000000307,-347.999999999999,-75.00000000000284,-31.000000000003247,,-2434.9999999999845
2020.08.31,-33.000000000005244,-85.00000000000173,147.99999999999613,-95.999999999985,-90.99999999999665,-647.0000000000056,134.0000000000008,111.00000000000554,-550.9999999999877,-471.00000000000364,-335.9999999999985,-50.0000000000056,-90.00000000001229,,-2057.0
2020.08.31,-33.000000000005244,-75.99999999998718,75.00000000000284,-97.9999999999981,-71.99999999999429,-572.0000000000027,135.00000000000733,120.00000000000898,-399.0000000000009,-341.0000000000082,-275.99999999999625,-43.00000000000415,-45.000000000006146,,-1624.9999999999839
2020.08.31,-80.00000000000229,-163.9999999999864,42.999999999992156,-143.99999999998857,-134.0000000000008,-510.0000000000051,138.00000000000477,139.00000000000023,-378.9999999999907,-316.0000000000025,-280.00000000000114,-80.99999999999774,-1.0000000000065512,,-1768.9999999999848
2020.08.31,-146.99999999999713,-255.99999999998957,-140.00000000000057,-197.00000000000273,-221.99999999999997,-489.0000000000043,89.00000000000574,123.00000000000644,-348.99999999998954,-295.0000000000017,-277.000000000001,-163.99999999999747,-56.000000000011596,,-2379.9999999999836
2020.08.31,-65.99999999999939,-119.00000000000244,-100.99999999999909,-90.99999999999665,-109.99999999999899,-412.9999999999967,89.00000000000574,56.0000000000005,-235.99999999999,-189.00000000000716,-192.99999999999784,-92.00000000000318,-33.00000000001635,,-1498.0000000000014
2020.08.31,-56.99999999999594,-44.99999999998394,-85.00000000000796,-14.000000000002899,11.00000000000545,-400.99999999999625,74.00000000000739,55.000000000005045,-243.99999999999977,-193.00000000001205,-143.00000000000068,-14.000000000002899,56.99999999999594,,-998.9999999999886
2020.08.31,39.00000000000014,-49.99999999999449,63.00000000000239,-85.99999999998609,-134.99999999999625,-415.00000000000625,140.0000000000068,147.00000000000824,-272.99999999999613,-218.00000000000352,-256.9999999999908,-134.99999999999625,-53.00000000001415,,-1232.9999999999663
2020.08.31,17.999999999995797,-51.99999999998539,25.99999999999625,-143.99999999998857,-119.00000000000244,-365.0000000000091,189.00000000000583,182.00000000000438,-246.00000000000932,-205.0000000000125,-242.999999999995,-106.00000000000608,-70.99999999999883,,-1136.000000000005
2020.08.31,-34.000000000000696,-106.99999999999044,3.0000000000001137,-204.00000000000418,-131.00000000000333,-439.9999999999977,180.0000000000024,139.00000000000023,-299.0000000000066,-240.99999999999966,-260.9999999999957,-51.000000000001044,-73.00000000001194,,-1519.0000000000086
2020.08.31,-62.000000000006494,-133.99999999998968,43.99999999999693,-214.99999999998744,-129.9999999999968,-471.00000000000364,179.00000000000693,126.0000000000039,-301.9999999999925,-250.0,-260.9999999999957,-29.999999999996696,-72.0000000000054,,-1577.9999999999666
2020.08.31,-48.99999999999905,-106.99999999999044,-4.9999999999954525,-207.99999999998596,-83.9999999999952,-448.99999999999807,176.0000000000095,127.00000000001043,-326.9999999999982,-227.00000000000387,-207.9999999999984,0.999999999995449,-36.999999999998145,,-1396.9999999999475
2020.08.31,-33.000000000005244,-75.99999999998718,64.99999999999773,-221.99999999998886,-77.00000000000485,-524.0000000000009,200.00000000000017,109.00000000000354,-402.9999999999916,-296.0000000000065,-204.9999999999983,26.999999999999247,-36.0000000000138,,-1470.9999999999964
2020.08.31,-7.9999999999968985,-44.99999999998394,171.99999999999704,-207.99999999998596,9.00000000000345,-561.9999999999976,198.00000000000927,39.00000000000014,-408.9999999999918,-330.0000000000125,-200.9999999999934,134.99999999999625,-41.000000000002146,,-1250.999999999958
2020.08.31,-26.999999999999247,1.0000000000065512,137.00000000000045,-136.00000000000279,73.99999999999629,-552.9999999999973,130.0000000000079,44.0000000000107,-361.99999999999477,-294.00000000001114,-153.99999999999636,163.99999999999747,-14.000000000002899,,-989.9999999999852
2020.08.31,-63.99999999999739,-24.999999999986144,126.00000000000477,-146.00000000000168,43.999999999999595,-567.0000000000073,126.0000000000039,48.000000000003595,-342.9999999999893,-246.00000000000932,-143.99999999999125,148.0000000000037,71.99999999998319,,-970.9999999999836
2020.08.31,-119.00000000000244,-46.999999999997044,128.0000000000001,-170.00000000000347,36.999999999998145,-649.0000000000009,90.0000000000012,-2.999999999997449,-318.9999999999884,-270.00000000001023,-132.99999999999557,148.99999999999915,26.999999999999247,,-1278.9999999999975
2020.08.31,-101.00000000000664,-47.99999999998139,185.00000000000227,-103.99999999999298,100.99999999999554,-671.0000000000065,77.00000000000485,-19.999999999997797,-296.99999999999704,-321.00000000001216,-113.99999999999011,138.00000000000477,34.000000000000696,,-1140.9999999999764
2020.08.31,-121.00000000000443,-80.99999999999774,216.99999999999875,-190.00000000000128,36.999999999998145,-784.000000000006,70.99999999999883,-21.999999999999797,-431.99999999998795,-463.0000000000081,-224.99999999999432,168.00000000000148,0.9999999999843467,,-1824.000000000018
2020.08.31,-97.9999999999981,8.000000000008,317.99999999999784,-183.99999999998417,55.000000000005045,-823.9999999999981,142.00000000000878,19.00000000000235,-359.00000000000887,-444.0000000000026,-281.9999999999965,180.0000000000024,-2.0000000000131024,,-1470.9999999999773
