date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,CADCHF,AUDCHF,GBPJPY,GBPCAD,EURJPY,EURNZD,AUDJPY,empty,sum
2018.03.05,-87.00000000000374,-185.99999999999727,-321.0000000000157,-22.00000000000557,-73.00000000000084,-75.9999999999983,-65.99999999999939,-102.00000000000209,-299.0000000000066,-533.99999999999,-39.99999999999204,-766.0,-37.00000000000614,,-2609.000000000018
2018.03.05,-14.999999999998348,-177.00000000000495,-222.00000000001108,72.99999999999329,-73.00000000000084,-110.99999999999443,53.00000000000304,12.999999999996348,-316.0000000000025,-428.00000000000614,277.9999999999916,-607.9999999999864,79.9999999999983,,-1453.0000000000218
2018.03.05,58.000000000002494,-167.9999999999904,-145.00000000001734,18.000000000000682,-36.999999999998145,-51.000000000001044,87.00000000000374,7.9999999999968985,-344.0000000000225,-426.9999999999996,-194.00000000001683,-607.0000000000019,-129.99999999999545,,-1932.0000000000396
2018.03.05,164.99999999999292,9.999999999998899,142.99999999998204,-27.000000000001023,41.000000000002146,-8.999999999992347,118.00000000000699,-9.00000000000345,-55.00000000000682,-358.9999999999982,-269.00000000000546,-351.99999999999676,-162.9999999999967,,-766.0000000000177
2018.03.05,129.00000000000134,-65.00000000000395,50.99999999997884,63.99999999999295,-30.000000000007798,-61.999999999995396,126.99999999999933,56.0000000000005,-249.00000000002365,-360.9999999999891,-27.000000000015234,-392.9999999999989,-3.0000000000001137,,-763.0000000000612
2018.03.05,26.999999999999247,-103.99999999999298,-56.000000000011596,-36.000000000001364,-94.00000000000519,-27.999999999994696,69.00000000000794,41.000000000002146,-289.0000000000157,-409.99999999999926,13.999999999981583,-614.0000000000034,-1.0000000000047748,,-1481.000000000038
2018.03.05,3.999999999992898,-117.99999999999588,-46.0000000000127,-70.99999999999795,-68.00000000000139,-65.99999999999939,68.00000000000139,4.999999999999449,-56.000000000011596,-368.9999999999971,-36.000000000001364,-631.9999999999882,-67.99999999999784,,-1453.0000000000095
2018.03.05,13.999999999991797,-85.00000000000173,-32.0000000000098,-28.000000000005798,-84.0000000000063,-51.99999999999649,85.00000000000173,-31.999999999998696,-137.00000000000045,-317.9999999999961,12.000000000000455,-580.0000000000027,-82.99999999999841,,-1320.0000000000225
2018.03.05,36.999999999998145,-11.999999999989797,18.999999999991246,-18.000000000000682,41.9999999999976,52.000000000007596,41.000000000002146,-72.0000000000054,8.99999999998613,-331.999999999999,-44.00000000001114,-737.9999999999942,-114.00000000000432,,-1130.0000000000216
2018.03.05,22.999999999995246,0.0,33.99999999997849,-63.00000000000239,75.9999999999983,126.99999999999933,21.999999999999797,-136.00000000000279,30.000000000001137,-388.9999999999949,-111.00000000001842,-980.0000000000031,-209.99999999999375,,-1577.0000000000427
2018.03.05,66.99999999999484,33.00000000001635,69.9999999999923,-72.00000000000273,83.9999999999952,140.0000000000068,25.00000000000835,-111.00000000000554,54.000000000002046,-404.9999999999887,-163.0000000000109,-814.0000000000036,-230.00000000000398,,-1321.9999999999995
2018.03.05,34.99999999999615,18.0000000000069,42.999999999993044,-52.00000000000671,80.99999999999774,99.00000000000463,14.000000000002899,-111.00000000000554,-39.00000000001569,-377.0000000000051,-103.00000000000864,-770.000000000004,-188.99999999999295,,-1351.0000000000373
2018.03.05,63.99999999999739,16.000000000016,48.99999999998794,27.000000000001023,73.00000000000084,82.00000000000429,42.0000000000087,-64.0000000000085,-79.00000000000773,-375.9999999999986,-3.0000000000143245,-698.999999999983,-75.00000000000284,,-942.9999999999987
2018.03.05,71.99999999999429,21.00000000000435,71.99999999998319,-9.000000000000341,63.99999999999739,72.0000000000054,40.00000000000669,-80.00000000000229,-11.000000000024102,-414.9999999999876,-68.00000000001205,-621.9999999999892,-138.00000000000523,,-1002.0000000000296
2018.03.05,42.999999999993044,-46.999999999997044,65.99999999998829,-7.000000000005002,63.99999999999739,76.0000000000094,23.00000000000635,-89.00000000000574,-114.00000000000432,-452.99999999999227,-69.00000000001683,-689.9999999999907,-118.99999999999977,,-1316.000000000017
