names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,10,"['NZDCAD', 'EURCAD', 'NZDUSD', 'USDCHF', 'AUDCAD', 'CADCHF', 'AUDNZD']",100.0,-0.66,S
GBPUSD,15,"['EURGBP', 'EURCHF', 'CADCHF', 'EURCAD', 'AUDCHF']",100.0,-0.26,S
EURUSD,15,"['EURGBP', 'EURCHF', 'CADCHF', 'EURCAD', 'AUDCHF']",100.0,-0.22,S
USDJPY,50,"['AUDCAD', 'AUDUSD', 'NZDUSD']",100.0,-0.73725,S
USDCAD,10,['EURNZD'],80.0,0.5930476190476193,B
AUDUSD,50,"['NZDCHF', 'USDCAD', 'EURAUD', 'AUDJPY']",80.0,-0.37361960261960264,S
NZDUSD,10,['EURJPY'],100.0,-0.31866666666666665,S
GBPCHF,10,['GBPCHF'],100.0,1.0,B
EURCHF,15,"['AUDNZD', 'NZDCAD', 'NZDUSD']",80.0,0.8107692307692308,B
CHFJPY,10,"['USDCHF', 'NZDJPY', 'CHFJPY', 'NZDCAD', 'EURCHF']",100.0,0.6,B
CADCHF,10,"['USDJPY', 'CADJPY', 'EURAUD', 'EURCAD', 'AUDCAD', 'CADCHF']",100.0,-0.34,S
AUDCHF,10,"['USDCHF', 'CADCHF']",80.0,-0.6055952380952383,S
NZDCHF,10,['EURJPY'],100.0,-0.4476666666666667,S
EURGBP,10,"['AUDCHF', 'USDCAD', 'EURCHF']",100.0,0.94,B
GBPJPY,20,"['USDCHF', 'AUDCHF', 'EURCHF']",100.0,-0.47859812409812413,S
GBPCAD,15,"['EURGBP', 'EURCHF', 'CADCHF', 'EURCAD', 'AUDCHF']",100.0,-0.38,S
EURJPY,10,"['EURCHF', 'USDCHF', 'AUDCHF']",100.0,0.82,B
EURCAD,30,"['AUDCAD', 'EURCAD']",100.0,0.7646792096792097,B
EURNZD,15,"['CHFJPY', 'AUDUSD']",80.0,0.38057142857142856,B
AUDJPY,15,['EURCHF'],80.0,0.7400490620490621,B
NZDJPY,10,"['USDCHF', 'NZDJPY', 'CHFJPY', 'NZDCAD', 'EURCHF']",100.0,0.38,B
AUDCAD,10,"['USDCAD', 'AUDCAD']",100.0,0.6486904761904765,B
NZDCAD,20,"['AUDCAD', 'EURCAD', 'NZDCAD', 'USDCAD', 'CADCHF']",100.0,1.0,B
AUDNZD,10,"['AUDUSD', 'EURJPY']",80.0,-0.47817460317460325,S
