date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURCAD,EURNZD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.12.02,-19.999999999997797,-60.99999999999994,34.99999999998504,18.000000000000682,-52.99999999999194,4.000000000004,83.9999999999952,-25.00000000000835,-44.999999999987494,35.999999999991594,28.000000000005798,8.000000000008,-39.999999999995595,37.99999999998249,-144.0000000000108,225.00000000000853,-21.00000000000435,15.00000000000945,-53.00000000001148,-70.00000000000739,14.999999999998348,9.00000000000345,8.999999999992347,,-8.000000000030198
2019.12.02,-12.000000000000899,-28.999999999990145,32.999999999994145,4.9999999999954525,-112.000000000001,0.0,26.999999999999247,-19.999999999997797,44.00000000001114,57.99999999999139,39.00000000000014,15.00000000000945,-7.0000000000014495,25.999999999982037,-157.00000000000713,248.00000000000466,59.99999999999339,-21.00000000000435,-38.000000000010914,-31.00000000000591,35.00000000000725,40.00000000000669,24.999999999986144,,227.99999999996157
2019.12.02,-42.999999999993044,-25.00000000000835,57.99999999998029,-5.000000000009663,-167.9999999999904,30.000000000007798,63.99999999999739,-35.00000000000725,25.000000000005684,51.99999999999649,18.0000000000069,29.000000000001247,-19.00000000000235,30.000000000001137,-218.99999999999142,233.0000000000041,86.99999999999264,65.00000000000395,-37.00000000000614,-55.00000000000682,70.0000000000034,43.00000000000415,-31.000000000003247,,166.99999999998653
2019.12.02,-41.000000000002146,-28.999999999990145,57.99999999998029,-14.000000000010004,-151.9999999999966,-13.999999999991797,63.99999999999739,-31.000000000003247,39.00000000000148,51.99999999999649,19.00000000000235,-15.999999999993797,-20.999999999993246,48.99999999997817,-207.00000000000162,239.00000000000432,66.99999999999484,-58.000000000002494,-22.00000000000557,-3.0000000000001137,70.99999999999883,92.99999999999864,24.000000000001798,,166.99999999996382
2019.12.02,-99.99999999998899,-41.99999999998649,64.99999999998174,-148.00000000001035,-124.99999999999733,-51.99999999999649,150.99999999999002,-89.00000000000574,109.99999999999943,-9.00000000000345,-48.99999999999905,-85.99999999999719,-36.999999999998145,233.99999999998045,-185.99999999999727,385.0000000000051,31.999999999987594,-167.9999999999904,81.99999999999363,100.99999999999909,65.00000000000395,121.99999999999989,44.99999999998394,,300.99999999995396
2019.12.02,-89.99999999999008,-24.000000000001798,46.999999999997044,-141.00000000000534,-72.0000000000054,-85.99999999999719,120.99999999999334,-97.00000000001374,114.00000000000432,-37.00000000000925,-54.999999999993946,-117.99999999999588,-7.0000000000014495,203.9999999999793,-96.99999999999153,397.00000000000557,-2.999999999997449,-217.0000000000005,97.99999999999898,155.00000000000114,56.0000000000005,136.99999999999824,90.99999999999665,,375.99999999997146
2019.12.02,-69.00000000000794,-53.999999999998494,33.99999999997849,-161.00000000000136,-69.9999999999923,-149.99999999999457,126.99999999998823,-87.99999999999919,159.00000000000603,-21.999999999999797,-64.99999999999284,-166.99999999999494,-17.999999999995797,263.9999999999816,-134.99999999999625,431.0000000000116,11.00000000000545,-364.00000000000875,140.99999999999113,239.00000000000432,90.0000000000012,218.00000000000708,153.9999999999875,,504.99999999998045
2019.12.02,-42.999999999993044,-42.999999999993044,57.99999999998029,-170.0000000000017,-121.99999999999989,-123.99999999999079,82.99999999998863,-34.000000000000696,196.00000000001216,26.999999999999247,-61.999999999995396,-123.99999999999079,-31.999999999998696,262.9999999999768,-190.00000000000128,414.0000000000015,38.0000000000047,-336.9999999999873,164.00000000000148,216.99999999999875,148.0000000000037,219.99999999999798,88.99999999998354,,635.999999999996
2019.12.02,-52.000000000007596,-41.99999999998649,48.99999999998794,-207.00000000000784,-134.99999999999625,-140.99999999999113,87.99999999999919,-53.00000000001415,227.00000000000387,26.999999999999247,-93.99999999999409,-148.99999999999915,-19.999999999997797,307.9999999999927,-200.00000000000017,468.0000000000035,62.99999999999084,-370.00000000000364,218.9999999999941,262.00000000000045,189.00000000000583,252.0000000000078,78.99999999998464,,767.9999999999719
2019.12.02,-52.000000000007596,-38.0000000000047,73.99999999999629,-176.00000000000193,-177.99999999998929,-107.99999999999699,85.99999999998609,-32.0000000000098,195.0000000000074,51.000000000001044,-65.99999999999939,-112.99999999999643,-39.00000000000014,264.99999999998636,-252.0000000000078,404.0000000000106,78.00000000000028,-320.9999999999935,164.00000000000148,203.00000000000296,179.00000000000693,229.99999999999687,63.99999999999739,,617.999999999986
2019.12.02,-38.0000000000047,-11.00000000000545,67.9999999999792,-163.0000000000109,-191.00000000000784,-145.9999999999906,41.99999999998649,-15.00000000000945,199.00000000001228,69.9999999999923,-78.00000000000028,-144.99999999999514,-9.999999999998899,221.99999999998,-235.00000000000742,395.00000000001023,99.99999999998899,-411.0000000000058,180.99999999999739,233.99999999999466,219.00000000000253,294.00000000000534,95.999999999985,,676.9999999998979
2019.12.02,-7.9999999999968985,-34.000000000000696,63.99999999999739,-177.99999999999727,-194.0000000000053,-163.99999999999747,25.999999999992696,7.999999999985796,243.99999999999977,90.99999999999665,-78.00000000000028,-142.99999999999312,-24.999999999997247,265.99999999999113,-270.99999999999903,420.0000000000017,109.99999999998789,-452.00000000000796,212.99999999999386,266.9999999999959,246.99999999999721,319.0000000000026,90.99999999999665,,818.9999999999441
2019.12.02,0.999999999995449,-43.999999999999595,43.999999999999595,-133.00000000000978,-187.99999999998818,-184.99999999999073,25.999999999992696,-2.0000000000131024,211.00000000001273,101.99999999999099,-76.99999999999375,-156.99999999999602,-17.000000000000348,216.99999999998454,-272.00000000000557,391.00000000000534,129.00000000000134,-473.99999999999665,188.0000000000024,259.9999999999909,250.00000000000577,341.99999999999784,119.99999999998678,,731.9999999999727
2019.12.02,-12.000000000000899,-65.99999999998829,54.99999999998284,-121.00000000000932,-207.00000000000162,-153.99999999999858,65.99999999998829,-4.000000000004,183.00000000000693,97.9999999999981,-46.00000000000159,-135.99999999999167,-41.000000000002146,227.00000000000387,-327.00000000001063,364.0000000000043,137.9999999999937,-409.99999999999926,134.9999999999909,218.00000000000352,207.99999999999707,314.99999999999864,136.00000000000279,,618.9999999999629
2019.12.02,-7.9999999999968985,-76.99999999999375,49.99999999999449,-117.00000000000443,-194.0000000000053,-184.99999999999073,71.99999999998319,-9.000000000014552,183.00000000000693,100.00000000000009,-70.99999999999883,-163.99999999999747,-46.00000000000159,231.99999999999932,-327.00000000001063,365.0000000000091,129.99999999998568,-486.00000000000864,167.99999999999216,250.0,245.0000000000063,346.9999999999973,133.99999999998968,,591.9999999999413
2019.12.02,-22.999999999995246,-78.00000000000028,49.99999999999449,-118.99999999999977,-208.00000000000819,-184.99999999999073,88.99999999998354,-21.00000000000435,169.00000000001114,90.0000000000012,-84.99999999999064,-170.99999999999892,-44.99999999999504,234.99999999998522,-343.00000000000443,368.0000000000092,139.9999999999846,-487.99999999999955,168.99999999999693,250.99999999999056,251.00000000000122,353.99999999999875,134.99999999999625,,534.999999999966
2019.12.02,-21.00000000000435,-80.99999999999774,73.99999999999629,-118.00000000000921,-241.00000000000233,-217.0000000000005,90.99999999999665,4.999999999988347,169.00000000001114,110.99999999999443,-60.99999999999994,-203.99999999999307,-64.99999999999284,239.00000000000432,-388.9999999999949,339.00000000001285,148.99999999999915,-605.9999999999955,143.00000000000068,281.9999999999965,245.0000000000063,418.0000000000073,218.99999999999142,,481.0000000000151
2019.12.02,-21.00000000000435,-70.99999999999883,73.99999999999629,-114.00000000000432,-222.99999999999542,-214.99999999999852,81.9999999999821,2.999999999997449,163.0000000000109,101.99999999999099,-63.99999999999739,-201.99999999999108,-58.99999999999794,223.99999999998954,-354.9999999999942,335.00000000000796,130.99999999999224,-598.999999999994,143.00000000000068,280.00000000000114,236.99999999999832,402.9999999999978,214.00000000000307,,467.9999999999925
2019.12.02,2.999999999997449,-116.99999999998934,46.999999999997044,-90.00000000000341,-146.00000000000168,-251.00000000000122,99.99999999998899,0.0,163.0000000000109,79.99999999999119,-53.999999999998494,-219.99999999999798,-68.00000000000139,239.99999999998067,-320.00000000000915,337.0000000000033,76.99999999999375,-651.0000000000016,140.00000000000057,302.99999999999727,201.00000000000674,402.9999999999978,248.99999999998812,,425.9999999999495
2019.12.02,-22.999999999995246,-82.99999999998863,70.99999999999883,-72.00000000000273,-131.99999999999878,-243.99999999999977,98.99999999998244,0.0,120.00000000000455,51.99999999999649,-56.0000000000005,-230.99999999999233,-63.00000000000195,181.99999999998795,-255.00000000000523,294.00000000001114,34.000000000000696,-663.999999999998,108.99999999999466,286.00000000000136,165.9999999999995,380.999999999998,261.0000000000001,,231.9999999999925
2019.12.02,-22.999999999995246,-113.99999999999189,61.99999999998429,-140.00000000000057,-114.99999999999844,-283.99999999999534,129.99999999998568,-2.999999999997449,185.00000000000227,51.99999999999649,-107.99999999999699,-268.99999999999704,-78.99999999999574,302.99999999999727,-276.9999999999939,380.00000000000966,28.999999999990145,-758.9999999999985,222.99999999999898,373.00000000000466,240.00000000000688,428.00000000000614,234.00000000000088,,468.0000000000223
2019.12.02,-19.999999999997797,-41.99999999998649,108.99999999998133,-167.0000000000016,-154.99999999999403,-332.99999999999443,41.99999999998649,41.000000000002146,214.00000000001285,68.00000000000139,-171.99999999999437,-317.9999999999961,-68.99999999999685,257.99999999998136,-215.99999999999397,356.00000000000875,4.999999999988347,-971.9999999999951,304.00000000000205,444.0000000000026,343.00000000000443,514.0000000000033,224.000000000002,,458.00000000002643
2019.12.02,-26.999999999999247,72.0000000000054,103.99999999999298,-137.00000000000045,-187.00000000000384,-334.9999999999964,-68.00000000000139,31.000000000003247,181.0000000000116,78.00000000000028,-148.99999999999915,-324.9999999999975,-2.000000000002,99.99999999999432,-117.99999999999588,328.00000000000296,45.99999999999049,-957.0000000000078,250.99999999999056,426.9999999999925,323.0000000000066,539.0000000000006,276.9999999999939,,451.99999999998175
2019.12.02,-22.999999999995246,-11.00000000000545,98.99999999998244,-128.0000000000001,-167.9999999999904,-334.9999999999964,25.999999999992696,29.999999999996696,178.00000000001148,70.99999999999883,-174.99999999999181,-322.9999999999955,-39.999999999995595,177.99999999999727,-204.00000000000418,323.0000000000075,35.999999999991594,-948.9999999999999,274.9999999999915,420.99999999999227,346.9999999999973,526.0000000000042,231.99999999998778,,385.99999999997704
2019.12.02,-35.00000000000725,117.00000000001154,93.99999999999409,-112.99999999999955,-161.99999999999548,-373.99999999999653,-85.00000000000173,10.999999999983245,146.0000000000008,53.999999999998494,-212.00000000000108,-369.99999999999255,50.0000000000056,15.999999999991132,-28.000000000005798,312.0000000000118,38.99999999998904,-1041.9999999999873,292.99999999999216,453.00000000000296,375.9999999999986,575.9999999999987,256.99999999999613,,372.9999999999873
2019.12.02,26.999999999999247,92.00000000000318,123.99999999999079,-125.0,-146.00000000000168,-417.0000000000007,-142.0000000000199,106.99999999999044,227.00000000000387,90.99999999999665,-180.99999999999784,-375.9999999999986,11.00000000000545,55.999999999983174,-36.999999999998145,291.000000000011,-22.0000000000109,-1207.0000000000025,314.9999999999977,509.9999999999909,382.00000000000455,624.9999999999977,309.99999999998806,,514.9999999999326
2019.12.02,117.99999999999588,31.000000000003247,101.99999999997988,-57.00000000000216,-171.99999999999437,-401.99999999999125,-198.00000000000927,184.99999999999073,260.0000000000051,174.99999999999181,-117.99999999999588,-300.99999999999574,-13.999999999991797,39.99999999999204,-150.99999999999002,242.00000000000443,34.99999999998504,-1136.999999999988,268.0000000000007,448.99999999999807,400.00000000000034,622.0000000000003,282.9999999999888,,659.999999999978
2019.12.02,200.00000000000017,-93.99999999999409,159.99999999998238,-24.00000000000091,-292.00000000000335,-412.9999999999967,-180.0000000000024,331.999999999999,316.0000000000025,305.99999999999517,-22.999999999995246,-254.99999999999412,-139.00000000000023,131.00000000000023,-473.99999999999665,142.00000000001012,95.00000000000064,-1242.999999999994,202.99999999998875,438.99999999999295,428.00000000000614,712.9999999999969,360.0000000000048,,688.0000000000022
2019.12.02,163.99999999999747,-102.99999999998644,160.99999999998892,-12.000000000000455,-297.9999999999983,-431.99999999999903,-124.00000000001299,292.9999999999877,266.00000000000534,278.9999999999959,-51.99999999999649,-300.99999999999574,-146.00000000000168,126.00000000000477,-490.999999999997,128.0000000000001,97.9999999999981,-1302.0000000000032,197.9999999999933,453.00000000000296,431.99999999999903,739.0000000000008,387.99999999998835,,463.99999999997164
2019.12.02,234.00000000000088,-221.99999999998886,53.999999999998494,-25.000000000005684,-258.0000000000027,-442.9999999999934,-95.00000000000064,261.9999999999845,356.9999999999993,312.00000000000114,-18.999999999991246,-264.999999999993,-141.99999999999767,274.0000000000009,-600.0000000000006,264.00000000001,200.00000000000017,-1156.0000000000014,223.99999999998954,472.999999999999,429.99999999999704,729.9999999999973,383.0,,972.0000000000031
2019.12.02,246.00000000000176,-239.99999999999577,-9.000000000014552,6.000000000000227,-262.00000000000665,-471.99999999999466,-90.00000000001229,218.99999999999142,336.00000000001273,327.99999999999494,-19.999999999997797,-288.9999999999948,-107.00000000000153,254.99999999999545,-629.9999999999973,293.00000000000637,279.99999999999136,-1150.999999999991,214.9999999999892,483.99999999999466,440.00000000000705,773.0000000000015,410.99999999998363,,1015.9999999999641
