date,CADJPY,empty,sum
2016.03.28,-57.00000000000216,,-57.00000000000216
2016.03.28,-13.999999999995794,,-13.999999999995794
2016.03.28,99.00000000000375,,99.00000000000375
2016.03.28,162.9999999999967,,162.9999999999967
2016.03.28,170.0000000000017,,170.0000000000017
2016.03.28,218.00000000000352,,218.00000000000352
2016.03.28,185.00000000000227,,185.00000000000227
2016.03.28,228.9999999999992,,228.9999999999992
2016.03.28,322.00000000000273,,322.00000000000273
2016.03.28,340.999999999994,,340.999999999994
2016.03.28,362.99999999999955,,362.99999999999955
2016.03.28,438.0000000000024,,438.0000000000024
2016.03.28,418.99999999999693,,418.99999999999693
2016.03.28,462.0000000000033,,462.0000000000033
2016.03.28,472.999999999999,,472.999999999999
2016.03.28,382.99999999999557,,382.99999999999557
2016.03.28,444.0000000000026,,444.0000000000026
2016.03.28,474.9999999999943,,474.9999999999943
2016.03.28,483.0000000000041,,483.0000000000041
2016.03.28,496.9999999999999,,496.9999999999999
2016.03.28,545.9999999999923,,545.9999999999923
2016.03.28,557.0000000000022,,557.0000000000022
2016.03.28,454.9999999999983,,454.9999999999983
2016.03.28,432.9999999999927,,432.9999999999927
2016.03.28,429.9999999999926,,429.9999999999926
2016.03.28,445.99999999999795,,445.99999999999795
2016.03.28,442.99999999999784,,442.99999999999784
2016.03.28,480.000000000004,,480.000000000004
2016.03.28,478.9999999999992,,478.9999999999992
2016.03.28,450.00000000000284,,450.00000000000284
2016.03.28,465.0000000000034,,465.0000000000034
2016.03.28,495.00000000000455,,495.00000000000455
2016.03.28,527.9999999999916,,527.9999999999916
2016.03.28,533.0000000000013,,533.0000000000013
2016.03.28,582.9999999999984,,582.9999999999984
2016.03.28,513.9999999999958,,513.9999999999958
2016.03.28,602.9999999999944,,602.9999999999944
2016.03.28,620.0000000000045,,620.0000000000045
2016.03.28,676.0000000000019,,676.0000000000019
2016.03.28,701.9999999999982,,701.9999999999982
2016.03.28,716.9999999999987,,716.9999999999987
2016.03.28,713.9999999999986,,713.9999999999986
2016.03.28,721.9999999999942,,721.9999999999942
2016.03.28,721.9999999999942,,721.9999999999942
2016.03.28,724.9999999999943,,724.9999999999943
2016.03.28,777.9999999999916,,777.9999999999916
2016.03.28,816.0000000000025,,816.0000000000025
