names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,10,"['EURUSD', 'EURAUD']",80.0,1.0,S
GBPUSD,15,['EURCAD'],100.0,-0.38166744366744354,B
USDJPY,20,['EURCAD'],80.0,-0.3632303807303807,B
USDCAD,10,['EURUSD'],100.0,0.557650793650794,S
AUDUSD,10,"['AUDJPY', 'EURJPY']",80.0,-0.4444206349206351,B
NZDUSD,10,"['AUDJPY', 'EURJPY']",100.0,-0.41587301587301595,B
GBPCHF,10,"['NZDJPY', 'EURUSD']",80.0,-0.5171904761904763,B
EURCHF,15,"['AUDCAD', 'NZDJPY']",100.0,-0.5872445887445888,B
CHFJPY,10,"['NZDJPY', 'EURUSD']",100.0,-0.49066666666666686,B
AUDCHF,30,"['EURGBP', 'GBPCAD', 'AUDJPY']",80.0,0.530286102786103,S
EURGBP,10,"['EURCAD', 'EURAUD', 'CADCHF']",80.0,0.74,S
GBPJPY,10,"['NZDJPY', 'EURUSD']",80.0,-0.40195238095238106,B
GBPCAD,10,"['EURCAD', 'EURAUD', 'CADCHF']",100.0,-0.72,B
GBPAUD,10,"['EURCAD', 'GBPAUD']",100.0,-0.9840000000000001,B
EURJPY,50,"['EURGBP', 'CADCHF', 'EURCAD']",80.0,0.17908730158730157,S
EURAUD,10,"['EURGBP', 'EURCAD']",80.0,-0.9506666666666668,B
EURNZD,10,"['GBPAUD', 'EURGBP', 'EURCAD']",80.0,-0.9826666666666667,B
CADJPY,20,"['EURUSD', 'AUDJPY']",80.0,-0.35070779220779225,B
NZDJPY,10,"['NZDJPY', 'AUDCAD']",80.0,-0.98,B
AUDCAD,10,['EURAUD'],80.0,1.0,S
NZDCAD,10,"['AUDUSD', 'NZDUSD', 'NZDJPY', 'EURNZD', 'USDCAD', 'NZDCHF']",80.0,-0.9,B
AUDNZD,30,"['USDCAD', 'AUDUSD', 'NZDUSD', 'CADJPY', 'EURUSD', 'USDCHF', 'USDJPY']",100.0,-0.04553968253968254,B
