date,EURUSD,EURCHF,AUDCAD,empty,sum
2018.05.07,-133.99999999998968,-73.99999999999629,-62.99999999999084,,-270.9999999999768
2018.05.07,-121.99999999999989,-72.0000000000054,-70.99999999999883,,-265.0000000000041
2018.05.07,-129.00000000000134,-90.99999999999665,-28.999999999990145,,-248.99999999998812
2018.05.07,-115.99999999998278,-79.00000000000685,-49.99999999999449,,-244.9999999999841
2018.05.07,-104.99999999999955,-56.99999999999594,-85.99999999999719,,-247.99999999999267
2018.05.07,-89.99999999999008,-66.99999999999484,-155.99999999998948,,-312.9999999999744
2018.05.07,-151.9999999999966,-58.000000000002494,-190.99999999999673,,-400.9999999999958
2018.05.07,-190.00000000000128,-56.99999999999594,-161.00000000000003,,-407.99999999999727
2018.05.07,-261.9999999999845,-62.99999999999084,-167.9999999999904,,-492.9999999999657
2018.05.07,-243.99999999999977,-45.99999999999049,-165.9999999999995,,-455.99999999998977
2018.05.07,-247.99999999998158,-52.99999999999194,-84.99999999999064,,-385.99999999996413
2018.05.07,-241.00000000000233,-39.999999999995595,-71.99999999999429,,-352.99999999999227
2018.05.07,-272.99999999998994,-39.999999999995595,-51.99999999999649,,-364.99999999998204
2018.05.07,-268.9999999999859,-19.999999999997797,-108.99999999999244,,-397.9999999999761
2018.05.07,-163.9999999999864,-1.0000000000065512,-170.99999999999892,,-335.99999999999187
2018.05.07,-129.00000000000134,5.999999999994898,-167.9999999999904,,-290.9999999999968
2018.05.07,-99.99999999998899,-1.999999999990898,-198.99999999999363,,-300.9999999999735
2018.05.07,-20.999999999982144,8.000000000008,-217.99999999999596,,-230.9999999999701
2018.05.07,-14.999999999987246,9.999999999998899,-227.99999999999488,,-232.99999999998323
2018.05.07,59.000000000009045,22.999999999995246,-222.99999999999542,,-140.99999999999113
2018.05.07,101.00000000001774,38.0000000000047,-226.99999999999943,,-87.999999999977
2018.05.07,163.00000000000205,-1.999999999990898,-208.99999999999253,,-47.999999999981384
2018.05.07,172.0000000000166,-86.0000000000083,-207.99999999999707,,-121.99999999998877
2018.05.07,145.00000000001734,-157.99999999999147,-229.99999999999687,,-242.999999999971
2018.05.07,175.99999999999838,-225.99999999999287,-238.99999999998923,,-288.99999999998374
2018.05.07,197.00000000000273,-192.99999999999872,-217.99999999999596,,-213.99999999999196
2018.05.07,202.00000000001327,-218.99999999999142,-211.99999999998997,,-228.9999999999681
2018.05.07,245.0000000000063,-224.000000000002,-245.99999999999068,,-224.99999999998636
2018.05.07,307.99999999999716,-214.00000000000307,-263.99999999999756,,-170.00000000000347
2018.05.07,351.0000000000124,-177.99999999998929,-306.9999999999906,,-133.9999999999675
2018.05.07,348.00000000001495,-99.99999999998899,-304.9999999999997,,-56.99999999997374
2018.05.07,310.0000000000103,-95.00000000000064,-347.9999999999928,,-132.99999999998312
2018.05.07,287.9999999999994,-87.99999999999919,-367.99999999999056,,-167.9999999999904
2018.05.07,333.0000000000055,-59.000000000009045,-364.9999999999931,,-90.99999999999665
2018.05.07,253.00000000001432,-86.0000000000083,-323.99999999999096,,-156.99999999998494
2018.05.07,222.00000000001108,-43.999999999999595,-238.99999999998923,,-60.999999999977746
2018.05.07,219.00000000001364,-22.999999999995246,-195.9999999999962,,2.219735506514553e-11
2018.05.07,234.00000000000088,-5.999999999994898,-213.99999999999199,,14.000000000013983
2018.05.07,185.00000000001293,-34.000000000000696,-196.99999999999162,,-45.999999999979394
2018.05.07,127.00000000001043,-52.99999999999194,-189.99999999999017,,-115.99999999997168
2018.05.07,168.0000000000126,-25.999999999992696,-206.99999999999054,,-64.99999999997064
2018.05.07,181.00000000000892,-32.0000000000098,-159.9999999999935,,-10.999999999994373
2018.05.07,222.00000000001108,-31.000000000003247,-176.99999999999383,,14.000000000014012
2018.05.07,229.00000000001253,-28.999999999990145,-162.99999999999093,,37.00000000003146
2018.05.07,253.00000000001432,-8.999999999992347,-131.99999999999878,,112.00000000002319
2018.05.07,231.0000000000034,-15.00000000000945,-22.999999999995246,,192.99999999999872
2018.05.07,256.00000000001177,-1.0000000000065512,-22.999999999995246,,232.00000000000998
2018.05.07,242.00000000000887,-1.0000000000065512,-111.99999999998988,,129.00000000001245
