date,EURUSD,EURCHF,AUDCAD,empty,sum
2018.05.07,-89.99999999999008,7.0000000000014495,2.000000000002,,-80.99999999998663
2018.05.07,-65.99999999998829,-7.0000000000014495,-26.999999999999247,,-99.99999999998899
2018.05.07,-115.99999999998278,-79.00000000000685,-6.999999999990347,,-201.99999999997996
2018.05.07,-93.99999999999409,-51.000000000001044,-40.99999999999105,,-185.9999999999862
2018.05.07,-89.99999999999008,-55.000000000005045,-84.99999999999064,,-229.99999999998573
2018.05.07,-38.99999999998904,-49.99999999999449,-140.99999999999113,,-229.99999999997468
2018.05.07,-136.99999999998712,-25.00000000000835,-124.99999999999733,,-286.99999999999284
2018.05.07,-190.00000000000128,-56.99999999999594,-60.99999999999994,,-307.99999999999716
2018.05.07,-231.99999999998778,-41.000000000002146,-165.9999999999995,,-438.9999999999894
2018.05.07,-167.9999999999904,-18.999999999991246,-82.99999999999974,,-269.99999999998136
2018.05.07,-224.000000000002,-18.0000000000069,-51.99999999999649,,-294.0000000000054
2018.05.07,-217.0000000000005,-32.0000000000098,-13.999999999991797,,-263.0000000000021
2018.05.07,-245.99999999999068,-7.0000000000014495,-24.999999999997247,,-277.99999999998937
2018.05.07,-163.9999999999864,1.999999999990898,-100.99999999999554,,-262.999999999991
2018.05.07,-109.99999999998789,15.00000000000945,-148.99999999999915,,-243.9999999999776
2018.05.07,-95.00000000000064,24.000000000001798,-161.99999999999548,,-232.99999999999432
2018.05.07,17.000000000000348,17.000000000000348,-193.99999999999417,,-159.99999999999346
2018.05.07,-14.999999999987246,32.0000000000098,-159.9999999999935,,-142.99999999997095
2018.05.07,77.00000000001594,62.99999999999084,-193.99999999999417,,-53.99999999998738
2018.05.07,137.00000000000932,52.99999999999194,-183.99999999999528,,6.000000000005969
2018.05.07,239.00000000001143,51.000000000001044,-204.99999999999963,,85.00000000001282
2018.05.07,208.00000000000819,15.00000000000945,-191.99999999999218,,31.000000000025437
2018.05.07,215.00000000000963,-69.00000000000794,-193.99999999999417,,-47.99999999999247
2018.05.07,201.00000000000674,-146.00000000000168,-217.99999999999596,,-162.9999999999909
2018.05.07,216.00000000001617,-171.00000000001003,-178.99999999999582,,-133.99999999998968
2018.05.07,229.00000000001253,-150.99999999999002,-205.99999999999508,,-127.99999999997257
2018.05.07,251.00000000000122,-207.00000000000162,-206.99999999999054,,-162.99999999999093
2018.05.07,336.00000000000296,-160.99999999998892,-238.99999999998923,,-63.99999999997519
2018.05.07,374.0000000000077,-143.99999999998857,-262.999999999991,,-32.99999999997192
2018.05.07,514.9999999999987,-78.00000000000028,-273.9999999999965,,163.000000000002
2018.05.07,362.00000000001785,-62.99999999999084,-277.99999999998937,,21.00000000003763
2018.05.07,316.0000000000052,-79.99999999999119,-313.99999999999204,,-77.99999999997806
2018.05.07,343.00000000000443,-25.999999999992696,-358.9999999999982,,-41.99999999998647
