date,USDCHF,EURUSD,USDJPY,AUDUSD,NZDUSD,CHFJPY,CADCHF,EURGBP,GBPJPY,GBPAUD,EURJPY,EURCAD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2020.07.27,147.99999999999258,-5.000000000010552,-16.000000000005343,-100.99999999999554,-73.99999999999629,-132.99999999999557,118.00000000000699,-60.99999999999994,120.00000000000455,-279.00000000000705,-47.99999999998761,-29.00000000001235,-64.99999999999773,-51.9999999999925,-131.99999999999878,-29.999999999996696,,-638.9999999999918
2020.07.27,152.99999999999204,0.0,-28.999999999996362,-105.99999999999498,-155.00000000000514,-95.99999999998943,151.00000000000114,-40.00000000000669,8.99999999998613,-72.99999999998974,-63.99999999999295,52.99999999999194,-91.99999999999875,-138.9999999999958,-87.00000000000374,-103.99999999999298,,-618.9999999999952
2020.07.27,126.99999999999933,-86.0000000000083,70.99999999999795,-71.99999999999429,-148.0000000000037,-120.99999999999511,146.00000000000168,-118.00000000000699,132.99999999998136,35.00000000000725,-33.00000000000125,-59.99999999999339,13.00000000000523,-62.99999999998818,-43.999999999999595,-137.9999999999937,,-357.9999999999917
2020.07.27,148.99999999999915,-95.00000000000064,36.000000000001364,-102.99999999999754,-150.00000000000568,-126.99999999999534,141.00000000000225,-100.00000000000009,45.99999999999227,8.000000000008,-88.99999999999864,-137.9999999999937,-48.99999999999238,-89.9999999999892,-119.99999999999788,-170.99999999999892,,-851.999999999967
2020.07.27,165.9999999999995,-48.000000000003595,-13.999999999995794,-131.99999999999878,-168.00000000000148,-159.9999999999966,157.00000000000713,-74.00000000000739,-2.0000000000095497,-79.00000000000685,-91.99999999999875,-53.999999999998494,-117.00000000000443,-140.00000000000057,-156.00000000000057,-189.99999999999017,,-1103.0000000000064
2020.07.27,132.99999999999423,-65.00000000000395,22.00000000000557,-121.00000000000443,-187.9999999999993,-168.99999999999693,148.99999999999915,-75.00000000000284,21.99999999999136,-11.00000000000545,-73.99999999999807,-42.0000000000087,-75.00000000000284,-140.00000000000057,-112.000000000001,-189.99999999999017,,-936.0000000000239
2020.07.27,59.99999999999339,-249.00000000001032,-33.00000000000125,-224.000000000002,-263.0000000000021,-318.9999999999884,185.00000000000182,-125.00000000000844,-192.00000000000728,-76.99999999999375,-329.9999999999983,-92.00000000000318,-224.00000000000375,-257.99999999999557,-128.00000000000588,-180.99999999999784,,-2450.0000000000223
2020.07.27,-21.999999999999797,-453.99999999999886,210.99999999999852,-331.0000000000035,-328.0000000000061,-156.99999999999648,146.00000000000168,-214.00000000000307,24.00000000000091,-212.99999999999653,-260.9999999999957,-312.00000000000114,-164.00000000000148,-165.99999999999682,-243.00000000000432,-237.99999999999378,,-2721.9999999999964
2020.07.27,-28.000000000005798,-446.0000000000131,191.0000000000025,-365.99999999999966,-397.99999999999835,-189.99999999999773,172.00000000000549,-173.00000000000094,-64.99999999999773,-225.00000000000853,-281.9999999999965,-239.99999999999577,-218.00000000000352,-256.0000000000002,-248.99999999999923,-292.9999999999988,,-3066.0000000000077
2020.07.27,-58.99999999999794,-492.0000000000035,317.0000000000073,-404.99999999999983,-429.0000000000016,-89.9999999999892,146.00000000000168,-159.00000000000912,27.999999999991587,-241.00000000000233,-179.9999999999926,-307.00000000001285,-168.99999999999693,-201.99999999999818,-307.0000000000017,-337.99999999999386,,-2886.999999999999
2020.07.27,-104.00000000000409,-490.0000000000126,400.99999999999625,-388.9999999999949,-387.99999999999943,-52.99999999999727,104.00000000000409,-168.00000000000148,152.9999999999916,-221.99999999998886,-79.9999999999983,-330.0000000000081,-90.99999999999397,-102.99999999999443,-297.00000000000284,-296.9999999999917,,-2353.9999999999964
2020.07.27,-178.00000000000037,-669.0000000000085,448.0000000000075,-537.9999999999941,-504.00000000000443,-90.99999999999397,121.00000000000443,-167.00000000000603,7.000000000005002,-309.0000000000037,-214.9999999999892,-404.0000000000044,-212.99999999999386,-191.99999999999307,-395.99999999999636,-358.9999999999982,,-3658.9999999999695
2020.07.27,-292.9999999999988,-717.9999999999964,513.0000000000052,-544.0,-529.9999999999972,-161.99999999999193,63.00000000000195,-184.00000000000637,51.9999999999925,-287.9999999999994,-190.9999999999883,-404.0000000000044,-173.99999999999238,-176.00000000000193,-365.0000000000042,-353.99999999999875,,-3754.99999999998
2020.07.27,-252.0000000000078,-673.9999999999968,450.00000000000284,-526.9999999999997,-526.9999999999997,-182.99999999999272,70.0000000000034,-207.00000000000162,60.000000000002274,-360.9999999999891,-216.99999999999875,-394.00000000000546,-198.99999999999807,-213.99999999999864,-370.00000000000364,-376.99999999999403,,-3921.9999999999773
2020.07.27,-219.00000000000253,-626.9999999999998,384.00000000000034,-509.00000000000387,-517.0000000000008,-218.9999999999941,92.00000000000318,-169.00000000000804,-28.999999999996362,-312.00000000000114,-243.99999999999977,-340.00000000000693,-230.99999999999454,-251.99999999999534,-355.0000000000053,-372.99999999999,,-3919.999999999995
2020.07.27,-223.00000000000654,-619.9999999999983,418.00000000000637,-499.000000000005,-506.0000000000064,-184.99999999998806,85.99999999999719,-199.00000000000472,66.0000000000025,-354.0000000000099,-197.9999999999933,-341.99999999999784,-194.99999999999318,-213.99999999999864,-343.9999999999999,-361.9999999999957,,-3670.999999999991
2020.07.27,-184.00000000000637,-547.0000000000086,370.9999999999951,-453.99999999999886,-492.0000000000035,-183.9999999999975,95.00000000000064,-211.00000000000563,112.99999999999955,-378.999999999996,-176.9999999999925,-283.99999999999534,-176.9999999999925,-231.99999999999932,-307.99999999999716,-363.99999999999767,,-3413.999999999996
