date,USDCHF,AUDUSD,CHFJPY,EURCAD,empty,sum
2020.11.16,21.00000000000435,-80.99999999999774,34.000000000006025,5.999999999994898,,-19.99999999999247
2020.11.16,16.0000000000049,-40.00000000000669,-34.99999999999659,-2.999999999997449,,-61.99999999999583
2020.11.16,-21.999999999999797,-180.99999999999784,-141.9999999999959,12.000000000012001,,-332.9999999999815
2020.11.16,-24.999999999997247,-282.0000000000045,-141.9999999999959,-15.999999999993797,,-464.9999999999915
2020.11.16,0.0,-270.0000000000036,-134.00000000000034,-102.99999999998644,,-506.99999999999034
2020.11.16,7.0000000000014495,-273.000000000001,-110.99999999999,-184.99999999999073,,-561.9999999999802
2020.11.16,-69.9999999999923,-326.9999999999995,-131.9999999999908,-113.00000000000753,,-641.9999999999901
2020.11.16,-78.99999999999574,-311.00000000000574,-66.0000000000025,-86.99999999999264,,-542.9999999999966
2020.11.16,-53.999999999998494,-290.9999999999968,-3.9999999999906777,-157.99999999999147,,-506.9999999999775
2020.11.16,-35.999999999991594,-333.0000000000055,3.0000000000001137,-109.99999999998789,,-475.9999999999849
2020.11.16,-78.99999999999574,-324.9999999999975,-36.000000000001364,-83.9999999999952,,-523.9999999999898
2020.11.16,-50.99999999998994,-265.0000000000041,-9.999999999990905,-78.00000000000028,,-403.9999999999852
2020.11.16,-68.99999999999685,-256.0000000000007,-15.999999999991132,-49.99999999999449,,-390.9999999999831
2020.11.16,-43.999999999999595,-282.0000000000045,-24.999999999991473,-80.99999999999774,,-431.9999999999933
2020.11.16,-25.999999999992696,-265.99999999999955,-51.00000000000193,-141.99999999999767,,-484.99999999999187
2020.11.16,-2.999999999997449,-234.00000000000088,-18.999999999991246,-177.00000000000495,,-432.99999999999454
2020.11.16,-11.999999999989797,-229.99999999999687,14.000000000010004,-212.99999999999653,,-440.99999999997317
2020.11.16,-50.99999999998994,-236.99999999999832,-48.00000000000182,-214.00000000000307,,-549.9999999999932
2020.11.16,-42.999999999993044,-234.00000000000088,20.000000000010232,-306.00000000000625,,-562.99999999999
2020.11.16,-135.99999999999167,-309.99999999999915,-39.99999999999204,-160.99999999998892,,-646.9999999999718
2020.11.16,-212.99999999999653,-382.00000000000455,-126.99999999999534,-136.99999999998712,,-858.9999999999836
2020.11.16,-233.99999999998977,-353.99999999999875,-83.99999999998897,-157.00000000000713,,-828.9999999999847
2020.11.16,-118.99999999999133,-268.0000000000016,-15.000000000000568,-163.9999999999864,,-565.9999999999799
2020.11.16,-119.99999999999788,-273.000000000001,-112.99999999999955,-110.99999999999443,,-616.999999999993
2020.11.16,-71.99999999999429,-250.00000000000577,-87.99999999999386,-62.000000000006494,,-472.0000000000004
2020.11.16,-49.99999999999449,-233.00000000000543,-162.9999999999967,-95.00000000000064,,-540.9999999999973
2020.11.16,-8.999999999992347,-333.0000000000055,-43.99999999999693,-221.99999999998886,,-607.9999999999836
2020.11.16,203.00000000000873,-322.00000000000006,-257.99999999999557,-536.0000000000032,,-912.9999999999901
2020.11.16,150.00000000000568,-336.00000000000296,-201.99999999999818,-574.9999999999922,,-962.9999999999876
2020.11.16,140.0000000000068,-387.99999999999943,-179.00000000000205,-737.9999999999942,,-1164.9999999999889
2020.11.16,243.99999999999977,-280.00000000000244,-152.9999999999916,-743.9999999999891,,-932.9999999999834
2020.11.16,181.00000000000892,-355.0000000000053,-66.99999999999307,-771.9999999999949,,-1012.9999999999843
2020.11.16,123.00000000000644,-373.00000000000114,-12.999999999991019,-678.0000000000008,,-940.9999999999866
2020.11.16,97.00000000000264,-338.00000000000495,108.00000000000409,-697.9999999999986,,-830.9999999999968
2020.11.16,34.000000000000696,-439.99999999999596,36.000000000001364,-638.9999999999895,,-1008.9999999999834
2020.11.16,29.000000000001247,-599.0000000000051,23.000000000010346,-764.9999999999934,,-1311.9999999999868
2020.11.16,3.0000000000085514,-575.0000000000033,7.000000000005002,-716.9999999999899,,-1281.9999999999795
2020.11.16,-21.999999999999797,-611.000000000006,5.000000000009663,-645.999999999991,,-1273.9999999999873
2020.11.16,-17.000000000000348,-553.0000000000035,12.000000000000455,-587.9999999999885,,-1145.9999999999918
2020.11.16,-14.999999999998348,-563.0000000000024,20.000000000010232,-503.99999999999335,,-1061.9999999999839
2020.11.16,-6.999999999990347,-497.99999999999847,61.00000000000705,-486.999999999993,,-930.9999999999748
2020.11.16,5.000000000010552,-497.000000000003,21.000000000000796,-468.9999999999861,,-939.9999999999777
2020.11.16,4.000000000004,-546.9999999999975,48.00000000000182,-421.99999999998903,,-916.9999999999807
2020.11.16,49.00000000001015,-512.9999999999968,39.00000000000148,-373.00000000000114,,-797.9999999999864
2020.11.16,38.0000000000047,-495.9999999999964,36.000000000001364,-292.9999999999877,,-714.9999999999781
2020.11.16,2.000000000002,-580.0000000000027,14.000000000010004,-282.9999999999888,,-846.9999999999795
2020.11.16,5.000000000010552,-583.0000000000002,4.0000000000048885,-400.00000000000034,,-973.9999999999851
2020.11.16,3.0000000000085514,-563.0000000000024,85.99999999999852,-540.9999999999915,,-1014.9999999999868
2020.11.17,-3.999999999992898,-551.9999999999969,37.00000000000614,-479.0000000000072,,-997.9999999999909
2020.11.17,6.0000000000060005,-519.0000000000028,26.00000000001046,-434.000000000001,,-920.9999999999874
2020.11.17,-4.999999999999449,-595.0000000000011,31.00000000000591,-422.9999999999956,,-991.9999999999902
2020.11.17,1.0000000000065512,-583.0000000000002,46.00000000000648,-407.0000000000018,,-942.999999999989
2020.11.17,-39.00000000000014,-628.0000000000064,100.00000000000853,-418.9999999999916,,-985.9999999999895
2020.11.17,-34.99999999999615,-626.9999999999998,49.000000000006594,-425.99999999999307,,-1038.9999999999823
2020.11.17,-35.999999999991594,-575.9999999999987,85.00000000000796,-432.9999999999945,,-959.9999999999768
2020.11.17,-23.999999999990695,-536.9999999999986,5.000000000009663,-445.0000000000065,,-1000.9999999999861
2020.11.17,-53.999999999998494,-606.0000000000065,13.00000000000523,-417.0000000000007,,-1064.0000000000005
2020.11.17,-28.999999999990145,-580.9999999999982,50.00000000001137,-428.00000000000614,,-987.9999999999831
2020.11.17,-13.999999999991797,-607.9999999999974,88.00000000000807,-445.0000000000065,,-978.9999999999876
2020.11.17,-5.999999999994898,-597.9999999999985,55.00000000000682,-479.0000000000072,,-1027.9999999999939
2020.11.17,-5.999999999994898,-607.9999999999974,91.99999999999875,-449.9999999999948,,-971.9999999999884
2020.11.17,3.0000000000085514,-599.0000000000051,93.00000000000352,-462.0000000000068,,-964.9999999999999
2020.11.17,32.0000000000098,-575.0000000000033,121.00000000000932,-458.9999999999872,,-880.9999999999714
2020.11.17,12.000000000000899,-565.0000000000044,82.99999999999841,-441.0000000000025,,-911.0000000000076
2020.11.17,-10.999999999994348,-534.0000000000011,55.999999999997385,-407.0000000000018,,-895.9999999999999
2020.11.17,-3.999999999992898,-539.999999999996,13.00000000000523,-429.99999999999704,,-960.9999999999808
2020.11.17,20.0000000000089,-519.0000000000028,57.00000000000216,-435.0000000000076,,-876.9999999999993
2020.11.17,34.000000000000696,-426.9999999999996,155.00000000000114,-432.9999999999945,,-670.9999999999923
2020.11.17,-13.999999999991797,-472.00000000000574,185.00000000000227,-299.99999999998914,,-600.9999999999844
2020.11.17,-230.99999999999233,-638.0000000000052,47.000000000011255,-177.99999999998929,,-999.9999999999756
2020.11.17,-106.99999999999044,-717.000000000001,123.00000000000466,-363.9999999999866,,-1064.9999999999734
2020.11.17,-172.99999999998983,-668.0000000000019,88.00000000000807,-276.9999999999939,,-1029.9999999999777
2020.11.17,-180.99999999999784,-595.9999999999966,38.000000000010914,-269.9999999999925,,-1008.999999999976
2020.11.17,-237.99999999999378,-702.9999999999981,9.000000000000341,-279.00000000000705,,-1210.9999999999986
2020.11.17,-228.99999999999034,-683.9999999999957,121.00000000000932,-153.9999999999875,,-945.9999999999642
2020.11.17,-228.99999999999034,-658.0000000000031,118.00000000000921,-273.9999999999965,,-1042.9999999999807
2020.11.17,-189.99999999999017,-556.9999999999964,109.00000000000887,-177.99999999998929,,-815.999999999967
2020.11.17,-196.99999999999162,-567.0000000000064,129.0000000000049,-41.99999999998649,,-676.9999999999795
2020.11.17,-227.99999999999488,-526.9999999999997,139.00000000001,168.0000000000126,,-447.9999999999719
2020.11.17,-300.99999999999574,-495.9999999999964,93.00000000000352,241.00000000000233,,-462.9999999999863
2020.11.17,-255.99999999998957,-431.99999999999903,94.99999999999886,32.999999999994145,,-559.9999999999957
2020.11.17,-210.99999999999451,-307.99999999999716,275.0000000000057,-15.999999999993797,,-259.9999999999798
2020.11.17,-143.9999999999997,-355.0000000000053,267.0000000000101,-39.999999999995595,,-271.99999999999045
2020.11.17,-178.99999999999582,-397.99999999999835,171.00000000000648,42.0000000000087,,-363.999999999979
2020.11.17,-146.99999999999713,-400.00000000000034,213.00000000000807,-52.99999999999194,,-386.99999999998136
2020.11.17,-141.99999999999767,-363.0000000000022,218.00000000000352,25.999999999992696,,-261.00000000000364
2020.11.17,-140.99999999999113,-404.0000000000044,210.00000000000796,-58.000000000002494,,-392.99999999999
2020.11.17,-168.99999999999693,-414.9999999999987,165.00000000000625,-79.00000000000685,,-497.99999999999625
2020.11.17,-172.99999999998983,-406.00000000000637,172.00000000001125,-147.99999999999258,,-554.9999999999775
2020.11.17,-198.99999999999363,-395.0000000000009,151.00000000001046,-180.0000000000024,,-622.9999999999865
2020.11.17,-172.99999999998983,-445.0000000000065,198.0000000000075,-306.00000000000625,,-725.9999999999951
2020.11.17,-175.99999999999838,-429.0000000000016,180.00000000000682,-242.99999999999324,,-667.9999999999864
2020.11.17,-154.99999999999403,-402.9999999999978,222.0000000000084,-89.00000000000574,,-424.99999999998914
2020.11.17,-137.9999999999937,-399.0000000000049,237.99999999999955,-102.00000000000209,,-401.0000000000012
2020.11.17,-118.99999999999133,-446.9999999999974,274.0000000000009,-192.99999999999872,,-484.9999999999866
2020.11.17,-81.9999999999932,-363.0000000000022,317.99999999999784,-22.999999999995246,,-149.9999999999928
2020.11.18,-100.00000000000009,-365.0000000000042,329.9999999999983,-59.99999999999339,,-194.99999999999943
2020.11.18,-111.99999999998988,-348.9999999999993,296.0000000000065,-72.99999999998974,,-237.99999999997246
2020.11.18,-93.99999999999409,-300.99999999999574,302.0000000000067,-28.000000000005798,,-120.99999999998892
2020.11.18,-100.00000000000009,-350.00000000000585,311.00000000000705,4.000000000004,,-134.99999999999486
2020.11.18,-103.99999999999298,-234.99999999999633,406.0000000000059,43.999999999999595,,111.0000000000162
2020.11.18,-98.99999999999353,-192.99999999999872,426.00000000000193,42.999999999993044,,177.0000000000027
2020.11.18,-74.99999999999174,-178.99999999999582,441.0000000000025,-29.999999999996696,,157.00000000001825
2020.11.18,-97.9999999999981,-168.00000000000148,396.0000000000008,-8.999999999992347,,121.0000000000089
2020.11.18,-108.99999999999244,-214.99999999999852,364.0000000000043,1.0000000000065512,,41.00000000001991
2020.11.18,-109.99999999999899,-238.0000000000049,377.00000000000955,-9.999999999998899,,19.000000000006786
2020.11.18,-92.99999999999864,-234.99999999999633,375.0,-35.00000000000725,,11.999999999997755
2020.11.18,-132.99999999999423,-285.9999999999974,349.00000000000375,-73.99999999999629,,-143.99999999998414
2020.11.18,-134.99999999999625,-285.9999999999974,350.9999999999991,-48.000000000003595,,-117.99999999999814
2020.11.18,-167.9999999999904,-328.0000000000061,329.9999999999983,-58.99999999998684,,-224.99999999998502
2020.11.18,-196.99999999999162,-306.00000000000625,347.999999999999,-1.0000000000065512,,-156.0000000000054
2020.11.18,-190.99999999999673,-326.0000000000041,395.00000000001023,7.0000000000014495,,-114.99999999998911
2020.11.18,-140.99999999999113,-278.9999999999959,418.00000000000637,-11.999999999989797,,-13.99999999997047
2020.11.18,-208.99999999999253,-336.9999999999984,410.0000000000108,25.00000000000835,,-110.99999999997175
2020.11.18,-207.99999999999707,-417.99999999999613,496.9999999999999,4.000000000004,,-124.99999999998929
2020.11.18,-182.99999999999983,-434.000000000001,523.0000000000103,-85.00000000000173,,-178.9999999999923
2020.11.18,-207.99999999999707,-584.0000000000067,460.00000000000796,-69.00000000000794,,-401.00000000000375
2020.11.18,-133.99999999998968,-563.9999999999978,507.000000000005,-100.99999999999554,,-291.99999999997806
2020.11.18,-147.99999999999258,-616.0000000000055,515.0000000000006,-160.99999999998892,,-409.9999999999864
2020.11.18,-261.99999999999557,-619.0000000000028,463.99999999999864,-66.99999999999484,,-483.9999999999946
2020.11.18,-231.99999999999886,-636.0000000000032,512.0000000000005,-255.00000000000523,,-611.0000000000068
2020.11.18,-244.99999999999523,-624.9999999999977,480.000000000004,-330.0000000000081,,-719.999999999997
2020.11.18,-208.99999999999253,-543.0000000000045,531.0000000000059,-272.99999999998994,,-493.99999999998107
2020.11.18,-171.99999999999437,-507.0000000000019,518.0000000000007,-255.99999999998957,,-416.9999999999851
2020.11.18,-105.99999999999498,-556.0000000000009,532.0000000000107,-462.9999999999912,,-592.9999999999764
2020.11.18,-121.99999999999989,-541.9999999999981,563.0000000000024,-319.999999999987,,-420.99999999998255
2020.11.18,-93.99999999999409,-429.0000000000016,579.9999999999983,-405.9999999999952,,-348.9999999999926
2020.11.18,-70.99999999999883,-404.0000000000044,576.9999999999982,-234.00000000000088,,-132.00000000000588
2020.11.18,-103.99999999999298,-406.00000000000637,603.0000000000086,-96.00000000000719,,-2.9999999999978684
2020.11.18,-118.99999999999133,-451.0000000000014,629.0000000000049,-204.99999999998852,,-145.99999999997635
2020.11.18,-159.9999999999935,-555.0000000000055,727.0000000000039,-339.0000000000004,,-326.9999999999955
2020.11.18,-281.99999999999335,-629.9999999999973,638.0000000000052,-302.9999999999866,,-576.999999999972
2020.11.18,-236.99999999999832,-577.0000000000052,621.0000000000093,-503.99999999999335,,-696.9999999999875
2020.11.18,-269.9999999999925,-626.9999999999998,600.0000000000085,-568.9999999999973,,-865.999999999981
2020.11.18,-305.99999999999517,-636.0000000000032,512.0000000000005,-537.9999999999941,,-967.999999999992
2020.11.18,-265.99999999999955,-614.9999999999989,487.99999999999955,-621.0000000000049,,-1014.0000000000038
2020.11.18,-232.99999999999432,-626.0000000000043,536.0000000000014,-689.9999999999907,,-1012.999999999988
2020.11.18,-217.99999999999596,-595.9999999999966,591.0000000000082,-710.999999999995,,-933.9999999999793
2020.11.18,-188.9999999999947,-531.0000000000036,593.0000000000035,-621.9999999999892,,-748.9999999999841
2020.11.18,-210.99999999999451,-587.9999999999997,555.9999999999974,-669.9999999999928,,-912.9999999999897
2020.11.18,-169.99999999999238,-578.0000000000007,612.000000000009,-632.9999999999947,,-768.9999999999787
2020.11.18,-88.99999999999464,-397.0000000000029,677.0000000000067,-441.99999999998687,,-250.99999999997772
2020.11.18,-100.00000000000009,-436.00000000000307,662.0000000000061,-442.9999999999934,,-316.99999999999045
2020.11.18,-92.99999999999864,-436.00000000000307,691.0000000000025,-401.99999999999125,,-239.99999999999045
2020.11.19,-140.99999999999113,-428.00000000000614,823.9999999999981,-451.0000000000014,,-196.00000000000063
2020.11.19,-122.99999999999534,-395.99999999999636,709.0000000000032,-431.99999999998795,,-241.99999999997647
2020.11.19,-95.99999999999609,-428.00000000000614,695.999999999998,-461.0000000000003,,-289.0000000000046
2020.11.19,-50.99999999998994,-355.0000000000053,677.9999999999973,-435.0000000000076,,-163.00000000000557
2020.11.19,-7.9999999999968985,-246.99999999999721,694.0000000000026,-475.0000000000032,,-35.99999999999466
2020.11.19,-17.999999999995797,-280.9999999999979,770.0000000000102,-441.0000000000025,,30.00000000001404
2020.11.19,-52.99999999999194,-326.0000000000041,748.0000000000047,-466.9999999999952,,-97.99999999998658
2020.11.19,-76.99999999999375,-316.0000000000052,689.9999999999977,-424.99999999998647,,-127.99999999998766
2020.11.19,-92.99999999999864,-295.0000000000008,706.0000000000031,-391.000000000008,,-73.00000000000438
2020.11.19,-62.99999999999084,-317.9999999999961,786.0000000000014,-455.99999999998977,,-50.99999999997533
2020.11.19,-91.99999999999208,-317.0000000000006,765.0000000000006,-448.9999999999883,,-92.99999999998045
2020.11.19,-74.99999999999174,-290.00000000000136,805.0000000000068,-453.99999999999886,,-13.999999999985164
2020.11.19,-108.99999999999244,-295.99999999999625,772.0000000000056,-426.9999999999996,,-59.99999999998272
2020.11.19,-135.99999999999167,-331.0000000000035,707.0000000000078,-452.00000000000796,,-211.99999999999534
2020.11.19,-113.99999999999189,-329.999999999997,716.9999999999987,-465.99999999998863,,-192.99999999997874
2020.11.19,-128.99999999999022,-307.0000000000017,713.0000000000081,-397.0000000000029,,-119.99999999998676
2020.11.19,-103.99999999999298,-246.00000000000176,626.0000000000048,-384.9999999999909,,-108.9999999999809
2020.11.19,-170.99999999999892,-331.999999999999,558.0000000000069,-401.00000000000693,,-345.9999999999979
2020.11.19,-133.99999999998968,-321.0000000000046,600.0000000000085,-401.00000000000693,,-255.99999999999272
2020.11.19,-110.99999999999443,-297.9999999999983,672.0000000000113,-455.99999999998977,,-192.99999999997124
2020.11.19,-13.999999999991797,-175.99999999999838,677.0000000000067,-394.9999999999898,,92.00000000002672
2020.11.19,90.0000000000012,-84.0000000000063,814.0000000000072,-404.9999999999887,,415.00000000001336
2020.11.19,86.0000000000083,-87.99999999999919,807.0000000000022,-446.9999999999974,,358.00000000001387
2020.11.19,128.00000000000588,-50.0000000000056,728.9999999999992,-350.00000000000585,,456.9999999999937
2020.11.19,140.0000000000068,0.999999999995449,584.0000000000032,-431.0000000000036,,294.0000000000019
2020.11.19,87.00000000000374,-29.000000000001247,603.0000000000086,-370.999999999988,,290.00000000002314
2020.11.19,86.0000000000083,-14.000000000002899,628.0000000000001,-400.00000000000034,,300.0000000000051
2020.11.19,-35.999999999991594,-126.0000000000039,552.0000000000067,-383.0,,7.000000000011255
2020.11.19,-54.999999999993946,-117.99999999999588,588.9999999999986,-428.9999999999905,,-12.999999999981696
2020.11.19,-2.999999999997449,-99.00000000000463,602.0000000000039,-401.00000000000693,,98.99999999999488
2020.11.19,1.0000000000065512,-53.00000000000304,603.9999999999992,-441.0000000000025,,111.00000000000023
2020.11.19,10.000000000010001,-97.00000000000264,621.9999999999999,-517.9999999999962,,17.000000000011028
2020.11.19,113.00000000000753,-4.999999999999449,709.0000000000032,-461.0000000000003,,356.00000000001097
2020.11.19,36.0000000000027,-94.00000000000519,689.0000000000072,-546.9999999999864,,84.0000000000183
2020.11.19,29.000000000001247,-68.00000000000139,764.00000000001,-560.9999999999893,,164.00000000002058
2020.11.19,-28.999999999990145,-90.0000000000012,706.0000000000031,-529.999999999986,,57.00000000002569
2020.11.19,-45.99999999999049,-75.9999999999983,715.0000000000034,-509.99999999998823,,83.00000000002643
2020.11.19,-42.999999999993044,-29.999999999996696,734.0000000000089,-540.9999999999915,,120.00000000002763
2020.11.19,-58.99999999999794,-97.9999999999981,756.0000000000002,-496.99999999999187,,102.00000000001234
2020.11.19,-14.999999999998348,-124.99999999999733,800.0000000000114,-574.9999999999922,,85.00000000002353
2020.11.19,-46.999999999997044,-165.00000000000404,758.0000000000098,-530.9999999999926,,15.00000000001603
2020.11.19,-75.9999999999983,-165.9999999999995,740.0000000000091,-489.0000000000061,,9.00000000000523
2020.11.19,-144.99999999999514,-246.99999999999721,662.0000000000061,-421.0000000000047,,-150.99999999999096
2020.11.19,-190.99999999999673,-297.00000000000284,618.9999999999998,-330.0000000000081,,-199.00000000000784
2020.11.19,-149.99999999999457,-285.9999999999974,637.0000000000005,-253.99999999999866,,-52.99999999999014
2020.11.19,-195.9999999999962,-336.9999999999984,636.0000000000099,-330.0000000000081,,-226.99999999999272
2020.11.19,-202.9999999999976,-316.0000000000052,636.0000000000099,-368.9999999999971,,-251.99999999998994
2020.11.19,-190.99999999999673,-207.99999999999707,721.0000000000036,-256.99999999999613,,65.0000000000137
2020.11.20,-183.99999999999528,-168.00000000000148,783.0000000000013,-346.0000000000019,,85.00000000000261
2020.11.20,-170.99999999999892,-119.00000000000244,728.0000000000086,-330.9999999999924,,107.0000000000149
2020.11.20,-132.99999999999423,-150.00000000000568,647.0000000000056,-238.99999999998923,,125.00000000001646
2020.11.20,-128.99999999999022,-63.99999999999739,677.0000000000067,-177.99999999998929,,306.0000000000298
2020.11.20,-170.99999999999892,-167.00000000000603,540.0000000000063,-209.9999999999991,,-7.999999999997783
2020.11.20,-178.99999999999582,-173.9999999999964,573.9999999999981,-160.00000000000458,,61.00000000000128
2020.11.20,-201.99999999999108,-209.00000000000364,555.0000000000068,-207.00000000000162,,-62.99999999998951
2020.11.20,-206.99999999999054,-265.0000000000041,511.0000000000099,-195.9999999999962,,-156.99999999998096
2020.11.20,-184.99999999999073,-175.99999999999838,524.0000000000009,-184.00000000000637,,-20.999999999994543
2020.11.20,-193.99999999999417,-209.00000000000364,567.9999999999978,-185.99999999999727,,-20.99999999999727
