date,GBPUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,EURGBP,GBPJPY,EURJPY,CADJPY,AUDJPY,NZDJPY,empty,sum
2021.05.17,-60.000000000015596,0.0,-123.00000000000644,-131.00000000000333,-221.00000000000452,-268.0000000000007,-30.000000000007798,-201.99999999999818,-76.99999999999818,-141.00000000000534,-203.00000000000296,-238.9999999999901,,-1695.0000000000332
2021.05.17,-48.000000000003595,32.999999999994145,-116.00000000000499,-202.0000000000022,-164.99999999999292,-250.0,66.99999999999484,-78.00000000000296,-72.00000000000273,-120.00000000000455,-158.99999999999181,-280.9999999999917,,-1391.0000000000086
2021.05.17,-99.00000000000463,-2.0000000000131024,-184.00000000000637,-246.00000000000176,-208.99999999999253,-378.0000000000001,66.99999999999484,-301.9999999999925,-240.0000000000091,-246.9999999999999,-308.9999999999975,-359.99999999999943,,-2509.0000000000223
2021.05.17,-77.00000000001594,28.999999999990145,-173.00000000000094,-216.0000000000051,-202.9999999999976,-375.99999999999056,148.99999999999915,-300.9999999999877,-251.00000000000477,-242.00000000000443,-310.0000000000023,-343.9999999999941,,-2315.000000000014
2021.05.17,-91.00000000001884,73.99999999999629,-175.00000000000293,-213.00000000000762,-218.99999999999142,-399.0000000000009,148.99999999999915,-325.9999999999934,-270.9999999999866,-219.99999999999886,-331.99999999999363,-349.9999999999943,,-2372.999999999993
2021.05.17,-102.00000000000209,63.99999999999739,-177.00000000000495,-213.00000000000762,-190.99999999998562,-436.9999999999976,147.99999999999258,-356.9999999999993,-316.0000000000025,-243.99999999999977,-325.9999999999934,-348.99999999998954,,-2499.9999999999923
2021.05.17,-69.00000000000794,85.00000000000173,-131.99999999999878,-170.00000000000347,-181.9999999999933,-450.00000000000284,151.00000000000114,-359.9999999999852,-318.9999999999884,-265.00000000000057,-304.9999999999926,-337.99999999999386,,-2353.9999999999645
2021.05.17,35.999999999991594,141.99999999999767,17.999999999995797,-85.00000000000173,-181.9999999999933,-405.9999999999917,118.99999999999133,-308.9999999999975,-240.0000000000091,-240.0000000000091,-176.00000000000193,-273.9999999999867,,-1597.0000000000146
2021.05.17,53.999999999998494,166.99999999998383,0.0,-85.00000000000173,-173.00000000000094,-370.9999999999951,139.99999999999568,-233.0000000000041,-167.0000000000016,-190.00000000001194,-158.99999999999181,-239.99999999999488,,-1257.000000000024
2021.05.17,32.999999999994145,136.99999999998712,-4.999999999999449,-75.00000000000284,-168.99999999999693,-289.0000000000015,127.99999999999478,-150.99999999998204,-97.99999999998477,-154.00000000001057,-120.99999999999511,-176.9999999999925,,-940.9999999999897
2021.05.17,93.99999999999409,232.99999999999432,70.99999999999883,-69.00000000000794,-144.99999999999514,-268.99999999999125,145.9999999999906,-94.99999999999886,-66.0000000000025,-81.00000000000307,-45.000000000001705,-176.9999999999925,,-403.0000000000151
2021.05.17,60.99999999999994,183.99999999998417,48.99999999999905,-23.00000000000635,-211.00000000000563,-256.0000000000002,139.00000000000023,-117.999999999995,-76.99999999999818,-97.99999999999898,-60.000000000002274,-128.0000000000001,,-538.0000000000234
2021.05.17,6.999999999979245,187.99999999998818,19.00000000000235,0.999999999995449,-201.99999999999108,-237.99999999999955,128.99999999999022,-98.99999999998954,-45.99999999999227,-92.00000000001296,-33.999999999991815,-57.999999999992724,,-425.00000000001444
2021.05.17,29.999999999996696,222.99999999999542,74.99999999999174,56.0000000000005,-164.99999999999292,-268.99999999999125,119.99999999999788,-127.9999999999859,-54.000000000002046,-76.00000000000762,-9.000000000000341,-10.99999999999568,,-207.99999999999352
2021.05.17,38.99999999998904,207.00000000000162,112.99999999999643,73.99999999999629,-214.00000000000307,-286.9999999999919,105.99999999999498,-189.99999999999773,-79.00000000000773,-117.00000000000443,-12.999999999991019,-35.99999999998715,,-397.00000000000466
2021.05.17,36.999999999998145,175.99999999999838,93.99999999999409,78.00000000000028,-197.00000000000273,-284.9999999999966,112.000000000001,-183.9999999999975,-81.99999999999363,-135.00000000000512,-15.999999999991132,-24.999999999991473,,-426.99999999998624
2021.05.17,59.99999999999339,125.99999999998168,76.99999999999375,56.0000000000005,-197.99999999998707,-284.9999999999966,105.99999999999498,-157.99999999998704,-68.9999999999884,-172.00000000001125,-43.99999999999693,-56.99999999998795,,-557.9999999999909
2021.05.17,66.99999999999484,139.9999999999846,80.00000000000229,61.999999999995396,-204.00000000000418,-228.9999999999992,101.99999999999099,-118.99999999999977,-25.999999999982037,-134.00000000000034,-7.999999999995566,-24.999999999991473,,-294.0000000000045
2021.05.17,-69.00000000000794,75.00000000000284,44.99999999999504,2.999999999997449,-236.99999999999832,-206.00000000000307,73.99999999999629,-91.99999999998454,28.999999999996362,-103.00000000000864,24.00000000000091,-12.999999999991019,,-470.0000000000046
2021.05.17,-188.00000000001037,-2.0000000000131024,-17.000000000000348,-48.99999999999905,-299.00000000000483,-200.9999999999934,35.999999999991594,-170.99999999999227,36.000000000001364,-130.00000000000966,-12.000000000000455,-42.999999999992156,,-1040.0000000000227
2021.05.17,-252.0000000000078,-1.0000000000065512,-17.000000000000348,-26.000000000003798,-333.0000000000055,-221.00000000000364,18.999999999991246,-221.99999999998,3.0000000000143245,-115.99999999999966,-3.0000000000001137,-0.999999999990564,,-1169.9999999999923
2021.05.17,-208.00000000000819,92.99999999998754,80.00000000000229,79.99999999999119,-302.0000000000023,-230.00000000000398,31.999999999998696,-245.9999999999809,-8.99999999998613,-77.00000000001239,75.00000000000284,78.00000000000296,,-634.0000000000084
2021.05.17,-90.00000000001229,92.00000000000318,82.99999999999974,127.99999999999478,-319.999999999987,-170.0000000000017,59.99999999999339,-128.99999999999068,-40.99999999999682,-140.00000000000057,46.999999999997044,87.0000000000033,,-392.9999999999976
