date,EURCHF,CADCHF,AUDCAD,NZDCAD,empty,sum
2020.05.18,-1141.0000000000143,-859.9999999999941,-495.000000000001,-502.00000000000244,,-2998.000000000012
2020.05.18,-1102.000000000003,-890.0000000000019,-456.9999999999963,-484.00000000000665,,-2933.000000000008
2020.05.18,-866.9999999999956,-812.0000000000016,-396.9999999999918,-432.0000000000102,,-2507.999999999999
2020.05.19,-1001.0000000000074,-798.9999999999942,-390.0000000000015,-426.9999999999996,,-2617.0000000000027
2020.05.19,-1022.9999999999961,-812.999999999997,-326.9999999999995,-359.0000000000093,,-2522.000000000002
2020.05.19,-977.0000000000057,-815.9999999999945,-410.9999999999947,-498.00000000000955,,-2702.0000000000045
2020.05.19,-987.0000000000045,-839.0000000000009,-402.9999999999978,-497.000000000003,,-2726.0000000000064
2020.05.19,-1011.0000000000064,-853.0000000000038,-368.9999999999971,-448.9999999999994,,-2682.000000000007
2020.05.19,-1002.000000000014,-861.0000000000007,-402.00000000000233,-439.0000000000005,,-2704.0000000000173
2020.05.19,-1009.9999999999998,-866.9999999999956,-637.9999999999941,-529.0000000000017,,-3043.9999999999914
2020.05.19,-1025.0000000000093,-887.9999999999999,-595.0000000000011,-417.0000000000007,,-2925.000000000011
2020.05.19,-1031.000000000004,-880.9999999999984,-503.99999999999335,-463.0000000000023,,-2878.999999999998
2020.05.19,-981.0000000000097,-832.9999999999949,-476.9999999999941,-469.0000000000083,,-2760.000000000007
2020.05.19,-978.0000000000122,-829.0000000000019,-561.9999999999958,-557.0000000000075,,-2926.0000000000173
2020.05.19,-974.9999999999925,-812.0000000000016,-515.9999999999942,-595.0000000000011,,-2897.999999999989
2020.05.19,-964.9999999999936,-766.0,-454.9999999999943,-579.0000000000073,,-2764.9999999999955
2020.05.19,-968.0000000000133,-773.0000000000015,-449.9999999999948,-581.0000000000093,,-2772.000000000019
2020.05.19,-994.000000000006,-805.0000000000001,-507.0000000000019,-568.0000000000018,,-2874.00000000001
2020.05.19,-1018.0000000000077,-858.0000000000032,-503.99999999999335,-582.0000000000048,,-2962.000000000009
2020.05.19,-1062.0000000000073,-861.0000000000007,-524.9999999999977,-673.0000000000014,,-3121.000000000007
2020.05.19,-1079.0000000000077,-829.0000000000019,-429.99999999999704,-626.9999999999998,,-2965.0000000000064
2020.05.19,-1212.9999999999975,-951.0000000000018,-636.9999999999986,-889.0000000000065,,-3690.000000000004
2020.05.19,-1330.9999999999934,-1064.9999999999936,-703.9999999999935,-926.0000000000045,,-4025.9999999999854
2020.05.19,-1259.00000000001,-990.9999999999974,-625.9999999999932,-869.0000000000086,,-3745.000000000009
2020.05.19,-1222.000000000012,-924.9999999999981,-709.9999999999995,-947.000000000009,,-3804.0000000000186
2020.05.19,-1177.000000000006,-924.0000000000026,-634.0000000000013,-879.0000000000075,,-3614.0000000000173
2020.05.19,-1324.000000000014,-924.9999999999981,-751.9999999999972,-1028.0000000000066,,-4029.0000000000164
2020.05.19,-1333.0000000000064,-907.9999999999977,-720.9999999999939,-1059.00000000001,,-4021.000000000008
2020.05.19,-1313.0000000000086,-883.0000000000005,-580.9999999999982,-960.0000000000053,,-3737.0000000000127
2020.05.19,-1300.9999999999966,-830.9999999999928,-637.9999999999941,-1057.000000000008,,-3826.999999999992
2020.05.19,-1435.9999999999927,-890.9999999999974,-632.9999999999947,-1037.0000000000102,,-3996.9999999999945
2020.05.19,-1405.0000000000118,-973.999999999997,-590.999999999997,-985.0000000000025,,-3955.000000000009
2020.05.19,-1290.9999999999977,-903.9999999999937,-556.9999999999964,-975.0000000000036,,-3726.9999999999914
2020.05.19,-1266.999999999996,-902.9999999999983,-451.0000000000014,-928.0000000000066,,-3549.000000000002
2020.05.19,-1202.9999999999984,-905.0000000000002,-546.000000000002,-953.0000000000039,,-3607.0000000000045
2020.05.19,-1088.0,-941.000000000003,-534.9999999999966,-937.00000000001,,-3501.0000000000095
2020.05.19,-1009.9999999999998,-1012.0000000000018,-437.999999999994,-836.0000000000034,,-3295.999999999999
2020.05.19,-1236.9999999999993,-1139.9999999999966,-535.999999999992,-936.0000000000035,,-3848.999999999992
2020.05.19,-1297.999999999999,-1158.9999999999989,-634.9999999999967,-942.0000000000095,,-4034.0000000000045
2020.05.19,-1195.999999999997,-1174.9999999999927,-590.0000000000016,-941.000000000003,,-3901.9999999999945
2020.05.19,-1310.0000000000111,-1220.9999999999943,-617.9999999999964,-964.0000000000093,,-4113.000000000011
2020.05.19,-1266.999999999996,-1219.9999999999989,-558.9999999999984,-917.0000000000011,,-3962.9999999999936
2020.05.19,-1184.0000000000073,-1127.9999999999957,-580.9999999999982,-953.9999999999993,,-3847.0
2020.05.19,-1166.0000000000005,-1085.9999999999982,-636.9999999999986,-1009.9999999999998,,-3898.9999999999973
2020.05.19,-1194.0000000000061,-1107.0000000000025,-632.9999999999947,-970.9999999999997,,-3905.0000000000027
2020.05.19,-1249.9999999999955,-1122.0000000000007,-730.9999999999927,-1058.0000000000034,,-4160.999999999993
2020.05.19,-1228.0000000000068,-1068.0000000000023,-673.0000000000014,-1052.0000000000084,,-4021.000000000019
2020.05.19,-1156.0000000000014,-1027.0000000000002,-598.999999999994,-997.0000000000034,,-3778.999999999999
2020.05.19,-1097.0000000000146,-917.9999999999966,-478.9999999999961,-930.0000000000086,,-3424.000000000016
2020.05.19,-1083.9999999999961,-869.999999999993,-529.0000000000017,-920.0000000000097,,-3403.0000000000005
2020.05.19,-1041.000000000003,-792.9999999999993,-602.0000000000025,-942.0000000000095,,-3378.000000000014
2020.05.20,-1046.999999999998,-805.0000000000001,-566.9999999999953,-924.0000000000026,,-3342.9999999999964
2020.05.20,-1038.0000000000057,-753.0000000000036,-586.9999999999931,-933.000000000006,,-3311.000000000008
2020.05.20,-1049.0000000000111,-783.9999999999958,-542.9999999999935,-887.0000000000044,,-3263.000000000005
2020.05.20,-1068.0000000000023,-839.0000000000009,-576.9999999999942,-945.0000000000069,,-3429.000000000004
2020.05.20,-1068.0000000000023,-836.9999999999989,-627.9999999999952,-982.0000000000051,,-3515.0000000000014
2020.05.20,-1066.9999999999957,-819.0000000000031,-631.9999999999992,-1068.0000000000023,,-3586.0
2020.05.20,-1092.000000000004,-870.9999999999995,-646.0000000000022,-1170.9999999999998,,-3780.0000000000055
2020.05.20,-1079.0000000000077,-846.0000000000023,-675.9999999999989,-1219.0000000000034,,-3820.0000000000127
2020.05.20,-1078.0000000000011,-832.9999999999949,-719.9999999999984,-1323.0000000000075,,-3954.000000000002
2020.05.20,-1076.0000000000102,-819.0000000000031,-724.9999999999978,-1275.0000000000039,,-3895.0000000000146
2020.05.20,-1069.9999999999932,-802.9999999999982,-608.9999999999928,-1175.9999999999993,,-3657.9999999999836
2020.05.20,-1072.0000000000064,-790.9999999999973,-641.9999999999982,-1178.0000000000014,,-3683.000000000003
2020.05.20,-1073.9999999999973,-764.9999999999934,-700.0000000000006,-1297.999999999999,,-3836.9999999999905
2020.05.20,-1078.0000000000011,-802.9999999999982,-679.9999999999917,-1335.0000000000084,,-3895.999999999999
2020.05.20,-1080.9999999999986,-812.0000000000016,-668.0000000000019,-1303.0000000000098,,-3864.000000000012
2020.05.20,-1075.0000000000036,-788.9999999999952,-644.9999999999956,-1280.0000000000034,,-3788.999999999998
2020.05.20,-1076.0000000000102,-800.9999999999961,-657.9999999999919,-1326.000000000005,,-3861.000000000003
2020.05.20,-1051.0000000000018,-776.9999999999943,-668.0000000000019,-1275.0000000000039,,-3771.000000000002
2020.05.20,-1019.0000000000143,-705.0000000000001,-614.9999999999989,-1192.9999999999995,,-3532.000000000013
2020.05.20,-990.000000000002,-663.0000000000025,-593.9999999999945,-1178.0000000000014,,-3425.0000000000005
2020.05.20,-1008.9999999999932,-629.9999999999973,-632.9999999999947,-1221.0000000000055,,-3492.9999999999905
2020.05.20,-958.0000000000144,-612.0000000000015,-544.9999999999955,-1121.0000000000052,,-3236.0000000000164
2020.05.20,-909.0000000000042,-668.9999999999974,-600.0000000000006,-1253.000000000004,,-3431.0000000000064
2020.05.20,-814.0000000000036,-620.9999999999937,-602.999999999998,-1221.0000000000055,,-3259.000000000001
2020.05.20,-808.0000000000088,-568.0000000000018,-734.0000000000014,-1311.0000000000066,,-3421.000000000018
2020.05.20,-805.9999999999956,-647.9999999999931,-822.0000000000005,-1413.0000000000086,,-3688.9999999999977
2020.05.20,-768.9999999999975,-617.9999999999964,-846.9999999999977,-1412.000000000002,,-3645.9999999999936
2020.05.20,-753.0000000000036,-624.0000000000023,-880.9999999999984,-1514.9999999999998,,-3773.0000000000045
2020.05.20,-771.0000000000106,-680.9999999999983,-812.999999999997,-1445.0000000000073,,-3710.000000000013
2020.05.20,-812.0000000000127,-697.9999999999986,-839.9999999999964,-1472.0000000000066,,-3822.0000000000146
2020.05.20,-777.0000000000055,-663.999999999998,-866.9999999999956,-1428.000000000007,,-3736.0000000000064
2020.05.20,-863.9999999999981,-724.0000000000024,-812.0000000000016,-1403.0000000000098,,-3803.000000000012
2020.05.20,-892.0000000000039,-709.9999999999995,-805.9999999999956,-1439.0000000000014,,-3847.0000000000005
2020.05.20,-954.0000000000103,-702.0000000000026,-866.9999999999956,-1555.0000000000064,,-4078.000000000015
2020.05.20,-1068.0000000000023,-705.0000000000001,-947.9999999999933,-1567.0000000000073,,-4288.000000000003
2020.05.20,-933.000000000006,-622.0000000000003,-1044.0000000000005,-1573.0000000000023,,-4172.000000000009
2020.05.20,-954.0000000000103,-610.9999999999949,-1306.9999999999916,-1739.0000000000016,,-4610.999999999998
2020.05.20,-907.9999999999977,-519.0000000000028,-1284.9999999999918,-1728.0000000000073,,-4440.0
2020.05.20,-900.0000000000119,-522.0000000000002,-1237.9999999999948,-1692.0000000000045,,-4352.000000000012
2020.05.20,-895.0000000000014,-583.0000000000002,-1064.9999999999936,-1544.000000000001,,-4086.9999999999964
2020.05.20,-913.9999999999926,-532.9999999999945,-1141.9999999999986,-1607.000000000003,,-4195.999999999989
2020.05.20,-917.9999999999966,-524.9999999999977,-1125.9999999999936,-1545.0000000000075,,-4113.999999999995
2020.05.20,-947.000000000009,-548.9999999999995,-1134.999999999997,-1673.0000000000023,,-4304.000000000007
2020.05.20,-924.0000000000136,-593.9999999999945,-1162.9999999999918,-1657.0000000000084,,-4338.000000000008
2020.05.20,-893.0000000000105,-605.0,-1169.9999999999932,-1654.0,,-4322.000000000004
2020.05.20,-876.0000000000101,-568.9999999999973,-1149.0,-1670.0000000000048,,-4264.000000000012
2020.05.20,-876.9999999999944,-539.999999999996,-1171.9999999999952,-1697.000000000004,,-4285.999999999989
2020.05.20,-873.999999999997,-531.9999999999991,-1164.9999999999939,-1657.0000000000084,,-4227.999999999998
2020.05.21,-848.0000000000043,-529.9999999999972,-1127.9999999999957,-1565.0000000000052,,-4071.0000000000027
2020.05.21,-812.999999999997,-515.9999999999942,-1144.0000000000007,-1575.9999999999995,,-4048.9999999999914
2020.05.21,-889.0000000000065,-558.9999999999984,-1156.9999999999968,-1680.0000000000036,,-4285.0000000000055
2020.05.21,-870.9999999999995,-549.9999999999949,-1156.0000000000014,-1699.0000000000061,,-4276.000000000002
2020.05.21,-878.000000000001,-546.000000000002,-1144.999999999996,-1706.0000000000075,,-4275.000000000006
2020.05.21,-883.9999999999959,-542.9999999999935,-1124.9999999999982,-1724.0000000000034,,-4275.999999999991
2020.05.21,-876.0000000000101,-498.9999999999939,-1032.999999999995,-1623.0000000000077,,-4031.000000000007
2020.05.21,-872.0000000000061,-512.0000000000014,-1056.0000000000014,-1605.000000000001,,-4045.00000000001
2020.05.21,-851.0000000000017,-503.99999999999335,-961.9999999999961,-1603.00000000001,,-3920.000000000001
2020.05.21,-836.0000000000146,-475.99999999999864,-922.999999999996,-1589.000000000007,,-3824.0000000000164
2020.05.21,-822.0000000000116,-473.99999999999665,-857.9999999999922,-1514.9999999999998,,-3669.0
2020.05.21,-866.0000000000113,-497.000000000003,-912.9999999999972,-1633.0000000000066,,-3909.000000000018
2020.05.21,-890.000000000013,-510.99999999999477,-917.9999999999966,-1641.0000000000036,,-3960.000000000008
2020.05.21,-870.9999999999995,-492.0000000000035,-898.9999999999942,-1612.0000000000023,,-3873.9999999999995
2020.05.21,-875.0000000000035,-502.9999999999979,-907.9999999999977,-1580.0000000000036,,-3866.0000000000027
2020.05.21,-839.0000000000119,-487.99999999999955,-951.0000000000018,-1566.0000000000007,,-3844.0000000000136
2020.05.21,-815.9999999999945,-487.99999999999955,-895.0000000000014,-1499.000000000006,,-3698.0000000000014
2020.05.21,-800.0000000000007,-470.00000000000375,-858.9999999999986,-1469.000000000009,,-3598.0000000000123
2020.05.21,-831.000000000004,-444.9999999999954,-856.9999999999967,-1466.0000000000007,,-3598.9999999999964
2020.05.21,-849.9999999999952,-468.00000000000176,-868.9999999999975,-1460.0000000000057,,-3647.0
2020.05.21,-930.999999999993,-536.9999999999986,-922.0000000000006,-1490.0000000000025,,-3879.9999999999945
2020.05.21,-934.9999999999969,-551.9999999999969,-886.9999999999934,-1420.0000000000102,,-3793.9999999999973
2020.05.21,-941.9999999999984,-490.00000000000153,-900.9999999999962,-1457.0000000000082,,-3790.0000000000045
2020.05.21,-971.0000000000107,-607.0000000000019,-900.0000000000008,-1448.0000000000048,,-3926.000000000018
2020.05.21,-913.9999999999926,-607.0000000000019,-830.9999999999928,-1378.0000000000014,,-3729.9999999999886
2020.05.21,-906.0000000000068,-573.9999999999967,-758.9999999999985,-1307.0000000000025,,-3546.0000000000045
2020.05.21,-957.0000000000078,-587.9999999999997,-801.9999999999916,-1375.9999999999995,,-3722.9999999999986
2020.05.21,-1018.0000000000077,-537.9999999999941,-878.000000000001,-1450.0000000000068,,-3884.0000000000095
2020.05.21,-1110.000000000011,-580.9999999999982,-937.9999999999944,-1479.0000000000082,,-4108.000000000012
2020.05.21,-1183.0000000000007,-558.000000000003,-1029.9999999999975,-1507.0000000000027,,-4278.000000000004
2020.05.21,-1344.0000000000118,-654.9999999999944,-1029.9999999999975,-1472.0000000000066,,-4501.00000000001
2020.05.21,-1408.9999999999936,-761.0000000000006,-1095.999999999997,-1560.000000000006,,-4825.999999999996
2020.05.21,-1302.0000000000032,-797.9999999999987,-1096.9999999999925,-1509.0000000000048,,-4705.999999999999
2020.05.21,-1271.0,-741.0000000000027,-1183.0000000000007,-1706.0000000000075,,-4901.000000000011
2020.05.21,-1259.00000000001,-800.9999999999961,-1130.9999999999932,-1549.0000000000005,,-4740.0
2020.05.21,-1166.0000000000005,-793.9999999999947,-1051.0000000000018,-1473.000000000002,,-4483.999999999999
2020.05.21,-1144.0000000000116,-605.0,-1069.9999999999932,-1587.000000000005,,-4406.000000000009
2020.05.21,-1222.9999999999964,-727.9999999999953,-970.9999999999997,-1488.0000000000005,,-4409.999999999992
2020.05.21,-1244.0000000000007,-717.000000000001,-986.9999999999934,-1506.0000000000073,,-4454.000000000003
2020.05.21,-1215.9999999999948,-639.9999999999961,-1030.999999999993,-1534.000000000002,,-4420.999999999985
2020.05.21,-1272.0000000000064,-664.9999999999934,-1054.9999999999948,-1568.0000000000027,,-4559.999999999997
2020.05.21,-1255.0000000000061,-693.9999999999947,-1037.9999999999945,-1593.0,,-4579.999999999995
2020.05.21,-1296.0000000000082,-791.9999999999927,-1020.9999999999941,-1553.9999999999998,,-4662.9999999999945
2020.05.21,-1234.0000000000018,-712.9999999999969,-1024.9999999999982,-1596.0000000000084,,-4568.0000000000055
2020.05.21,-1266.999999999996,-759.999999999994,-1066.9999999999957,-1607.000000000003,,-4700.999999999988
2020.05.21,-1261.000000000001,-793.9999999999947,-1080.9999999999986,-1658.9999999999993,,-4794.999999999994
2020.05.21,-1229.0000000000134,-742.9999999999936,-1066.0000000000002,-1631.0000000000048,,-4669.000000000012
2020.05.21,-1188.0000000000114,-673.0000000000014,-1061.9999999999964,-1540.000000000008,,-4463.000000000017
2020.05.22,-1175.9999999999993,-683.9999999999957,-1049.0,-1630.0000000000093,,-4539.000000000005
2020.05.22,-1198.0000000000102,-698.9999999999941,-1044.0000000000005,-1616.0000000000064,,-4557.000000000011
2020.05.22,-1241.0000000000032,-717.9999999999964,-1110.9999999999952,-1708.0000000000095,,-4778.000000000004
2020.05.22,-1235.9999999999927,-737.9999999999942,-1086.9999999999936,-1702.0000000000034,,-4762.999999999984
2020.05.22,-1229.0000000000134,-732.9999999999948,-1051.9999999999973,-1678.0000000000018,,-4692.000000000007
2020.05.22,-1227.0000000000002,-753.0000000000036,-1051.9999999999973,-1635.0000000000086,,-4667.000000000009
2020.05.22,-1256.0000000000127,-764.9999999999934,-1068.9999999999977,-1624.0000000000032,,-4714.000000000007
2020.05.22,-1246.0000000000139,-759.999999999994,-1068.0000000000023,-1618.0000000000084,,-4692.000000000018
2020.05.22,-1246.0000000000139,-730.9999999999927,-1080.9999999999986,-1642.00000000001,,-4700.0000000000155
2020.05.22,-1235.0000000000084,-705.0000000000001,-1027.9999999999957,-1657.0000000000084,,-4625.000000000013
2020.05.22,-1180.0000000000032,-632.9999999999947,-954.9999999999948,-1636.000000000004,,-4403.999999999996
2020.05.22,-1214.0000000000039,-617.9999999999964,-998.9999999999943,-1658.9999999999993,,-4489.999999999994
2020.05.22,-1205.999999999996,-605.0,-1005.9999999999958,-1658.0000000000039,,-4474.999999999995
2020.05.22,-1195.999999999997,-583.9999999999957,-1034.0000000000016,-1680.0000000000036,,-4493.999999999998
2020.05.22,-1144.999999999996,-576.9999999999942,-1022.9999999999961,-1658.0000000000039,,-4402.99999999999
2020.05.22,-1116.000000000006,-520.9999999999936,-1080.9999999999986,-1714.0000000000043,,-4432.000000000003
2020.05.22,-1076.9999999999945,-486.999999999993,-985.999999999998,-1714.0000000000043,,-4263.99999999999
2020.05.22,-1080.0000000000143,-505.99999999999534,-1031.9999999999995,-1791.0000000000093,,-4409.000000000018
2020.05.22,-1080.9999999999986,-515.9999999999942,-956.0000000000013,-1888.0000000000007,,-4440.9999999999945
2020.05.22,-987.0000000000045,-402.00000000000233,-917.0000000000011,-1883.0000000000014,,-4189.000000000009
2020.05.22,-981.999999999994,-463.9999999999977,-885.0000000000025,-1844.0000000000011,,-4174.999999999995
2020.05.22,-886.9999999999934,-395.99999999999636,-885.999999999998,-1808.0000000000095,,-3976.9999999999973
2020.05.22,-906.0000000000068,-392.00000000000347,-900.0000000000008,-1838.0000000000064,,-4036.0000000000173
2020.05.22,-906.0000000000068,-461.0000000000003,-909.9999999999997,-1841.0000000000036,,-4118.000000000011
2020.05.22,-947.9999999999933,-526.9999999999997,-1040.999999999992,-1890.0000000000027,,-4405.999999999987
2020.05.22,-892.0000000000039,-522.0000000000002,-988.0,-1860.0000000000061,,-4262.00000000001
2020.05.22,-930.0000000000086,-561.0000000000003,-1013.9999999999927,-1808.0000000000095,,-4313.000000000011
2020.05.22,-910.9999999999951,-522.0000000000002,-985.999999999998,-1765.0000000000055,,-4183.999999999999
2020.05.22,-922.0000000000006,-500.00000000000045,-968.9999999999976,-1739.0000000000016,,-4130.0
2020.05.22,-873.999999999997,-504.9999999999999,-951.0000000000018,-1710.0000000000005,,-4039.999999999999
2020.05.22,-817.000000000001,-476.9999999999941,-881.9999999999939,-1686.0000000000098,,-3861.999999999999
2020.05.22,-834.0000000000014,-376.99999999999403,-942.9999999999939,-1739.0000000000016,,-3892.999999999991
2020.05.22,-863.0000000000138,-387.99999999999943,-907.9999999999977,-1699.0000000000061,,-3858.0000000000173
2020.05.22,-781.0000000000094,-339.0000000000004,-934.0000000000015,-1735.0000000000089,,-3789.00000000002
2020.05.22,-812.0000000000127,-397.99999999999835,-969.9999999999931,-1730.0000000000093,,-3910.0000000000136
2020.05.22,-852.0000000000083,-451.9999999999969,-1012.9999999999973,-1665.0000000000055,,-3982.000000000008
2020.05.22,-827.0,-424.00000000000216,-1025.9999999999936,-1707.000000000003,,-3983.999999999999
2020.05.22,-855.0000000000058,-490.00000000000153,-990.9999999999974,-1649.0000000000005,,-3985.000000000005
2020.05.22,-817.000000000001,-507.9999999999973,-961.9999999999961,-1583.0000000000011,,-3869.9999999999955
2020.05.22,-829.9999999999974,-541.9999999999981,-966.9999999999957,-1560.000000000006,,-3898.999999999997
2020.05.22,-890.9999999999974,-600.0000000000006,-941.9999999999984,-1514.0000000000043,,-3947.000000000001
2020.05.22,-905.0000000000002,-622.9999999999958,-887.9999999999999,-1500.0000000000014,,-3915.9999999999973
2020.05.22,-920.0000000000097,-654.9999999999944,-885.0000000000025,-1462.0000000000077,,-3922.000000000014
2020.05.22,-916.0000000000057,-637.9999999999941,-922.999999999996,-1514.9999999999998,,-3991.9999999999955
2020.05.22,-917.0000000000123,-653.999999999999,-863.9999999999981,-1481.00000000001,,-3916.0000000000196
2020.05.22,-869.0000000000086,-617.0000000000009,-885.0000000000025,-1477.0000000000061,,-3848.000000000018
2020.05.22,-825.0000000000091,-580.0000000000027,-942.9999999999939,-1519.999999999999,,-3868.0000000000045
2020.05.22,-819.9999999999985,-475.99999999999864,-976.9999999999945,-1585.0000000000032,,-3857.999999999995
