date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURCAD,AUDJPY,AUDCAD,NZDCAD,empty,sum
2016.06.20,-145.00000000000622,-31.000000000003247,42.0000000000087,609.9999999999994,458.00000000000284,419.00000000000273,-265.0000000000041,-270.00000000001467,75.9999999999934,7.0000000000014495,-162.0000000000066,-41.000000000002146,-124.00000000001299,-134.99999999999625,-177.00000000000495,-876.0000000000048,13.999999999991797,-77.99999999998919,,-678.0000000000449
2016.06.20,-287.0000000000039,169.99999999998127,137.00000000000932,628.0000000000001,445.0000000000065,375.9999999999986,-252.99999999999213,-334.00000000001205,161.99999999999193,-53.00000000000304,-173.00000000000094,-4.000000000004,125.99999999998168,43.999999999999595,-53.00000000001415,-838.9999999999986,-38.0000000000047,12.000000000000899,,65.99999999993629
2016.06.20,-266.0000000000107,72.99999999998974,148.99999999999915,490.99999999999966,371.99999999999454,208.00000000000819,-374.999999999992,-286.00000000000847,268.99999999999125,111.00000000000554,-148.99999999999915,-43.00000000000415,-107.00000000001265,-584.0000000000067,-126.0000000000039,-560.0000000000023,-205.00000000001074,33.000000000005244,,-995.0000000000575
2016.06.20,-174.00000000000747,-195.00000000001182,82.00000000000429,685.9999999999928,461.0000000000003,365.0000000000042,-485.0000000000021,-253.00000000001432,-49.000000000006594,34.000000000000696,-309.0000000000037,-139.00000000000023,-307.00000000001285,-521.0000000000159,-106.00000000000608,-873.9999999999952,-60.99999999999994,-215.99999999999397,,-2061.000000000068
2016.06.20,-71.00000000000995,-174.00000000000747,-41.000000000002146,365.99999999999966,364.00000000000875,204.00000000000418,-323.0000000000066,-249.00000000001032,165.99999999999682,263.0000000000021,-119.99999999999788,-40.00000000000669,-424.00000000000216,-936.0000000000035,-378.999999999996,-469.99999999999886,-202.0000000000022,-114.99999999999844,,-2181.000000000031
2016.06.20,31.999999999998696,-1145.0000000000182,-158.99999999999804,522.9999999999961,407.0000000000018,387.000000000004,-1100.9999999999964,-245.0000000000063,-115.99999999999966,165.9999999999995,-163.00000000000205,-477.0000000000052,-1608.0000000000093,-1761.0000000000125,-480.00000000001376,-775.9999999999962,0.999999999995449,-245.99999999999068,,-6761.000000000053
2016.06.20,133.99999999998968,-897.0000000000144,-241.99999999998667,608.9999999999947,387.000000000004,465.0000000000043,-720.0000000000095,-211.00000000000563,-315.00000000001194,165.00000000000404,-109.99999999999899,-285.9999999999974,-1324.000000000014,-1219.0000000000146,-612.9999999999969,-920.9999999999923,119.99999999999788,-284.9999999999908,,-5263.000000000038
2016.06.20,106.99999999999044,-1101.0000000000186,-202.9999999999976,598.9999999999895,459.99999999999375,485.0000000000021,-956.0000000000013,-204.00000000000418,-276.00000000001046,124.99999999999733,-126.99999999999933,-421.0000000000047,-1479.0000000000082,-1436.9999999999993,-479.0000000000072,-935.0000000000023,93.99999999999409,-230.99999999999233,,-5979.000000000078
2016.06.20,100.99999999999554,-1001.0000000000074,-215.99999999999397,658.0000000000013,479.99999999999153,443.0000000000045,-866.9999999999956,-219.99999999999798,-332.00000000000784,167.00000000000603,-174.00000000000747,-358.9999999999982,-1326.000000000005,-1419.999999999999,-475.0000000000032,-932.0000000000022,17.999999999995797,-273.9999999999965,,-5729.000000000019
2016.06.20,130.99999999999224,-975.9999999999991,-202.9999999999976,493.9999999999998,502.00000000000244,445.0000000000065,-804.9999999999891,-179.00000000001802,-198.0000000000075,180.99999999999784,-204.00000000000418,-350.00000000000585,-1269.000000000009,-1390.0000000000023,-436.00000000001415,-813.999999999993,8.999999999992347,-328.9999999999904,,-5391.000000000038
2016.06.20,129.9999999999968,-1172.0000000000175,-252.99999999999213,509.9999999999909,540.9999999999915,516.0000000000053,-991.9999999999928,-226.00000000001506,-207.00000000000784,114.00000000000298,-290.00000000000136,-428.00000000000614,-1453.9999999999998,-1459.0000000000102,-449.0000000000105,-899.0000000000009,66.99999999999484,-413.99999999999216,,-6365.000000000065
2016.06.20,161.00000000000003,-1241.0000000000032,-265.99999999998846,528.9999999999964,514.9999999999987,502.00000000000244,-1011.0000000000064,-202.9999999999976,-264.00000000001,145.00000000000622,-272.00000000000557,-446.9999999999974,-1578.0000000000127,-1578.999999999997,-504.9999999999999,-902.000000000001,70.99999999999883,-436.9999999999985,,-6782.000000000015
2016.06.20,202.9999999999976,-1210.0,-340.9999999999913,496.9999999999999,526.9999999999886,533.0000000000057,-923.0000000000072,-228.00000000000597,-279.0000000000106,151.00000000000114,-265.0000000000041,-385.000000000002,-1526.0000000000052,-1466.9999999999961,-585.0000000000133,-908.9999999999918,103.99999999999298,-456.9999999999963,,-6560.000000000039
2016.06.20,193.99999999999417,-1432.0000000000111,-429.99999999999704,450.9999999999934,523.9999999999911,565.9999999999999,-1147.9999999999934,-328.00000000001717,-219.99999999999886,109.00000000000354,-302.9999999999977,-436.9999999999985,-1817.000000000002,-1676.9999999999952,-697.9999999999986,-908.9999999999918,145.9999999999906,-507.9999999999973,,-7917.0000000000255
2016.06.20,207.99999999999707,-1249.0000000000111,-437.99999999998283,478.9999999999992,568.9999999999973,553.0000000000035,-948.9999999999999,-316.0000000000052,-260.0000000000051,134.0000000000008,-316.0000000000052,-341.0000000000024,-1517.0000000000127,-1459.9999999999945,-662.000000000007,-915.9999999999968,98.99999999999353,-506.9999999999908,,-6889.000000000023
2016.06.20,209.9999999999991,-1225.0000000000093,-469.99999999999267,555.9999999999974,580.0000000000027,577.0000000000052,-920.9999999999941,-344.00000000001097,-350.9999999999991,116.00000000000499,-348.9999999999993,-306.00000000000625,-1471.0,-1368.0000000000136,-686.9999999999932,-998.0000000000047,117.99999999999588,-544.0,,-6877.000000000018
2016.06.20,156.99999999999602,-1161.000000000012,-397.99999999998727,560.9999999999928,577.0000000000052,638.0000000000052,-941.9999999999984,-338.0000000000161,-293.00000000000637,17.000000000000348,-450.00000000000597,-321.0000000000046,-1397.0000000000039,-1126.0000000000048,-608.0000000000085,-1064.9999999999977,203.99999999999307,-633.9999999999901,,-6579.000000000043
2016.06.20,95.99999999999609,-870.0000000000152,-193.99999999998306,584.9999999999937,524.9999999999977,536.9999999999986,-751.9999999999972,-215.00000000000963,-248.00000000000466,68.00000000000139,-397.0000000000029,-299.00000000000483,-1088.0,-1001.0000000000074,-397.0000000000029,-980.000000000004,108.99999999999244,-532.9999999999945,,-5054.0000000000455
