date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURCAD,AUDJPY,AUDCAD,NZDCAD,empty,sum
2016.06.20,-145.00000000000622,-190.00000000000128,-56.99999999999594,0.0,0.0,0.0,-476.0000000000098,-322.00000000000006,-78.00000000000296,-71.99999999999429,-211.00000000000563,-104.99999999999955,-311.0000000000168,-245.0000000000063,-263.99999999999756,-936.9999999999976,-68.00000000000139,-106.99999999999044,,-3588.000000000026
2016.06.20,-315.0000000000097,-31.000000000003247,26.999999999999247,581.0000000000031,438.9999999999894,360.0000000000048,-465.0000000000043,-390.0000000000015,9.999999999990905,-97.9999999999981,-312.00000000000114,-85.00000000000173,-120.00000000000898,-195.00000000001182,-194.0000000000053,-890.0000000000006,-77.00000000000485,-105.99999999999498,,-1861.0000000000584
2016.06.20,-399.0000000000049,-53.999999999998494,90.00000000001229,388.9999999999958,297.9999999999983,179.00000000000693,-628.9999999999907,-416.00000000001637,107.99999999998988,-129.00000000000134,-307.99999999999716,-118.00000000000699,-172.0000000000166,-622.0000000000115,-144.99999999999514,-902.9999999999916,-213.00000000000762,-61.999999999995396,,-3106.000000000031
2016.06.20,-282.0000000000045,-217.0000000000005,73.00000000001194,447.00000000000273,343.00000000000443,190.00000000000128,-507.9999999999973,-312.00000000000114,-59.00000000001171,23.00000000000635,-341.0000000000024,-151.9999999999966,-333.0000000000055,-690.0000000000128,-181.9999999999933,-876.9999999999953,-218.00000000000708,-232.99999999999432,,-3327.9999999999964
2016.06.20,-170.00000000000347,-252.0000000000078,-42.999999999993044,307.00000000000216,336.00000000000296,201.00000000000674,-513.0000000000078,-336.00000000000296,-64.00000000000716,33.000000000005244,-319.0000000000026,-150.00000000000568,-503.000000000009,-940.0000000000075,-378.999999999996,-876.9999999999953,-210.00000000001017,-273.9999999999965,,-4153.000000000028
2016.06.20,-98.0000000000092,-1465.0000000000052,-265.99999999998846,360.99999999999,316.0000000000052,204.99999999999963,-1392.9999999999998,-339.0000000000004,-215.0000000000034,80.99999999999774,-235.00000000000742,-590.999999999997,-1856.0000000000132,-2052.0000000000095,-493.99999999999443,-932.0000000000022,-193.00000000000983,-262.999999999991,,-9429.000000000036
2016.06.20,-15.00000000000945,-1261.000000000001,-251.99999999998556,432.00000000000216,323.0000000000066,362.00000000000676,-1201.0000000000077,-279.00000000000705,-365.99999999999966,124.00000000000189,-229.00000000000142,-516.0000000000053,-1775.0000000000155,-1883.9999999999968,-646.9999999999976,-953.000000000003,-12.000000000000899,-381.99999999999346,,-8531.000000000005
2016.06.20,92.99999999999864,-1208.000000000009,-259.9999999999936,542.9999999999922,363.0000000000022,434.000000000001,-1069.0000000000089,-242.00000000000887,-441.0000000000025,73.00000000000084,-194.0000000000053,-458.9999999999983,-1641.0000000000036,-1533.0000000000066,-635.0000000000077,-1096.0000000000036,88.99999999999464,-378.999999999996,,-7562.000000000055
2016.06.20,92.99999999999864,-1101.0000000000186,-244.9999999999841,567.9999999999978,431.99999999998795,424.00000000000216,-956.0000000000013,-239.00000000001143,-418.00000000000637,114.99999999999844,-190.00000000000128,-419.9999999999982,-1476.0000000000107,-1463.9999999999986,-531.9999999999991,-1013.9999999999958,-4.000000000004,-300.99999999999574,,-6728.000000000039
2016.06.20,83.9999999999952,-1072.0000000000064,-230.9999999999812,479.99999999998977,461.0000000000003,364.00000000000875,-946.0000000000024,-224.000000000002,-352.00000000000387,156.00000000000057,-236.99999999999832,-407.99999999999727,-1423.0000000000186,-1672.0000000000068,-496.00000000000756,-932.0000000000022,-69.00000000000794,-367.99999999999056,,-6885.00000000003
