date,USDCHF,GBPUSD,EURUSD,USDCAD,GBPCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,empty,sum
2015.10.19,-358.9999999999982,0.0,-38.99999999998904,-63.000000000013046,-21.00000000000435,-61.999999999995396,-51.99999999999649,-84.99999999997954,-25.999999999992696,-85.00000000000796,-117.99999999999588,-226.99999999999943,-209.9999999999991,-13.00000000000523,-6.000000000000227,,-1365.9999999999766
2015.10.19,-262.999999999991,4.000000000004,-28.999999999990145,29.999999999996696,51.000000000001044,-100.99999999999554,-58.99999999999794,-135.99999999999568,45.000000000006146,-84.00000000000318,-170.99999999998784,-132.99999999998312,-480.99999999999807,-52.99999999999727,27.000000000001023,,-1352.9999999999309
2015.10.19,-285.9999999999974,15.00000000000945,0.0,32.999999999994145,49.00000000001015,-100.99999999999554,-78.00000000000028,-174.99999999998295,-5.999999999994898,-104.00000000001342,-180.0000000000024,-140.99999999999113,-337.99999999999386,-61.99999999999761,22.999999999996135,,-1350.9999999999598
2015.10.19,-259.9999999999936,32.999999999994145,-34.000000000000696,76.99999999999375,58.000000000002494,-33.000000000005244,-88.99999999999464,-72.99999999997908,56.99999999999594,-88.99999999999864,-191.00000000000784,-127.99999999999478,-251.99999999998556,-28.000000000005798,67.99999999999784,,-883.9999999999817
2015.10.19,-248.99999999999923,32.999999999994145,-29.999999999996696,92.99999999998754,29.00000000001235,-33.000000000005244,-68.00000000000139,-111.99999999999477,104.99999999999955,-37.00000000000614,-201.99999999999108,-143.99999999998857,-243.99999999999977,-60.000000000002274,4.0000000000048885,,-914.9999999999867
2015.10.19,-257.9999999999916,34.000000000000696,8.000000000008,92.99999999998754,53.999999999998494,-5.999999999994898,-82.00000000000429,-209.99999999997954,121.99999999999989,-37.00000000000614,-239.99999999999577,-86.99999999999264,-126.99999999998823,-103.00000000000864,-72.99999999999329,,-911.9999999999603
2015.10.19,-253.99999999999866,-12.999999999996348,11.00000000000545,61.99999999998429,-19.999999999997797,48.99999999999905,-158.99999999999804,-320.99999999999795,55.000000000005045,-43.00000000000637,-392.9999999999989,19.999999999997797,93.00000000000975,-158.00000000000125,-248.00000000000466,,-1318.9999999999986
2015.10.19,-231.99999999999886,-14.000000000002899,100.0000000000112,173.99999999998528,-41.000000000002146,124.99999999999733,-190.99999999999673,-312.9999999999882,190.00000000000128,-156.0000000000059,-506.0000000000064,382.0000000000157,344.00000000001097,-177.99999999999727,-240.99999999999966,,-556.9999999999764
2015.10.19,-207.99999999999707,14.000000000002899,155.00000000001623,153.9999999999875,-41.99999999998649,117.00000000000044,-190.00000000000128,-347.99999999998477,215.99999999999397,-177.00000000002092,-641.0000000000027,365.99999999999966,337.0000000000095,-290.00000000000625,-234.99999999999943,,-771.9999999999887
2015.10.19,-297.9999999999983,-32.999999999994145,139.00000000000023,285.00000000000193,-7.999999999985796,92.99999999999864,-221.00000000000452,-495.00000000000455,313.00000000000773,-66.0000000000025,-754.9999999999945,355.0000000000164,350.00000000000585,-400.0000000000057,-350.9999999999991,,-1091.9999999999584
