date,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,NZDJPY,AUDNZD,empty,sum
2020.03.09,-0.9999999999843467,-89.00000000000574,-155.00000000000114,-70.99999999999883,-265.0000000000041,-133.99999999998968,-346.0000000000019,-170.0000000000017,-90.99999999999665,-94.00000000000519,-318.00000000001205,-32.0000000000098,-62.000000000006494,-204.00000000000773,-175.99999999999838,-367.0000000000062,-137.00000000000045,-154.00000000001057,0.0,,-2866.000000000041
2020.03.09,58.000000000002494,-475.0000000000032,36.99999999999193,-11.999999999989797,-279.00000000000705,-231.99999999999886,-182.99999999999983,-275.0000000000057,-446.00000000000193,-9.00000000000345,-133.00000000000978,214.00000000000307,-66.00000000001049,-172.00000000001125,-849.9999999999952,-348.9999999999993,29.999999999986926,-144.00000000000546,7.0000000000014495,,-3279.0000000000555
2020.03.09,24.000000000001798,-418.9999999999916,164.99999999999204,62.000000000006494,-221.99999999999997,-130.99999999999224,241.00000000000233,-215.99999999999397,-500.9999999999959,205.99999999999508,121.00000000000932,214.00000000000307,-107.99999999999699,-67.00000000000728,-903.9999999999937,186.99999999998164,202.99999999998875,49.99999999999716,72.0000000000054,,-1022.9999999999886
2020.03.09,141.99999999999767,-496.99999999999187,420.0000000000017,140.0000000000068,-238.0000000000049,-169.99999999999238,252.99999999999213,-158.00000000000125,-546.9999999999975,164.99999999999292,288.99999999998727,412.9999999999967,-161.00000000001114,36.000000000001364,-1038.99999999999,183.99999999998417,395.9999999999866,126.99999999999534,69.9999999999923,,-175.00000000005397
2020.03.09,-7.0000000000014495,-407.0000000000018,204.9999999999983,-27.999999999983594,-300.0000000000003,-252.99999999999213,-76.99999999999375,-155.00000000000114,-500.9999999999959,214.99999999999852,182.99999999999272,25.999999999992696,7.0000000000014495,-83.00000000001262,-940.9999999999918,-198.00000000000927,200.9999999999934,-65.00000000001194,59.000000000009045,,-2119.000000000009
2020.03.09,-93.99999999999409,-256.00000000001177,164.99999999999204,53.00000000001415,-267.00000000000614,-224.9999999999974,83.9999999999952,-4.9999999999954525,-202.0000000000022,198.99999999999363,241.00000000001387,104.99999999999955,346.0000000000019,24.999999999991473,-431.0000000000036,-205.00000000001074,186.9999999999976,-52.00000000000671,28.000000000005798,,-304.0000000000228
2020.03.09,-51.000000000001044,-385.99999999999744,215.99999999999397,146.00000000000168,-182.00000000000438,-161.00000000000003,18.999999999991246,72.99999999999329,-258.0000000000027,175.99999999999838,270.9999999999866,200.00000000000017,-243.99999999999977,123.99999999999523,-792.9999999999993,-181.00000000000892,244.99999999999034,-6.000000000000227,-8.000000000008,,-800.0000000000706
2020.03.09,-115.99999999998278,-1495.0000000000018,451.9999999999982,221.00000000000452,-38.0000000000047,-78.00000000000028,62.000000000006494,206.99999999999363,-1898.9999999999952,256.99999999999613,471.00000000000364,437.99999999998283,-5274.000000000001,170.99999999999227,-3980.99999999999,367.99999999999056,449.99999999998863,227.99999999999443,-635.9999999999922,,-10192.000000000015
2020.03.09,-122.99999999998423,-1134.0000000000127,1695.999999999998,690.9999999999972,708.999999999993,401.00000000000693,899.0000000000053,810.0000000000023,-1332.9999999999952,585.9999999999976,2272.9999999999964,805.9999999999956,-4858.999999999991,1085.9999999999986,-2736.000000000005,2320.9999999999955,1747.9999999999905,1732.99999999999,-676.0000000000099,,4897.99999999997
2020.03.09,-113.99999999999189,-917.0000000000123,1748.9999999999952,531.0000000000148,178.00000000000037,96.00000000000719,154.99999999999403,1301.9999999999925,-1110.9999999999952,447.99999999999284,2263.0000000000055,662.9999999999914,-3109.9999999999905,1364.999999999995,-2194.9999999999914,1292.9999999999886,1607.99999999999,1265.9999999999911,-547.999999999993,,4921.9999999999845
