,name,direction
0,USDCHF,B
1,GBPUSD,S
2,AUDUSD,S
3,CHFJPY,S
4,EURGBP,S
5,GBPCAD,B
6,GBPAUD,B
7,EURJPY,S
8,EURAUD,B
9,CADJPY,S
10,AUDJPY,S
11,NZDCAD,B
12,AUDNZD,S
