date,GBPUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURAUD,CADJPY,AUDJPY,NZDCAD,empty,sum
2016.03.07,-90.99999999999665,-3.0000000000001137,-32.999999999994145,-17.000000000000348,-258.99999999998704,-7.0000000000014495,-38.000000000010914,-24.000000000001798,-8.999999999992347,-4.000000000004,0.0,-64.99999999999773,-113.99999999999189,0.0,-58.9999999999975,-26.999999999999247,-97.99999999999898,-67.99999999999784,-209.00000000000364,,-1124.9999999999757
2016.03.07,-82.99999999998863,31.999999999996476,-32.999999999994145,85.00000000000173,-329.00000000000153,136.99999999998712,98.99999999998954,51.99999999999649,165.00000000000404,170.99999999999892,17.000000000000348,-37.00000000000614,-109.00000000000354,117.99999999999588,-46.00000000000648,45.99999999999049,-102.99999999999443,-63.00000000000239,-268.0000000000016,,-149.0000000000378
2016.03.07,-106.99999999999044,40.99999999999682,-7.0000000000014495,65.99999999999939,-391.9999999999924,220.99999999998232,94.99999999999886,132.99999999999423,242.00000000000887,207.00000000000162,18.0000000000069,-51.9999999999925,-124.00000000001299,140.0000000000068,-43.99999999999693,39.999999999995595,-31.999999999996476,-28.000000000005798,-270.99999999999903,,146.00000000000347
2016.03.07,-12.999999999996348,45.99999999999227,-38.99999999998904,39.00000000000014,-363.9999999999866,208.99999999999253,126.99999999999534,132.99999999999423,180.0000000000024,143.9999999999997,37.00000000000925,33.999999999991815,28.000000000005798,137.00000000000932,0.999999999990564,-52.99999999999194,-73.99999999999807,-70.99999999999795,-160.00000000000458,,341.0000000000189
2016.03.07,0.0,66.0000000000025,-137.9999999999937,-3.0000000000085514,-305.9999999999841,190.99999999998562,155.00000000000114,58.000000000002494,104.00000000000409,75.9999999999983,53.00000000000304,106.99999999999932,-49.00000000001015,72.0000000000054,40.99999999999682,-148.99999999999915,-275.99999999999625,-266.00000000000534,-145.00000000000622,,-409.0000000000048
2016.03.07,-53.999999999998494,201.99999999999818,-103.99999999999298,-25.00000000000835,-249.99999999999466,167.9999999999904,188.99999999999295,63.00000000000195,95.00000000000064,81.9999999999932,53.00000000000304,239.00000000000432,-63.000000000013046,9.000000000014552,149.99999999999147,-194.99999999998963,-251.99999999999534,-276.00000000001046,-186.00000000000838,,-155.00000000002078
2016.03.07,-28.999999999990145,233.0000000000041,-65.99999999998829,83.9999999999952,-194.99999999998963,119.99999999998678,196.99999999998852,31.999999999998696,143.00000000000423,86.99999999999264,67.00000000000594,313.99999999999295,-38.0000000000047,219.00000000001364,170.0000000000017,-9.999999999998899,-302.0000000000067,-228.9999999999992,-251.00000000000122,,546.0000000000059
2016.03.07,23.00000000001745,99.99999999999432,-130.99999999999224,7.0000000000014495,-174.99999999999181,108.99999999998133,134.9999999999909,27.999999999994696,119.00000000000244,139.99999999999568,47.00000000000814,204.00000000000773,-55.000000000005045,114.99999999999844,150.99999999999625,-21.999999999988695,-257.99999999999557,-204.9999999999983,-309.99999999999915,,22.000000000017906
2016.03.07,66.00000000001049,128.99999999999068,-131.99999999999878,27.999999999994696,-180.0000000000024,136.99999999998712,161.99999999999193,51.99999999999649,141.00000000000225,149.99999999999457,65.00000000000395,254.99999999999545,-69.00000000000794,154.0000000000097,147.99999999999613,-25.999999999992696,-210.00000000000796,-155.00000000000114,-338.00000000000495,,376.99999999995754
2016.03.07,80.99999999999774,194.00000000000261,-183.99999999998417,68.00000000000139,-170.99999999998784,164.99999999999292,219.99999999999886,24.999999999997247,182.99999999999983,185.00000000000182,89.00000000000574,354.0000000000134,-95.00000000000064,333.0000000000055,192.99999999999784,-12.999999999996348,-305.0000000000068,-164.00000000000148,-429.0000000000016,,729.0000000000362
