date,USDCHF,USDCAD,NZDUSD,GBPCHF,EURCHF,CHFJPY,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURAUD,EURNZD,AUDCAD,empty,sum
2018.04.30,-57.00000000000705,-51.99999999998539,0.0,-1.999999999990898,-79.00000000000685,-12.999999999991019,-24.000000000001798,-25.999999999982037,0.0,-14.000000000002899,-39.999999999995595,-82.00000000000429,-2.000000000002,,-390.9999999999698
2018.04.30,-36.0000000000027,-43.999999999999595,46.00000000000159,18.0000000000069,-56.000000000011596,58.9999999999975,0.0,-1.999999999981128,52.000000000007596,-9.999999999998899,-99.00000000000463,-138.0000000000159,14.999999999998348,,-195.0000000000025
2018.04.30,-47.00000000000814,-60.99999999999994,58.000000000002494,73.00000000001194,-63.99999999999739,66.0000000000025,39.999999999995595,76.00000000002183,32.0000000000098,0.0,-85.00000000000173,-106.00000000000608,-2.999999999997449,,-20.999999999966583
2018.04.30,-87.00000000000374,-81.9999999999821,20.0000000000089,117.00000000001154,-76.0000000000094,88.00000000000807,39.999999999995595,141.9999999999959,86.0000000000083,44.99999999998394,-36.999999999998145,-113.00000000000753,31.000000000003247,,174.00000000001464
2018.04.30,-82.99999999999974,-122.99999999998423,-10.999999999994348,140.0000000000068,-63.99999999999739,103.9999999999992,12.000000000000899,157.0000000000107,103.99999999999298,46.999999999997044,-96.99999999999153,-189.00000000001694,26.999999999999247,,24.000000000022723
2018.04.30,-87.00000000000374,-117.99999999999588,-21.999999999999797,92.00000000000318,-63.000000000013046,61.00000000000705,-4.000000000004,38.000000000010914,95.00000000000064,65.99999999998829,-102.00000000000209,-206.00000000001728,9.999999999998899,,-240.00000000002686
2018.04.30,-62.000000000006494,-98.99999999998244,15.00000000000945,65.00000000000395,-56.000000000011596,51.00000000000193,22.999999999995246,2.0000000000095497,78.00000000000028,18.999999999991246,-127.99999999999478,-148.99999999999915,4.000000000004,,-236.9999999999788
2018.04.30,-32.0000000000098,-49.99999999999449,60.00000000000449,72.0000000000054,-73.99999999999629,69.00000000000261,34.99999999999615,22.999999999996135,53.999999999998494,-14.000000000002899,-151.9999999999966,-124.00000000001299,-2.999999999997449,,-136.00000000000722
2018.04.30,-79.00000000000685,-92.99999999998754,-35.999999999991594,75.00000000000284,-73.99999999999629,70.99999999999795,-22.999999999995246,42.00000000000159,51.000000000001044,-5.999999999994898,-139.00000000000023,-268.0000000000016,-7.9999999999968985,,-486.99999999996766
2018.04.30,-52.000000000007596,-94.99999999997843,-39.999999999995595,106.00000000000608,-96.00000000000719,70.99999999999795,-44.99999999999504,68.00000000001205,106.99999999999044,36.999999999998145,-243.99999999999977,-351.0000000000124,-32.999999999994145,,-566.9999999999854
2018.04.30,-35.00000000000725,-96.99999999999153,-31.999999999998696,104.00000000001519,-104.00000000001519,82.00000000000784,-49.99999999999449,108.00000000000409,160.00000000000458,197.99999999998707,-269.9999999999925,-384.00000000000654,-19.00000000000235,,-338.99999999998977
2018.04.30,-86.0000000000083,-173.99999999998528,-143.9999999999997,129.00000000000134,-119.00000000000244,73.0000000000075,-121.00000000000443,115.0000000000091,207.00000000000162,286.99999999999284,-432.0000000000102,-590.0000000000016,-90.0000000000012,,-945.0000000000007
2018.04.30,-95.00000000000064,-177.99999999998929,-131.99999999999878,167.00000000000603,-117.00000000001154,70.99999999999795,-117.99999999999588,128.00000000001432,243.99999999999977,426.9999999999996,-439.0000000000116,-588.0000000000107,-102.99999999999754,,-732.9999999999982
2018.04.30,-81.00000000000884,-155.99999999997837,-67.9999999999903,172.0000000000166,-102.00000000000209,70.00000000000739,-53.999999999998494,146.000000000015,249.00000000001032,397.99999999998727,-404.0000000000044,-404.0000000000044,-92.00000000000318,,-325.9999999999535
2018.04.30,-82.99999999999974,-146.99999999998602,-39.999999999995595,205.00000000001074,-106.00000000000608,82.99999999999841,-21.00000000000435,204.00000000000773,296.9999999999917,458.00000000000284,-333.0000000000055,-330.0000000000081,-65.99999999999939,,121.00000000000664
2018.04.30,-63.00000000000195,-137.9999999999937,-26.999999999999247,180.0000000000024,-87.99999999999919,117.00000000000443,-29.000000000001247,236.00000000001842,286.99999999999284,419.9999999999982,-337.0000000000095,-313.00000000000773,-58.000000000002494,,187.00000000000114
2018.04.30,-45.000000000006146,-127.99999999999478,21.00000000000435,172.0000000000166,-95.00000000000064,144.99999999999602,0.999999999995449,242.999999999995,272.99999999998994,412.9999999999967,-339.0000000000004,-231.0000000000034,-63.00000000000195,,366.9999999999867
2018.04.30,-17.000000000000348,-80.99999999999774,26.000000000003798,157.00000000000713,-107.99999999999699,176.00000000000193,-26.000000000003798,264.00000000001,242.99999999999324,339.99999999998477,-358.9999999999982,-331.0000000000146,-46.999999999997044,,236.9999999999922
2018.04.30,-65.99999999999939,-172.99999999997874,-60.99999999999994,49.00000000001015,-102.00000000000209,153.99999999999636,-55.000000000005045,135.00000000001933,150.99999999999002,397.99999999998727,-463.9999999999977,-392.00000000001455,-112.99999999999643,,-538.9999999999908
2018.04.30,-50.0000000000056,-163.9999999999864,-71.99999999999429,-85.99999999998609,-112.000000000001,191.0000000000025,-88.99999999999464,79.00000000000773,46.999999999997044,322.00000000000006,-577.0000000000052,-482.00000000000466,-129.00000000000134,,-1121.9999999999718
