date,USDCHF,EURCHF,CHFJPY,EURCAD,empty,sum
2020.10.26,-78.00000000000028,-0.9999999999843467,-34.99999999999659,-144.99999999999514,,-258.99999999997635
2020.10.26,-81.00000000000884,34.000000000000696,-22.999999999996135,-202.00000000001327,,-272.00000000001756
2020.10.26,-81.00000000000884,28.000000000005798,-18.000000000000682,-202.00000000001327,,-273.000000000017
2020.10.26,-92.00000000000318,25.00000000000835,-1.0000000000047748,-121.99999999999989,,-189.9999999999995
2020.10.26,-51.000000000001044,25.00000000000835,21.000000000000796,-131.99999999999878,,-136.99999999999068
2020.10.26,-51.000000000001044,42.0000000000087,-10.000000000005116,-95.00000000000064,,-113.9999999999981
2020.10.26,-55.000000000005045,46.0000000000127,-13.999999999995794,-82.00000000000429,,-104.99999999999244
2020.10.26,-104.00000000000409,60.99999999999994,96.00000000000364,-103.99999999999298,,-50.99999999999349
2020.10.26,-67.00000000000594,69.00000000000794,158.00000000000125,-86.0000000000083,,73.99999999999494
2020.10.26,-75.00000000000284,68.00000000000139,155.00000000000114,-76.0000000000094,,71.9999999999903
2020.10.26,-108.00000000000809,89.00000000000574,147.99999999999613,-36.999999999998145,,91.99999999999565
2020.10.26,-108.00000000000809,83.00000000001084,135.99999999999568,-36.0000000000138,,74.99999999998464
2020.10.26,-84.0000000000063,97.9999999999981,164.00000000000148,-56.000000000011596,,121.9999999999817
2020.10.26,-89.00000000000574,87.99999999999919,195.0000000000074,-56.000000000011596,,137.99999999998926
2020.10.26,-87.99999999999919,101.00000000001774,189.99999999999773,-31.000000000003247,,172.00000000001302
2020.10.26,-107.00000000000153,100.0000000000112,179.00000000000205,-97.9999999999981,,74.00000000001361
2020.10.26,-95.00000000000064,96.00000000000719,159.9999999999966,-154.0000000000097,,6.999999999993435
2020.10.26,-113.00000000000753,78.00000000000028,150.00000000000568,-198.99999999999363,,-83.9999999999952
2020.10.26,-142.00000000000878,76.0000000000094,150.00000000000568,-259.0000000000092,,-175.0000000000029
2020.10.26,-102.00000000000209,42.0000000000087,138.9999999999958,-343.00000000000443,,-264.00000000000205
2020.10.26,-243.99999999999977,63.99999999999739,-7.999999999995566,-290.00000000001245,,-478.0000000000104
2020.10.26,-272.00000000000557,43.00000000001525,-30.000000000001137,-188.00000000001037,,-447.0000000000018
2020.10.26,-318.00000000000716,57.00000000001815,-149.0000000000009,-99.00000000000463,,-508.99999999999454
2020.10.26,-340.00000000000693,55.000000000005045,-182.99999999999272,-53.999999999998494,,-521.9999999999931
2020.10.26,-375.0000000000031,21.00000000000435,-143.00000000000068,-55.000000000005045,,-552.0000000000044
2020.10.26,-321.0000000000046,18.0000000000069,-126.00000000000477,-97.00000000001374,,-526.0000000000163
2020.10.26,-267.00000000000614,19.00000000001345,-63.00000000000239,-242.00000000000887,,-553.000000000004
2020.10.26,-278.00000000000045,4.000000000004,-36.99999999999193,-290.9999999999968,,-601.9999999999852
2020.10.26,-285.00000000000193,9.000000000014552,-51.00000000000193,-312.00000000000114,,-638.9999999999905
2020.10.26,-363.0000000000022,22.0000000000109,-21.000000000000796,-165.9999999999995,,-527.9999999999916
2020.10.26,-323.0000000000066,5.000000000010552,27.000000000001023,-221.00000000000452,,-511.99999999999955
2020.10.26,-316.0000000000052,-17.000000000000348,-3.0000000000001137,-212.99999999999653,,-549.0000000000022
2020.10.26,-357.00000000000733,-27.999999999983594,-42.00000000000159,-188.00000000001037,,-615.0000000000028
2020.10.26,-358.0000000000028,-41.99999999998649,-51.00000000000193,-313.00000000000773,,-763.9999999999989
2020.10.26,-378.00000000000057,-15.999999999993797,-176.9999999999925,-435.0000000000076,,-1005.9999999999944
2020.10.26,-348.9999999999993,-20.999999999982144,-141.9999999999959,-517.9999999999962,,-1029.9999999999736
2020.10.26,-326.0000000000041,-35.999999999991594,-144.99999999999602,-615.00000000001,,-1122.0000000000018
2020.10.26,-329.00000000000153,-31.999999999987594,-155.9999999999917,-639.9999999999961,,-1156.999999999977
2020.10.26,-297.9999999999983,-31.000000000003247,-128.0000000000001,-634.0000000000013,,-1091.000000000003
2020.10.26,-345.0000000000064,-26.999999999999247,-150.99999999999625,-631.0000000000038,,-1154.0000000000057
2020.10.26,-331.999999999999,-14.999999999987246,-176.9999999999925,-480.00000000001376,,-1003.9999999999925
2020.10.26,-342.000000000009,-2.999999999997449,-165.99999999999682,-337.0000000000095,,-848.0000000000127
2020.10.26,-330.0000000000081,13.000000000018552,-162.9999999999967,-327.00000000001063,,-806.9999999999968
2020.10.26,-387.99999999999943,-3.999999999981796,-245.9999999999951,-276.9999999999939,,-914.9999999999702
2020.10.26,-387.000000000004,-0.9999999999843467,-239.99999999999488,-269.9999999999925,,-897.9999999999757
2020.10.26,-369.0000000000082,-7.999999999985796,-240.99999999999966,-384.00000000000654,,-1002.0000000000002
2020.10.26,-358.0000000000028,4.000000000004,-245.9999999999951,-378.999999999996,,-978.9999999999899
2020.10.26,-353.0000000000033,-4.999999999988347,-265.99999999999113,-329.00000000000153,,-952.9999999999843
2020.10.27,-387.99999999999943,-19.999999999997797,-274.9999999999915,-348.9999999999993,,-1031.999999999988
2020.10.27,-404.99999999999983,-28.999999999990145,-240.99999999999966,-360.0000000000048,,-1034.9999999999945
2020.10.27,-404.0000000000044,-34.99999999998504,-228.9999999999992,-339.0000000000004,,-1006.9999999999891
2020.10.27,-396.00000000000745,-26.999999999999247,-271.99999999999136,-340.00000000000693,,-1035.000000000005
2020.10.27,-392.9999999999989,-24.999999999986144,-328.9999999999935,-314.99999999999864,,-1061.9999999999773
2020.10.27,-348.00000000000387,-25.999999999992696,-254.0000000000049,-348.9999999999993,,-977.0000000000008
2020.10.27,-302.0000000000023,-26.999999999999247,-201.99999999999818,-307.99999999999716,,-838.9999999999969
2020.10.27,-322.00000000000006,-25.999999999992696,-243.99999999999977,-327.99999999999494,,-919.9999999999875
2020.10.27,-295.0000000000008,-7.0000000000014495,-216.99999999999875,-307.99999999999716,,-826.9999999999982
2020.10.27,-262.00000000000665,2.999999999997449,-236.99999999999477,-261.0000000000001,,-757.0000000000041
2020.10.27,-299.00000000000483,-7.999999999985796,-283.9999999999918,-231.0000000000034,,-821.9999999999859
2020.10.27,-296.0000000000074,-3.999999999981796,-281.9999999999965,-200.00000000000017,,-781.9999999999859
2020.10.27,-277.000000000005,-2.999999999997449,-236.0000000000042,-214.00000000000307,,-730.0000000000097
2020.10.27,-265.0000000000041,-18.999999999991246,-206.00000000000307,-221.00000000000452,,-711.000000000003
2020.10.27,-264.0000000000087,-36.999999999998145,-188.0000000000024,-231.0000000000034,,-720.0000000000126
2020.10.27,-247.00000000000833,-61.99999999998429,-167.99999999999216,-290.9999999999968,,-767.9999999999816
2020.10.27,-225.00000000000853,-48.99999999998794,-228.9999999999992,-306.00000000000625,,-809.0000000000019
