date,AUDUSD,NZDJPY,empty,sum
2018.10.29,-30.000000000007798,-21.99999999999136,,-51.99999999999916
2018.10.29,-70.0000000000034,-21.99999999999136,,-91.99999999999476
2018.10.29,-90.0000000000012,-33.00000000000125,,-123.00000000000244
2018.10.29,-62.000000000006494,-57.00000000000216,,-119.00000000000865
2018.10.29,-9.999999999998899,-117.999999999995,,-127.99999999999389
2018.10.29,51.000000000001044,-52.99999999999727,,-1.999999999996227
2018.10.29,29.999999999996696,-76.99999999999818,,-47.000000000001485
2018.10.29,14.999999999998348,37.00000000000614,,52.00000000000449
2018.10.29,57.99999999999139,102.00000000000387,,159.99999999999525
2018.10.29,-26.000000000003798,-46.999999999997044,,-73.00000000000084
2018.10.29,-94.00000000000519,-110.99999999999,,-204.99999999999517
2018.10.29,-87.99999999999919,-129.99999999999545,,-217.99999999999466
2018.10.29,-53.00000000000304,-105.99999999999454,,-158.99999999999758
2018.10.29,-65.99999999999939,-209.99999999999375,,-275.9999999999931
2018.10.29,-120.00000000000898,-304.9999999999926,,-425.0000000000016
2018.10.29,-92.00000000000318,-308.9999999999975,,-401.0000000000007
2018.10.29,-31.999999999998696,-170.0000000000017,,-202.0000000000004
2018.10.29,-11.00000000000545,-212.0000000000033,,-223.00000000000875
2018.10.29,-65.00000000000395,-244.99999999999034,,-309.9999999999943
2018.10.29,-156.00000000000057,-332.9999999999984,,-488.999999999999
2018.10.29,-82.99999999999974,-296.99999999999704,,-379.9999999999968
2018.10.29,-21.00000000000435,-269.999999999996,,-291.00000000000034
2018.10.29,-14.999999999998348,-328.00000000000296,,-343.0000000000013
2018.10.29,-55.000000000005045,-504.99999999999545,,-560.0000000000005
2018.10.29,-120.00000000000898,-545.0000000000017,,-665.0000000000107
2018.10.29,-33.000000000005244,-510.9999999999957,,-544.0000000000009
2018.10.29,-43.00000000000415,-573.9999999999981,,-617.0000000000023
2018.10.29,41.9999999999976,-545.0000000000017,,-503.0000000000041
2018.10.29,-6.0000000000060005,-596.0000000000036,,-602.0000000000097
2018.10.29,19.999999999997797,-522.9999999999961,,-502.99999999999835
2018.10.29,69.9999999999923,-507.99999999999557,,-438.0000000000033
2018.10.29,156.00000000000057,-501.99999999999534,,-345.99999999999477
2018.10.29,126.99999999999933,-462.99999999999386,,-335.99999999999454
2018.10.29,108.99999999999244,-515.0000000000006,,-406.00000000000813
2018.10.29,112.000000000001,-480.000000000004,,-368.00000000000296
2018.10.29,163.99999999999747,-491.9999999999902,,-327.9999999999927
2018.10.29,251.00000000000122,-375.0,,-123.99999999999878
2018.10.29,276.9999999999939,-430.9999999999974,,-154.00000000000347
2018.10.29,258.9999999999981,-420.0000000000017,,-161.00000000000358
2018.10.29,241.99999999999778,-423.0000000000018,,-181.00000000000404
2018.10.29,265.99999999999955,-372.99999999999045,,-106.9999999999909
2018.10.29,307.0000000000017,-361.99999999999477,,-54.999999999993065
2018.10.29,349.99999999999477,-295.99999999999227,,54.0000000000025
2018.10.29,308.9999999999926,-359.99999999999943,,-51.00000000000682
2018.10.29,318.99999999999153,-292.0000000000016,,26.99999999998994
2018.10.29,383.0,-316.0000000000025,,66.9999999999975
2018.10.29,332.99999999999443,-322.9999999999933,,10.000000000001137
2018.10.29,302.9999999999977,-320.99999999999795,,-18.000000000000227
2018.10.30,319.99999999999807,-350.9999999999991,,-31.000000000001023
2018.10.30,329.00000000000153,-305.9999999999974,,23.00000000000415
2018.10.30,307.99999999999716,-357.9999999999899,,-49.999999999992724
2018.10.30,284.9999999999908,-343.0000000000035,,-58.00000000001273
2018.10.30,246.00000000000176,-453.00000000000296,,-207.0000000000012
2018.10.30,219.99999999999798,-518.9999999999912,,-298.9999999999933
2018.10.30,146.00000000000168,-621.9999999999999,,-475.9999999999982
2018.10.30,185.99999999999727,-622.9999999999905,,-436.9999999999932
2018.10.30,191.99999999999218,-564.9999999999977,,-373.00000000000557
2018.10.30,39.00000000000014,-718.9999999999941,,-679.999999999994
2018.10.30,46.00000000000159,-741.9999999999902,,-695.9999999999886
2018.10.30,30.999999999992145,-787.9999999999967,,-757.0000000000045
2018.10.30,17.000000000000348,-840.999999999994,,-823.9999999999936
2018.10.30,-9.999999999998899,-849.0000000000038,,-859.0000000000026
2018.10.30,2.999999999997449,-835.9999999999985,,-833.000000000001
2018.10.30,13.999999999991797,-825.0000000000028,,-811.000000000011
2018.10.30,34.000000000000696,-832.9999999999984,,-798.9999999999977
2018.10.30,-23.00000000000635,-887.0000000000005,,-910.0000000000068
2018.10.30,-25.00000000000835,-894.999999999996,,-920.0000000000043
2018.10.30,25.999999999992696,-902.000000000001,,-876.0000000000083
2018.10.30,-38.0000000000047,-953.9999999999935,,-991.9999999999982
2018.10.30,5.999999999994898,-896.0000000000008,,-890.0000000000059
2018.10.30,36.999999999998145,-780.0000000000011,,-743.000000000003
2018.10.30,34.000000000000696,-831.9999999999936,,-797.999999999993
2018.10.30,29.000000000001247,-860.99999999999,,-831.9999999999887
2018.10.30,34.000000000000696,-859.9999999999994,,-825.9999999999987
2018.10.30,-55.000000000005045,-929.000000000002,,-984.000000000007
2018.10.30,-31.999999999998696,-947.9999999999933,,-979.999999999992
2018.10.30,-82.99999999999974,-1027.000000000001,,-1110.0000000000007
2018.10.30,-39.00000000000014,-982.9999999999899,,-1021.99999999999
2018.10.30,-85.00000000000173,-975.9999999999991,,-1061.000000000001
2018.10.30,-262.00000000000665,-1182.0000000000023,,-1444.0000000000089
2018.10.30,-180.0000000000024,-1140.9999999999911,,-1320.9999999999936
2018.10.30,-185.00000000000182,-1076.9999999999982,,-1262.0
2018.10.30,-173.00000000000094,-1078.000000000003,,-1251.0000000000039
2018.10.30,-204.00000000000418,-1009.0000000000003,,-1213.0000000000045
2018.10.30,-231.0000000000034,-1052.9999999999973,,-1284.0000000000007
2018.10.30,-180.0000000000024,-1021.9999999999914,,-1201.9999999999936
2018.10.30,-90.0000000000012,-938.999999999993,,-1028.999999999994
