date,USDCHF,GBPUSD,EURUSD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,GBPJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.02.12,-100.99999999999554,-120.00000000000898,-55.99999999998939,-39.999999999995595,-60.99999999999994,-340.9999999999913,-143.00000000000068,0.0,-143.00000000000068,-63.00000000000239,-90.0000000000012,-129.00000000000134,-56.99999999999594,,-1343.999999999983
2018.02.12,40.00000000000669,-212.99999999999653,-85.99999999998609,-58.99999999999794,-73.99999999999629,-34.99999999998504,-123.99999999999523,24.000000000001798,-232.99999999997567,-54.000000000002046,34.99999999999615,-134.0000000000008,-76.99999999999375,,-989.9999999999247
2018.02.12,70.99999999999883,-208.00000000000819,-79.99999999999119,-39.999999999995595,-78.99999999999574,-32.999999999994145,-135.99999999999568,46.999999999997044,-231.99999999999932,-89.9999999999892,29.999999999996696,-151.00000000000114,-83.9999999999952,,-984.9999999999728
2018.02.12,74.00000000000739,-200.00000000000017,-83.9999999999952,-74.99999999999174,-42.999999999993044,-28.999999999990145,-125.0,46.999999999997044,-157.99999999998704,4.0000000000048885,51.000000000001044,-92.99999999999864,9.999999999998899,,-620.9999999999468
2018.02.12,9.999999999998899,-258.0000000000027,-158.99999999999804,-114.99999999999844,-46.999999999997044,-31.999999999987594,-117.999999999995,51.000000000001044,-157.99999999998704,23.000000000010346,31.999999999998696,-57.00000000000705,48.000000000003595,,-779.9999999999602
2018.02.12,-1.999999999990898,-224.000000000002,-201.99999999999108,-124.00000000000189,-74.99999999999174,-19.999999999997797,-13.999999999995794,44.99999999999504,34.99999999999659,82.00000000000784,38.0000000000047,-58.000000000002494,26.999999999999247,,-491.99999999997027
2018.02.12,-102.99999999999754,-319.0000000000026,-336.00000000000296,-212.99999999999653,-146.00000000000168,20.000000000020002,-197.9999999999933,60.99999999999994,-147.99999999999613,-39.99999999999204,29.999999999996696,-51.000000000001044,32.999999999994145,,-1409.9999999999732
2018.02.12,-104.99999999999955,-327.99999999999494,-360.9999999999891,-190.00000000000128,-129.9999999999968,38.0000000000047,-143.00000000000068,63.00000000000195,-69.99999999999318,14.000000000010004,2.000000000002,-47.00000000000814,17.000000000000348,,-1239.9999999999643
2018.02.12,-100.99999999999554,-317.0000000000117,-358.9999999999982,-158.99999999999804,-141.99999999999767,39.00000000001125,-143.00000000000068,73.00000000000084,-72.99999999997908,2.0000000000095497,-31.999999999998696,-51.000000000001044,-28.000000000005798,,-1290.999999999965
2018.02.12,-87.99999999999919,-404.0000000000044,-408.9999999999927,-173.00000000000094,-151.9999999999966,68.00000000000139,-177.99999999999727,90.99999999999665,-241.99999999999022,-45.000000000001705,-24.000000000001798,-26.999999999999247,-21.00000000000435,,-1603.9999999999905
2018.02.12,-93.99999999999409,-398.9999999999938,-412.9999999999967,-200.00000000000017,-212.99999999999653,102.00000000000209,-227.99999999999443,87.99999999999919,-300.9999999999877,-140.99999999999113,-4.000000000004,-140.0000000000068,-45.99999999999049,,-1988.9999999999548
2018.02.12,-107.99999999999699,-537.0000000000097,-453.99999999999886,-207.99999999999707,-263.0000000000021,107.00000000001265,-236.0000000000042,83.9999999999952,-417.99999999997794,-177.99999999999727,33.000000000005244,-152.00000000000767,-80.99999999999774,,-2410.999999999976
2018.02.12,-122.99999999999534,-663.0000000000135,-530.9999999999926,-257.9999999999916,-336.9999999999984,113.00000000000753,-215.0000000000034,110.99999999999443,-494.9999999999761,-230.99999999999454,43.00000000000415,-214.00000000000307,-144.0000000000108,,-2943.9999999999736
2018.02.12,-117.99999999999588,-646.9999999999976,-448.9999999999883,-226.99999999999943,-312.9999999999966,97.00000000001374,-194.99999999999318,105.99999999999498,-487.99999999999955,-211.9999999999891,36.0000000000027,-208.00000000000819,-130.99999999999224,,-2748.9999999999486
2018.02.12,-84.99999999999064,-609.9999999999994,-425.99999999999307,-207.99999999999707,-280.9999999999979,121.99999999999989,-143.00000000000068,120.99999999999334,-417.99999999997794,-149.0000000000009,4.000000000004,-170.00000000000347,-106.00000000000608,,-2348.99999999997
2018.02.12,-107.99999999999699,-636.0000000000143,-427.99999999998397,-234.00000000000088,-268.99999999999704,84.0000000000174,-176.9999999999925,102.99999999999754,-465.99999999997976,-176.9999999999925,19.999999999997797,-153.99999999999858,-100.0000000000112,,-2541.999999999956
2018.02.12,-96.99999999999153,-583.0000000000002,-471.9999999999835,-240.99999999999122,-241.99999999999778,110.00000000001009,-164.99999999999204,107.99999999999699,-418.9999999999827,-126.99999999999534,-2.000000000002,-136.00000000000279,-48.000000000003595,,-2313.9999999999354
2018.02.12,-100.99999999999554,-534.0000000000123,-465.0000000000043,-193.99999999999417,-261.0000000000001,118.00000000001809,-156.99999999999648,114.99999999999844,-369.9999999999761,-134.9999999999909,-5.999999999994898,-134.0000000000008,-130.0000000000079,,-2253.999999999957
2018.02.12,-135.99999999999167,-553.0000000000035,-515.9999999999832,-182.99999999999983,-253.99999999999866,141.00000000001333,-179.9999999999926,90.0000000000012,-325.9999999999934,-134.00000000000034,-102.00000000000209,-151.00000000000114,-130.0000000000079,,-2433.9999999999595
2018.02.12,-75.9999999999983,-489.0000000000061,-436.9999999999985,-78.99999999999574,-169.99999999999238,87.00000000001484,-114.99999999999488,98.99999999999353,-268.99999999997704,-24.999999999991473,-119.99999999999788,-58.99999999999794,-134.99999999999625,,-1787.9999999999382
2018.02.12,-5.999999999994898,-391.000000000008,-286.99999999999284,-35.999999999991594,-109.99999999999899,36.0000000000138,39.00000000000148,63.00000000000195,-84.99999999997954,78.00000000000296,-124.00000000000189,-91.00000000000774,-109.00000000000354,,-1022.9999999999588
2018.02.12,-193.99999999999417,-693.9999999999947,-384.9999999999909,-107.99999999999699,-154.99999999999403,-108.99999999998133,-225.9999999999991,-12.000000000000899,-536.9999999999777,-48.99999999999238,-63.00000000000195,-99.00000000000463,-133.00000000000534,,-2763.999999999934
