date,AUDUSD,AUDJPY,empty,sum
2021.01.18,-43.00000000000415,-4.9999999999954525,,-47.9999999999996
2021.01.18,-41.9999999999976,0.0,,-41.9999999999976
2021.01.18,-36.0000000000027,-0.999999999990564,,-36.999999999993264
2021.01.18,-241.00000000000233,-149.0000000000009,,-390.00000000000324
2021.01.18,-278.00000000000045,-188.99999999999295,,-466.9999999999934
2021.01.18,-202.0000000000022,-164.99999999999204,,-366.9999999999942
2021.01.18,-190.00000000000128,-203.99999999999352,,-393.99999999999477
2021.01.18,-183.99999999999528,-229.99999999998977,,-413.99999999998505
2021.01.18,-155.00000000000514,-196.99999999998852,,-351.99999999999363
2021.01.18,-134.0000000000008,-174.99999999999716,,-308.99999999999795
2021.01.18,-178.99999999999582,-203.99999999999352,,-382.9999999999893
2021.01.18,-182.99999999999983,-199.99999999998863,,-382.99999999998846
2021.01.18,-243.99999999999977,-280.00000000000114,,-524.0000000000009
2021.01.18,-246.00000000000176,-280.9999999999917,,-526.9999999999934
2021.01.18,-278.9999999999959,-337.99999999999386,,-616.9999999999898
2021.01.18,-251.99999999999667,-313.99999999999295,,-565.9999999999897
2021.01.18,-243.99999999999977,-283.9999999999918,,-527.9999999999916
2021.01.18,-251.00000000000122,-290.9999999999968,,-541.9999999999981
2021.01.18,-221.00000000000452,-274.0000000000009,,-495.00000000000546
2021.01.18,-307.0000000000017,-349.9999999999943,,-656.999999999996
2021.01.18,-370.9999999999991,-399.9999999999915,,-770.9999999999906
2021.01.18,-382.00000000000455,-403.99999999999636,,-786.0000000000009
2021.01.18,-448.000000000004,-458.999999999989,,-906.999999999993
2021.01.18,-482.00000000000466,-477.99999999999443,,-959.9999999999991
2021.01.18,-431.0000000000036,-435.99999999999284,,-866.9999999999964
2021.01.18,-419.9999999999982,-426.9999999999925,,-846.9999999999907
2021.01.18,-419.00000000000273,-437.9999999999882,,-856.9999999999909
2021.01.18,-370.00000000000364,-397.99999999999613,,-767.9999999999998
2021.01.18,-392.9999999999989,-420.99999999999227,,-813.9999999999911
2021.01.18,-404.0000000000044,-423.0000000000018,,-827.0000000000061
2021.01.18,-389.000000000006,-415.9999999999968,,-805.0000000000028
2021.01.18,-311.00000000000574,-351.99999999998965,,-662.9999999999955
