date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,CADJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.11.18,0.0,0.0,-11.00000000000545,-43.00000000000637,-25.00000000000835,-23.00000000000635,-7.9999999999968985,-106.00000000000608,-107.99999999998988,0.0,-17.000000000000348,0.0,-24.000000000001798,-9.000000000014552,0.0,-9.000000000014552,-61.99999999999761,-46.999999999997044,-57.00000000000216,-75.00000000000284,-68.99999999999685,-116.00000000000499,-7.999999999985796,,-817.000000000038
2019.11.18,104.99999999999955,25.00000000000835,-15.00000000000945,-31.999999999996476,-4.000000000004,7.9999999999968985,-6.999999999990347,-5.999999999994898,-104.99999999998977,4.999999999999449,5.999999999994898,58.000000000002494,45.000000000006146,51.9999999999925,19.999999999997797,61.99999999998429,-27.000000000001023,-38.0000000000047,-34.000000000006025,-52.00000000000671,-65.00000000000395,-109.00000000000354,57.00000000001815,,-51.000000000010374
2019.11.18,146.99999999999713,-14.000000000002899,-26.999999999999247,-99.00000000000375,-11.00000000000545,9.999999999998899,-9.999999999998899,-4.000000000004,-79.9999999999983,68.00000000000139,51.99999999999649,70.99999999999883,50.0000000000056,75.9999999999934,-7.0000000000014495,-40.0000000000178,-22.999999999996135,-51.000000000001044,-55.999999999997385,-91.99999999999875,-65.00000000000395,-70.99999999999883,125.00000000001954,,-51.00000000001661
2019.11.18,126.0000000000039,-11.00000000000545,-35.00000000000725,-120.00000000000455,-12.999999999996348,17.999999999995797,-5.999999999994898,56.99999999999594,-84.99999999999375,56.0000000000005,50.99999999998994,68.99999999999685,57.00000000000705,110.99999999999,2.0000000000131024,-13.000000000018552,22.00000000000557,-75.00000000000284,-69.99999999999318,-100.99999999999909,-75.9999999999983,-73.00000000000084,132.00000000002098,,23.00000000000456
2019.11.18,114.00000000000298,5.999999999994898,-53.999999999998494,-97.99999999999898,12.999999999996348,29.000000000001247,-23.999999999990695,18.0000000000069,-128.0000000000001,43.00000000000415,54.999999999993946,36.999999999998145,75.00000000000284,80.99999999998886,7.0000000000014495,7.999999999985796,-33.00000000000125,-112.000000000001,-63.99999999999295,-108.00000000000409,-83.9999999999952,-78.00000000000028,155.00000000001623,,-141.99999999998923
2019.11.18,118.00000000000699,9.000000000014552,-58.000000000002494,-79.9999999999983,-19.999999999997797,46.999999999997044,-9.999999999998899,31.000000000003247,-161.99999999999193,50.0000000000056,63.99999999999739,54.999999999993946,97.00000000000264,15.999999999991132,13.000000000018552,46.999999999997044,-102.00000000000387,-103.99999999999298,-58.000000000006935,-72.00000000000273,-117.00000000000044,-104.99999999999955,144.0000000000108,,-196.99999999995697
2019.11.18,150.00000000000568,-17.000000000000348,-65.00000000000395,-13.00000000000523,-28.999999999990145,32.999999999994145,-19.999999999997797,75.00000000000284,-182.99999999999272,82.99999999999974,86.99999999999264,65.99999999999939,87.00000000000374,-72.00000000000273,19.999999999997797,-1.0000000000065512,-152.00000000000102,-96.99999999999153,7.000000000005002,-49.000000000006594,-98.99999999999353,-72.0000000000054,167.00000000000603,,-93.99999999999051
2019.11.18,158.0000000000026,-18.0000000000069,-76.0000000000094,-6.000000000000227,-45.000000000006146,-13.00000000000745,-45.99999999999049,90.99999999999665,-184.99999999998806,97.9999999999981,43.999999999999595,43.999999999999595,97.00000000000264,-82.99999999999841,45.000000000006146,-101.00000000001774,-180.99999999999739,-85.99999999998609,21.000000000000796,-62.00000000001182,-58.99999999999794,-38.0000000000047,159.00000000002024,,-241.99999999999642
2019.11.18,173.00000000000094,-82.00000000000429,-99.00000000000463,0.0,-72.0000000000054,46.00000000000159,-23.999999999990695,165.9999999999995,-171.99999999999704,125.00000000000844,102.99999999999754,71.99999999999429,67.00000000000594,-102.00000000000387,-29.999999999996696,-82.00000000000429,-192.99999999999784,-92.99999999998754,43.00000000000637,-44.00000000001114,-71.99999999999429,-21.00000000000435,206.00000000001728,,-84.99999999997021
2019.11.18,185.00000000000182,-59.99999999999339,-113.00000000000753,6.000000000000227,-55.000000000005045,35.999999999991594,-23.999999999990695,195.9999999999962,-143.99999999999125,128.00000000000588,103.99999999999298,78.00000000000028,78.00000000000028,-104.99999999998977,-17.999999999984695,-75.00000000000284,-185.99999999999284,-113.99999999999189,34.000000000006025,-43.00000000000637,-59.99999999999339,-26.000000000003798,198.00000000000927,,20.000000000051045
2019.11.18,182.99999999999983,-87.99999999999919,-120.99999999999334,10.99999999999568,-55.99999999998939,52.99999999999194,-9.999999999998899,208.99999999999253,-147.99999999999613,130.0000000000079,114.99999999999844,90.0000000000012,75.00000000000284,-120.00000000000455,-27.999999999983594,-80.00000000001339,-198.99999999999807,-116.99999999998934,49.000000000006594,-22.00000000000557,-70.0000000000034,-60.99999999999994,163.00000000000205,,-41.99999999997584
2019.11.18,165.00000000000404,-119.99999999998678,-130.0000000000079,13.00000000000523,-68.00000000000139,8.999999999992347,4.000000000004,229.99999999999687,-175.99999999998772,119.00000000000244,68.99999999999685,100.00000000000009,69.00000000000794,-171.99999999999704,-89.99999999999008,-243.00000000001543,-224.00000000000375,-146.00000000000168,58.9999999999975,0.0,-49.99999999999449,-63.00000000000195,91.00000000001884,,-553.999999999962
2019.11.18,163.00000000000205,-120.99999999999334,-134.00000000001188,9.000000000000341,-52.000000000007596,-28.000000000005798,-4.999999999999449,197.00000000000273,-180.99999999999739,113.00000000000753,21.999999999999797,87.00000000000374,72.0000000000054,-175.00000000001137,-87.99999999999919,-329.00000000000153,-224.99999999999432,-148.99999999999915,54.000000000002046,-9.000000000000341,-9.00000000000345,-61.999999999995396,65.00000000000395,,-784.9999999999924
2019.11.18,177.00000000000495,-62.99999999999084,-110.99999999999443,22.999999999996135,-43.999999999999595,-33.000000000005244,-19.999999999997797,177.00000000000495,-160.99999999998715,123.00000000000644,29.999999999996696,83.9999999999952,92.99999999999864,-110.99999999999,-10.999999999983245,-267.0000000000172,-192.99999999999784,-117.99999999999588,49.99999999999716,-19.000000000005457,26.999999999999247,-36.0000000000027,79.00000000000685,,-323.9999999999611
2019.11.18,189.00000000000583,-43.999999999999595,-113.00000000000753,19.000000000005457,-42.0000000000087,-43.00000000000415,-32.999999999994145,178.00000000001148,-154.99999999998693,133.00000000000534,37.99999999999359,75.00000000000284,90.0000000000012,-99.99999999999432,1.0000000000065512,-280.0000000000136,-203.99999999999352,-126.0000000000039,57.00000000000216,-40.00000000000625,24.999999999997247,-33.000000000005244,79.00000000000685,,-328.9999999999793
