date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2017.09.25,-59.000000000009045,-21.00000000000435,-10.99999999999568,-19.999999999997797,0.0,-49.99999999999449,-17.000000000000348,-3.9999999999906777,-47.9999999999925,-38.0000000000047,-81.9999999999932,-75.00000000000284,-116.99999999998934,-30.000000000001137,-32.0000000000098,-14.000000000002899,-28.000000000005798,-63.00000000000239,-11.00000000000989,-48.00000000000182,-89.00000000000574,-180.99999999999784,-119.00000000000244,,-1157.0000000000148
2017.09.25,-41.000000000002146,43.999999999999595,33.00000000000125,-24.000000000001798,-58.99999999999794,82.00000000000429,32.0000000000098,-46.999999999997044,-39.00000000000014,29.999999999996696,95.00000000000064,-95.999999999985,-133.00000000000534,-12.000000000000455,46.999999999997044,-9.999999999998899,-394.00000000000546,-55.999999999997385,-29.000000000010573,69.00000000000261,-51.000000000001044,95.00000000000064,-323.0000000000066,,-786.9999999999973
2017.09.25,-9.999999999998899,141.99999999999767,-103.9999999999992,58.000000000002494,-87.99999999999919,149.00000000001023,83.9999999999952,-200.9999999999934,6.0000000000060005,24.000000000001798,165.9999999999995,-4.000000000004,-453.99999999999886,90.00000000000341,244.9999999999841,151.9999999999966,-281.0000000000201,-150.99999999999625,-138.00000000000523,165.99999999999682,39.999999999995595,254.99999999999412,-309.0000000000037,,-163.00000000003536
2017.09.25,2.999999999997449,228.00000000000597,-167.0000000000016,103.99999999999298,-51.99999999999649,76.0000000000094,207.00000000000162,-275.99999999999625,17.000000000000348,41.000000000002146,94.00000000000519,324.0000000000132,-401.00000000000693,362.99999999999955,410.99999999998363,236.99999999999832,80.99999999999774,-191.0000000000025,-187.00000000001182,170.0000000000017,85.99999999999719,187.9999999999993,-154.0000000000097,,1201.9999999999804
2017.09.25,-29.000000000001247,197.00000000000273,-156.99999999999648,134.00000000001188,-67.00000000000594,-50.99999999998994,221.00000000000452,-221.9999999999942,12.000000000000899,47.9999999999925,-13.999999999991797,326.0000000000041,-272.99999999998994,337.0000000000175,434.9999999999854,219.99999999999798,196.99999999998053,-143.99999999999125,-169.00000000001114,16.999999999995907,120.99999999999334,59.99999999999339,-58.000000000002494,,1141.0000000000064
2017.09.25,-35.00000000000725,212.99999999999653,-260.9999999999957,140.0000000000068,-146.00000000000168,-121.99999999999989,226.99999999999943,-333.999999999989,1.0000000000065512,68.00000000000139,-92.99999999999864,390.0000000000015,-252.99999999999213,391.00000000001955,468.00000000000176,103.99999999999298,522.9999999999845,-253.0000000000001,-362.000000000009,-73.0000000000075,168.00000000000148,-36.0000000000027,188.9999999999947,,914.0000000000039
2017.09.25,-68.00000000000139,268.0000000000016,-284.9999999999966,99.00000000000463,-224.000000000002,-211.99999999998997,293.99999999999426,-340.999999999994,-59.99999999999339,131.99999999999878,-139.00000000000023,395.99999999999636,-266.0000000000107,579.0000000000077,506.9999999999908,44.99999999998394,719.9999999999873,-299.99999999999716,-456.00000000000307,-61.99999999999761,190.00000000000128,-185.00000000000182,374.999999999992,,1006.9999999999707
2017.09.25,-55.000000000005045,290.9999999999968,-310.0000000000023,46.999999999997044,-224.000000000002,-273.9999999999965,337.0000000000095,-356.9999999999993,-73.99999999999629,190.99999999999673,-212.99999999999653,514.9999999999987,-309.0000000000037,596.0000000000036,424.99999999998647,71.99999999998319,807.9999999999865,-353.9999999999992,-438.0000000000024,-150.99999999999625,227.99999999999488,-256.99999999999613,486.999999999993,,980.9999999999509
2017.09.25,-68.00000000000139,198.99999999999363,-266.9999999999959,39.00000000001125,-204.99999999999963,-256.99999999999613,279.00000000000705,-318.9999999999884,-91.99999999999208,198.99999999999363,-159.9999999999935,486.00000000000864,-334.9999999999964,439.9999999999977,319.999999999987,24.999999999986144,794.9999999999901,-325.00000000000284,-417.0000000000016,-135.00000000000512,185.99999999999727,-263.99999999999756,527.9999999999951,,651.999999999997
2017.09.25,-72.0000000000054,263.99999999999756,-218.00000000000352,9.999999999998899,-151.00000000000114,-269.9999999999925,316.0000000000052,-243.99999999999977,-98.99999999999353,134.99999999999625,-188.9999999999947,480.00000000001376,-465.0000000000043,448.0000000000075,373.00000000000114,145.99999999997948,1007.9999999999867,-287.9999999999967,-325.00000000000284,-204.00000000000773,109.99999999999899,-297.00000000000284,509.99999999998823,,977.9999999999688
