date,GBPUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.02.18,9.999999999998899,0.0,24.999999999997247,29.999999999996696,-76.99999999999375,0.0,5.999999999994898,32.999999999994145,-46.999999999997044,49.99999999999449,29.00000000001235,18.000000000000682,49.00000000001015,59.000000000009045,-1.0000000000065512,67.99999999999784,49.99999999999716,61.99999999999761,40.00000000000669,-81.00000000000884,2.999999999997449,,325.99999999999915
2019.02.18,-17.999999999984695,-8.999999999992347,41.000000000002146,56.99999999999594,-29.999999999996696,34.000000000000696,36.999999999998145,78.00000000000028,-60.00000000000449,68.00000000000139,38.0000000000047,48.99999999999238,39.999999999995595,65.00000000000395,11.999999999989797,73.99999999999807,82.99999999999841,99.99999999999432,63.00000000000195,-112.000000000001,4.999999999988347,,614.9999999999868
2019.02.18,-14.999999999987246,65.00000000000395,95.99999999999609,85.00000000000173,-44.99999999998394,79.00000000000685,82.99999999999974,95.00000000000064,-79.00000000000685,156.00000000000057,147.99999999999258,69.99999999999318,97.00000000001374,134.99999999999625,49.99999999999449,134.00000000000034,143.00000000000068,140.99999999999113,79.00000000000685,-103.00000000000864,52.99999999999194,,1467.0000000000043
2019.02.18,9.999999999998899,89.00000000000574,119.99999999999788,108.99999999999244,-14.999999999987246,99.00000000000463,112.000000000001,121.99999999999989,-85.99999999999719,154.0000000000097,170.00000000000347,188.0000000000024,89.00000000000574,147.00000000000824,65.99999999998829,209.99999999999375,224.99999999999432,219.99999999999886,96.00000000000719,-118.00000000000699,51.000000000001044,,2058.000000000022
2019.02.18,8.000000000008,146.00000000000168,146.00000000000168,163.00000000000205,-86.99999999999264,90.0000000000012,98.99999999999353,141.00000000000225,-141.00000000000225,228.00000000000597,235.99999999999176,134.9999999999909,63.000000000013046,107.99999999999699,100.99999999999554,159.9999999999966,172.9999999999876,204.9999999999983,87.99999999999919,-153.00000000000313,7.999999999985796,,1916.999999999974
2019.02.18,60.99999999999994,154.0000000000097,163.99999999999747,256.99999999999613,-78.99999999998464,70.0000000000034,92.99999999999864,210.99999999999451,-114.99999999999844,171.00000000001003,212.00000000001216,215.99999999999397,55.000000000005045,127.00000000001043,302.9999999999866,209.99999999999375,233.99999999999466,347.999999999999,106.00000000000608,-270.99999999999903,-109.00000000000354,,2418.0000000000255
2019.02.18,42.0000000000087,175.99999999999838,165.9999999999995,297.9999999999983,-92.99999999998754,85.00000000000173,96.99999999999153,253.99999999999866,-157.00000000000713,225.99999999999287,242.00000000000887,265.00000000000057,29.999999999996696,83.9999999999952,343.00000000000443,230.00000000000398,242.999999999995,397.99999999999613,92.00000000000318,-308.00000000000824,-165.00000000001512,,2547.9999999999764
2019.02.18,72.0000000000054,204.00000000000418,193.99999999999417,335.99999999999187,-96.99999999999153,80.00000000000229,103.99999999999298,271.9999999999945,-158.0000000000026,221.00000000000452,262.999999999991,298.0000000000018,21.00000000000435,100.0000000000112,395.99999999999636,248.99999999999523,274.0000000000009,440.9999999999883,111.00000000000554,-341.0000000000024,-177.00000000000495,,2862.9999999999827
2019.02.18,143.00000000000423,187.00000000000384,214.00000000000307,349.99999999999477,-70.99999999999883,41.000000000002146,97.9999999999981,263.0000000000021,-170.00000000000347,107.00000000001265,219.99999999999798,387.999999999991,-96.00000000000719,45.000000000006146,317.9999999999961,240.99999999999966,299.99999999999716,457.9999999999984,148.99999999999915,-370.9999999999991,-171.99999999999437,,2642.0000000000036
2019.02.18,124.99999999999733,212.99999999999653,200.00000000000017,351.99999999999676,-102.00000000000209,50.0000000000056,78.00000000000028,258.0000000000027,-187.00000000000384,158.0000000000137,215.00000000000963,390.00000000000057,-76.99999999999375,5.999999999994898,319.0000000000026,256.0000000000002,283.00000000000125,461.9999999999891,113.00000000000753,-358.0000000000028,-198.00000000000927,,2556.000000000008
2019.02.18,138.0000000000159,222.00000000001108,193.99999999999417,335.99999999999187,-76.99999999999375,60.99999999999994,78.99999999999574,244.99999999999523,-190.99999999999673,151.00000000001222,174.99999999999181,390.00000000000057,-86.99999999999264,-28.000000000005798,254.999999999983,246.9999999999999,265.00000000000057,429.9999999999926,101.00000000000664,-328.0000000000061,-180.0000000000024,,2397.9999999999936
2019.02.18,116.00000000000499,204.00000000000418,214.99999999999852,308.9999999999926,-64.99999999998174,71.00000000000995,117.99999999999588,237.99999999999378,-187.9999999999993,161.00000000001114,261.0000000000001,361.0000000000042,-79.00000000000685,43.999999999999595,219.99999999999798,233.0000000000041,283.00000000000125,397.99999999999613,136.99999999999824,-304.9999999999997,-113.00000000000753,,2619.0000000000173
2019.02.18,107.00000000001265,190.00000000000128,200.00000000000017,329.00000000000153,-69.9999999999923,66.00000000001049,106.99999999999044,261.99999999999557,-185.99999999999727,154.99999999999403,232.00000000000998,334.99999999999375,-85.99999999998609,22.0000000000109,275.9999999999874,213.99999999999864,256.9999999999908,410.99999999998715,128.00000000000588,-343.00000000000443,-163.00000000000205,,2443.000000000009
2019.02.18,106.00000000000608,168.99999999999693,168.00000000000148,292.9999999999988,-29.999999999996696,77.00000000000485,96.99999999999153,246.99999999999721,-151.9999999999966,127.99999999999478,158.99999999999804,341.99999999999875,-51.000000000001044,15.00000000000945,262.999999999991,237.99999999999955,259.00000000000034,405.9999999999917,103.00000000000864,-312.00000000000114,-156.00000000000057,,2368.999999999993
2019.02.18,66.00000000001049,178.00000000001148,175.00000000000293,285.9999999999974,-62.99999999999084,89.00000000000574,109.99999999999899,246.00000000000176,-174.00000000000747,195.9999999999962,234.00000000000088,313.0000000000024,-24.999999999986144,46.999999999997044,258.99999999998704,231.99999999999932,254.99999999999545,387.999999999991,104.99999999999955,-294.00000000000534,-133.00000000000534,,2490.0000000000023
2019.02.18,51.000000000001044,154.0000000000097,136.00000000000279,225.99999999999287,-62.99999999999084,84.0000000000063,76.99999999999375,190.99999999999673,-161.00000000000003,181.9999999999933,151.00000000001222,289.99999999999204,-18.999999999991246,-4.999999999988347,153.00000000000313,218.9999999999941,213.99999999999864,321.9999999999885,70.0000000000034,-231.99999999999886,-97.00000000001374,,1943.0000000000052
2019.02.18,66.00000000001049,182.99999999999983,180.99999999999784,243.99999999999977,-52.99999999999194,98.0000000000092,120.99999999999334,207.00000000000162,-156.00000000000057,204.00000000000418,243.99999999999977,310.0000000000023,15.00000000000945,92.00000000000318,190.99999999998562,253.0000000000001,275.99999999999625,354.99999999998977,109.00000000000354,-234.00000000000088,-87.00000000001484,,2618.9999999999986
2019.02.18,75.00000000000284,182.99999999999983,173.00000000000094,215.99999999999397,-38.99999999998904,100.00000000000009,113.99999999999189,182.00000000000438,-146.00000000000168,191.00000000000784,215.00000000000963,314.9999999999977,18.0000000000069,78.00000000000028,131.99999999999878,257.000000000005,269.999999999996,328.9999999999935,96.00000000000719,-198.00000000000927,-32.999999999994145,,2528.0000000000227
2019.02.18,46.0000000000127,177.00000000000495,202.0000000000022,185.00000000000182,-102.00000000000209,76.0000000000094,123.99999999999079,131.99999999999878,-167.00000000000603,217.0000000000005,323.99999999999096,326.9999999999982,2.999999999997449,133.00000000000534,46.999999999997044,256.0000000000002,304.9999999999926,296.99999999999704,140.0000000000068,-162.0000000000066,55.99999999998939,,2615.9999999999814
2019.02.18,57.00000000001815,177.00000000000495,166.99999999999494,114.99999999999844,-60.99999999999994,96.00000000000719,107.99999999999699,80.00000000000229,-153.00000000000313,212.00000000001216,225.99999999999287,301.00000000000193,24.000000000001798,79.00000000000685,-97.00000000001374,251.00000000000477,262.00000000000045,213.99999999999864,92.99999999999864,-67.00000000000594,112.000000000001,,2196.000000000019
2019.02.18,-89.99999999999008,177.00000000000495,141.00000000000225,103.99999999999298,-159.99999999998238,124.00000000000189,105.99999999999498,92.99999999999864,-184.00000000000637,397.0000000000029,364.00000000000875,263.9999999999958,136.00000000000279,144.0000000000108,2.999999999997449,289.99999999999204,271.0000000000008,236.99999999999477,60.99999999999994,-53.999999999998494,90.99999999999665,,2515.000000000022
2019.02.18,117.00000000001154,211.00000000000563,185.99999999999727,148.99999999999915,-13.999999999980695,109.00000000000354,119.99999999999788,107.00000000000153,-114.00000000000298,171.00000000001003,187.00000000000384,334.0000000000032,58.000000000002494,114.99999999999844,-21.00000000000435,292.0000000000016,300.9999999999877,268.99999999999125,95.00000000000064,-90.0000000000012,89.00000000000574,,2671.0000000000323
2019.02.18,127.00000000001043,121.99999999999989,158.99999999999804,127.99999999999478,-39.999999999995595,34.000000000000696,71.99999999999429,66.99999999999484,-111.00000000000554,46.0000000000127,103.99999999999298,325.9999999999934,-48.000000000003595,52.000000000007596,-73.00000000001194,228.9999999999992,265.00000000000057,239.99999999999488,123.00000000000644,-123.00000000000644,79.99999999999119,,1778.9999999999688
2019.02.18,106.00000000000608,92.00000000000318,183.99999999999528,159.9999999999935,-80.99999999999774,4.000000000004,84.99999999999064,85.99999999999719,-180.0000000000024,29.00000000001235,195.00000000001182,378.9999999999907,-181.9999999999933,2.999999999997449,-107.99999999999699,188.99999999999295,274.0000000000009,256.0000000000002,179.00000000000693,-186.00000000000838,68.99999999998573,,1552.99999999999
2019.02.18,136.00000000000279,134.99999999999625,205.99999999999508,168.00000000000148,-68.99999999998573,19.00000000000235,95.99999999999609,87.00000000000374,-204.99999999999963,46.999999999997044,208.00000000000819,450.00000000000284,-211.00000000000563,-34.000000000000696,-175.00000000001404,219.99999999999886,300.9999999999877,268.99999999999125,177.00000000000495,-167.00000000000603,85.00000000000173,,1742.9999999999786
