date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2015.11.02,-107.00000000000153,-30.0000000000189,-1.0000000000065512,-152.9999999999916,-62.99999999999084,-151.9999999999966,-252.0000000000078,-115.99999999999966,-127.99999999999478,-158.99999999999804,0.0,-537.0000000000097,-78.99999999997931,-5.000000000010552,-265.0000000000041,-7.0000000000014495,-27.999999999991587,-237.00000000000898,-129.00000000000134,-180.0000000000024,0.0,,-2628.0000000000155
2015.11.02,-56.0000000000005,-92.00000000000318,26.999999999999247,-125.0,-63.99999999999739,-175.99999999999838,-340.00000000000693,-21.000000000000796,-139.00000000000023,-241.99999999999778,0.999999999995449,-384.00000000002876,-74.99999999998863,-24.000000000001798,-239.99999999999577,470.9999999999992,46.00000000000648,-255.00000000000966,-144.99999999999514,-271.9999999999945,245.99999999999068,,-1859.000000000028
2015.11.02,-167.00000000000603,-67.00000000001705,-56.99999999999594,-185.99999999999284,-42.999999999993044,-190.00000000000128,-291.0000000000079,-58.9999999999975,-195.9999999999962,-268.99999999999704,4.999999999999449,-496.00000000000756,-93.99999999999409,37.99999999998249,-319.0000000000026,470.9999999999992,114.00000000000432,-299.99999999999716,-195.9999999999962,-229.00000000000142,201.99999999999108,,-2329.0000000000277
2015.11.02,-176.0000000000095,35.999999999991594,-83.9999999999952,-170.0000000000017,4.000000000004,-209.00000000000364,-356.00000000000074,-72.00000000000273,-261.0000000000001,-312.00000000000114,-13.00000000000745,-539.0000000000227,18.000000000000682,120.99999999999334,-476.0000000000098,574.9999999999922,91.99999999999875,-337.0000000000033,-242.99999999999324,-336.00000000000296,219.99999999999798,,-2518.0000000000755
2015.11.02,-191.00000000000784,47.99999999998139,-79.00000000000685,-143.99999999999125,26.999999999999247,-221.99999999999997,-360.0000000000048,-191.0000000000025,-285.9999999999974,-361.9999999999957,5.999999999994898,-642.0000000000314,37.00000000000614,119.99999999998678,-520.0000000000093,729.0000000000018,5.000000000009663,-313.0000000000024,-287.9999999999994,-341.99999999999784,210.99999999998343,,-2757.0000000000828
2015.11.02,-220.00000000000907,34.000000000000696,-90.99999999999665,-164.00000000000148,62.000000000006494,-265.99999999999955,-377.0000000000051,-176.9999999999925,-353.99999999999875,-387.99999999999943,7.0000000000014495,-755.0000000000168,-1.999999999981128,11.999999999989797,-588.0000000000107,629.9999999999973,13.999999999995794,-409.000000000006,-358.9999999999982,-365.99999999999966,156.99999999998494,,-3600.000000000038
2015.11.02,-217.0000000000005,108.99999999998133,-90.99999999999665,-115.99999999999966,62.000000000006494,-258.9999999999981,-395.0000000000009,-241.99999999999022,-346.9999999999973,-422.00000000000017,14.999999999998348,-769.0000000000197,40.99999999999682,31.999999999987594,-609.9999999999994,778.9999999999964,-15.000000000000568,-367.00000000000443,-356.9999999999962,-402.00000000000233,191.99999999999218,,-3379.000000000047
2015.11.02,-204.99999999999963,78.99999999998464,-29.999999999996696,-123.99999999999523,-51.000000000001044,-348.00000000000387,-500.00000000000045,-235.99999999999,-381.99999999999346,-480.99999999999807,53.999999999998494,-1051.0000000000018,-45.99999999999227,25.999999999992696,-645.999999999991,865.999999999989,5.000000000009663,-462.0000000000033,-373.99999999999653,-458.9999999999983,269.9999999999925,,-4094.9999999999936
2015.11.02,-162.0000000000066,112.99999999998533,2.0000000000131024,-66.99999999999307,-1.0000000000065512,-287.0000000000039,-470.9999999999992,-201.99999999999818,-332.99999999999443,-459.99999999999375,78.99999999999574,-870.0000000000152,10.99999999999568,48.99999999998794,-527.9999999999951,892.0000000000039,16.999999999995907,-375.0,-334.00000000000097,-453.99999999999886,309.99999999998806,,-3071.00000000004
2015.11.02,-195.00000000000074,129.00000000000134,2.0000000000131024,-55.999999999997385,-29.999999999996696,-318.00000000000716,-506.0000000000064,-228.9999999999992,-378.999999999996,-502.9999999999979,78.99999999999574,-961.9999999999961,16.000000000019554,31.999999999987594,-600.0000000000006,917.9999999999966,37.9999999999967,-385.0000000000051,-351.0000000000013,-473.0000000000012,317.9999999999961,,-3454.9999999999986
