date,GBPUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURAUD,EURNZD,AUDNZD,empty,sum
2017.05.08,-43.00000000001525,-58.9999999999975,-95.00000000000064,-7.0000000000014495,-37.00000000000925,-21.00000000000435,-19.999999999997797,-103.00000000000864,-56.0000000000005,-2.000000000002,-128.00000000001432,-116.99999999998934,-43.00000000001525,-208.99999999999253,-19.999999999997797,-149.00000000002134,,-1109.0000000000678
2017.05.08,-53.999999999998494,-87.0000000000033,-80.00000000001339,-21.00000000000435,-9.00000000000345,-19.00000000001345,-62.000000000006494,-124.00000000000189,-82.99999999999974,29.999999999996696,-125.0,49.00000000001015,-62.000000000006494,-165.9999999999995,-18.0000000000069,-158.0000000000137,,-989.0000000000643
2017.05.08,-30.0000000000189,-170.0000000000017,-204.00000000000418,-78.00000000000028,1.999999999990898,-15.00000000000945,-18.999999999991246,-125.00000000000844,-51.99999999999649,39.999999999995595,-456.0000000000173,-97.9999999999981,-80.00000000001339,-379.99999999998033,22.999999999995246,-177.00000000000495,,-1819.000000000063
2017.05.08,137.9999999999937,-135.99999999999568,-218.00000000000708,-36.999999999998145,18.999999999991246,11.999999999989797,79.00000000000685,-146.00000000000168,-92.00000000000318,52.99999999999194,-425.00000000001137,-66.99999999999484,119.99999999998678,-400.00000000000034,262.999999999991,-188.00000000001037,,-1025.0000000000714
2017.05.08,144.99999999999514,-183.00000000000693,-195.9999999999962,12.999999999996348,-8.000000000008,-15.00000000000945,83.00000000001084,-178.00000000000037,-80.99999999999774,63.99999999999739,-461.00000000001273,-75.99999999998718,252.99999999999213,-484.9999999999799,286.00000000000847,-220.00000000002018,,-1059.0000000000184
2017.05.08,148.99999999999915,-320.0000000000074,-195.9999999999962,5.999999999994898,10.999999999994348,5.999999999994898,137.9999999999937,-223.00000000000654,-93.99999999999409,100.00000000000009,-664.0000000000157,-103.99999999999298,244.9999999999841,-772.9999999999793,367.99999999999056,-251.00000000000122,,-1602.0000000000416
2017.05.08,142.99999999998204,-344.99999999999886,-216.00000000001617,-136.99999999999824,56.0000000000005,49.99999999999449,194.0000000000053,-219.00000000000253,-92.00000000000318,207.00000000000162,-723.0000000000132,-187.00000000000384,4.999999999988347,-781.9999999999939,317.9999999999961,-259.0000000000092,,-1987.0000000000705
2017.05.08,208.99999999999253,-210.99999999999852,-136.00000000000279,-117.00000000000044,15.999999999993797,29.999999999996696,191.99999999999218,-155.00000000000514,-143.9999999999997,168.00000000000148,-643.0000000000007,-376.9999999999829,22.999999999995246,-586.999999999982,367.99999999999056,-219.00000000001364,,-1583.0000000000232
2017.05.08,254.999999999983,-206.00000000000307,-56.99999999999594,-114.00000000000298,-91.00000000000774,7.999999999985796,207.00000000000162,-126.0000000000039,-217.99999999999596,157.99999999999147,-629.0000000000191,-496.99999999999187,96.99999999999153,-554.9999999999944,601.000000000007,-55.000000000005045,,-1222.0000000000593
2017.05.08,219.99999999999798,-171.99999999999704,-5.999999999994898,-263.99999999999756,-69.00000000000794,0.9999999999843467,207.00000000000162,-75.00000000000284,-198.99999999999363,154.99999999999403,-557.9999999999927,-463.9999999999977,-261.0000000000001,-442.9999999999934,554.9999999999944,120.99999999999334,,-1252.000000000012
2017.05.08,190.00000000000128,-237.00000000000898,-28.000000000005798,-221.99999999999997,-1.0000000000065512,-9.000000000014552,205.99999999999508,28.999999999990145,-112.99999999999643,151.00000000000114,-546.999999999997,-385.99999999999744,-219.00000000001364,-236.99999999999832,550.9999999999903,112.99999999998533,,-759.0000000000755
2017.05.08,181.9999999999933,-203.00000000000296,0.0,-172.00000000000549,-38.0000000000047,-19.999999999997797,191.99999999999218,-29.000000000001247,-134.0000000000008,129.00000000000134,-576.9999999999982,-489.99999999999045,-153.00000000000313,-305.9999999999841,529.0000000000017,62.99999999999084,,-1027.0000000000095
2017.05.08,278.9999999999848,-225.00000000000853,-2.999999999997449,-197.00000000000273,-92.99999999999864,-17.000000000000348,195.00000000001182,-40.00000000000669,-243.99999999999977,127.99999999999478,-674.0000000000066,-461.0000000000003,-70.0000000000145,-318.9999999999804,590.0000000000016,70.99999999999883,,-1080.000000000024
2017.05.08,263.99999999999756,-262.00000000000045,-12.000000000012001,-192.00000000000327,-158.0000000000026,-18.0000000000069,217.0000000000005,-50.0000000000056,-275.000000000003,157.99999999999147,-718.9999999999941,-448.000000000004,-67.00000000001705,-392.9999999999989,900.9999999999962,227.99999999998377,,-826.0000000000781
2017.05.08,251.99999999998556,-201.00000000000762,-39.00000000001125,-153.00000000000313,-164.00000000000858,15.999999999993797,219.99999999999798,-101.00000000000664,-324.00000000000205,171.99999999999437,-604.0000000000134,-443.99999999999994,7.0000000000014495,-513.9999999999923,907.9999999999977,238.99999999998923,,-730.0000000000849
2017.05.08,213.99999999998087,-234.99999999999943,-22.999999999995246,-133.00000000000534,-220.00000000000907,38.99999999998904,170.00000000000347,-123.00000000000644,-361.9999999999957,192.99999999999872,-603.0000000000086,-378.999999999996,32.999999999994145,-554.9999999999944,1004.9999999999892,216.99999999997831,,-762.0000000000766
2017.05.08,127.99999999999478,-225.9999999999991,-46.0000000000127,-104.99999999999955,-169.00000000000804,76.99999999999375,170.00000000000347,-121.00000000000443,-309.99999999999915,188.9999999999947,-568.000000000012,-296.9999999999917,-20.000000000020002,-486.999999999993,947.000000000009,188.9999999999947,,-649.0000000000493
2017.05.08,125.99999999998168,-186.9999999999976,-9.999999999998899,-85.99999999999719,-278.00000000000045,-15.00000000000945,93.00000000000975,-152.00000000000767,-341.99999999999784,61.999999999995396,-471.00000000000364,-368.9999999999971,53.999999999998494,-474.999999999981,733.0000000000059,200.00000000000017,,-1116.9999999999993
