date,AUDUSD,EURCHF,CHFJPY,NZDCHF,EURJPY,empty,sum
2017.08.07,0.0,-58.000000000002494,-350.9999999999991,-34.000000000000696,-50.99999999998772,,-493.99999999999
2017.08.07,32.999999999994145,-70.99999999999883,-96.00000000000364,26.999999999999247,-34.99999999999659,,-142.00000000000568
2017.08.07,120.99999999999334,-126.99999999998823,9.000000000000341,70.0000000000034,-0.9999999999763531,,72.00000000003249
2017.08.07,147.99999999999258,-177.99999999998929,72.00000000000273,100.00000000000009,174.0000000000066,,316.00000000001273
2017.08.07,147.99999999999258,-156.99999999998494,117.999999999995,102.99999999999754,210.00000000000796,,422.00000000000813
2017.08.07,117.00000000000044,-131.99999999999878,108.99999999999466,87.99999999999919,130.00000000002387,,312.0000000000194
2017.08.07,117.00000000000044,-163.9999999999864,87.99999999999386,63.00000000000195,116.00000000001387,,220.00000000002373
2017.08.07,188.9999999999947,-215.99999999999397,10.99999999999568,94.00000000000519,152.00000000001523,,230.00000000001683
2017.08.07,242.99999999999324,-169.99999999998127,88.99999999999864,70.99999999999883,159.00000000002024,,392.0000000000297
2017.08.07,239.99999999999577,-124.99999999999733,120.00000000000455,53.999999999998494,168.00000000000637,,457.00000000000784
2017.08.07,251.99999999999667,-160.99999999998892,103.9999999999992,24.000000000001798,189.99999999999773,,409.0000000000065
2017.08.07,208.99999999999253,-134.99999999999625,134.00000000000034,-36.0000000000027,206.00000000001728,,378.0000000000112
2017.08.07,202.0000000000022,-141.99999999999767,153.99999999999636,-68.00000000000139,218.00000000001774,,364.0000000000172
2017.08.07,268.0000000000016,-139.9999999999846,155.00000000000114,-39.999999999995595,233.0000000000041,,476.0000000000266
2017.08.07,256.99999999999613,-167.9999999999904,120.00000000000455,-41.000000000002146,221.00000000000364,,389.00000000001177
2017.08.07,236.99999999999832,-191.99999999999218,87.0000000000033,-19.00000000000235,213.99999999999864,,327.00000000000574
2017.08.07,200.00000000000017,-183.99999999998417,96.9999999999942,-56.0000000000005,209.00000000000318,,266.0000000000129
2017.08.07,205.99999999999508,-164.99999999999292,76.99999999999818,-56.0000000000005,100.99999999999909,,162.99999999999892
2017.08.07,171.99999999999437,-125.99999999998168,79.9999999999983,-46.999999999997044,96.00000000000364,,175.00000000001756
2017.08.07,59.99999999999339,-160.99999999998892,85.99999999999852,-151.9999999999966,132.000000000005,,-34.999999999988574
2017.08.07,58.000000000002494,-322.9999999999844,-61.99999999999761,-170.99999999999892,112.00000000002319,,-385.99999999995526
2017.08.07,48.99999999999905,-531.9999999999991,-138.9999999999958,-197.00000000000273,183.9999999999975,,-635.0000000000011
2017.08.07,73.99999999999629,-409.99999999999926,96.9999999999942,-314.99999999999864,404.0000000000248,,-149.9999999999826
2017.08.07,-45.000000000006146,-303.9999999999932,143.00000000000068,-368.9999999999971,330.0000000000125,,-244.99999999998317
2017.08.07,-60.99999999999994,-275.9999999999874,161.00000000000136,-383.0,350.9999999999991,,-207.9999999999868
2017.08.07,-73.00000000000084,-385.99999999999744,72.00000000000273,-388.9999999999949,332.9999999999984,,-442.99999999999204
2017.08.07,-101.00000000000664,-378.999999999996,69.00000000000261,-373.00000000000114,367.00000000001864,,-416.9999999999825
2017.08.07,-89.00000000000574,-285.00000000000193,204.9999999999983,-400.9999999999958,421.0000000000207,,-148.99999999998454
2017.08.07,-91.00000000000774,-329.00000000000153,102.99999999999443,-402.9999999999978,362.0000000000232,,-357.9999999999894
2017.08.07,-91.00000000000774,-327.99999999999494,105.00000000000398,-365.0000000000042,341.0000000000082,,-337.99999999999477
2017.08.07,-72.0000000000054,-336.9999999999873,129.99999999999545,-387.99999999999943,350.9999999999991,,-315.9999999999976
2017.08.07,-114.00000000000298,-279.99999999999136,120.99999999999511,-422.00000000000017,290.00000000002046,,-404.99999999997885
2017.08.07,-153.00000000000313,-198.99999999999363,149.0000000000009,-461.0000000000003,286.00000000000136,,-377.99999999999477
2017.08.07,-140.0000000000068,-235.99999999999176,112.99999999999955,-429.0000000000016,286.00000000000136,,-405.9999999999992
2017.08.07,-92.00000000000318,-235.99999999999176,37.00000000000614,-370.00000000000364,203.00000000000296,,-457.99999999998954
2017.08.07,-99.00000000000463,-238.99999999998923,28.999999999996362,-426.9999999999996,155.00000000000114,,-580.9999999999959
2017.08.07,-131.99999999999878,-234.99999999998522,161.00000000000136,-426.9999999999996,282.0000000000107,,-350.9999999999716
2017.08.07,-116.00000000000499,-194.99999999998963,81.99999999999363,-439.99999999999596,189.99999999999773,,-478.9999999999992
2017.08.07,-163.00000000000205,-212.99999999999653,55.999999999997385,-426.9999999999996,197.00000000000273,,-549.9999999999981
2017.08.07,-134.0000000000008,-254.999999999983,-1.0000000000047748,-412.00000000000125,185.00000000000227,,-616.9999999999875
2017.08.07,-70.99999999999883,-291.9999999999812,-13.00000000000523,-392.9999999999989,189.00000000002137,,-579.9999999999627
2017.08.07,-58.99999999999794,-334.9999999999964,-46.00000000000648,-377.0000000000051,200.00000000001705,,-616.9999999999889
2017.08.07,-68.00000000000139,-319.999999999987,-42.00000000000159,-354.9999999999942,195.0000000000216,,-589.9999999999626
2017.08.07,-50.0000000000056,-312.00000000000114,-31.999999999996476,-339.0000000000004,212.0000000000175,,-520.9999999999861
2017.08.07,-60.00000000000449,-322.00000000000006,-34.99999999999659,-349.99999999999477,193.00000000001205,,-573.9999999999839
2017.08.07,-63.99999999999739,-329.00000000000153,-45.000000000001705,-343.00000000000443,219.0000000000225,,-561.9999999999825
